pan_paniscus ENSPPAG00000022293
pan_troglodytes ENSPTRG00000011053
homo_sapiens ENSG00000188368
gorilla_gorilla ENSGGOG00000013249
pongo_abelii ENSPPYG00000010043
cercocebus_atys ENSCATG00000040460
mandrillus_leucophaeus ENSMLEG00000040738
theropithecus_gelada ENSTGEG00000020803
papio_anubis ENSPANG00000010671
macaca_nemestrina ENSMNEG00000036706
macaca_mulatta ENSMMUG00000012171
macaca_fascicularis ENSMFAG00000036917
chlorocebus_sabaeus ENSCSAG00000003457
piliocolobus_tephrosceles ENSPTEG00000025144
colobus_angolensis_palliatus ENSCANG00000038434
rhinopithecus_roxellana ENSRROG00000045744
rhinopithecus_bieti ENSRBIG00000020062
cebus_capucinus ENSCCAG00000028670
saimiri_boliviensis_boliviensis ENSSBOG00000019280
callithrix_jacchus ENSCJAG00000012914
aotus_nancymaae ENSANAG00000035399
carlito_syrichta ENSTSYG00000008126
propithecus_coquereli ENSPCOG00000013235
microcebus_murinus ENSMICG00000015202
prolemur_simus ENSPSMG00000017364
otolemur_garnettii ENSOGAG00000032028
castor_canadensis ENSCCNG00000019921
dipodomys_ordii ENSDORG00000007940
mus_musculus ENSMUSG00000058741
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030461
mus_spicilegus ENSMSIG00000011932
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029364
mus_pahari MGP_PahariEiJ_G0021217
rattus_norvegicus ENSRNOG00000043154
meriones_unguiculatus ENSMUGG00000025562
cricetulus_griseus_chok1gshd ENSCGRG00001013680
cricetulus_griseus_crigri-picr ENSCGRG00015021239
cricetulus_griseus_crigri ENSCGRG00000015212
mesocricetus_auratus ENSMAUG00000005563
microtus_ochrogaster ENSMOCG00000022197
peromyscus_maniculatus_bairdii ENSPEMG00000017854
nannospalax_galili ENSNGAG00000012197
jaculus_jaculus ENSJJAG00000011188
chinchilla_lanigera ENSCLAG00000000685
octodon_degus ENSODEG00000009341
cavia_porcellus ENSCPOG00000024016
cavia_aperea ENSCAPG00000014076
heterocephalus_glaber_male ENSHGLG00100005567
heterocephalus_glaber_female ENSHGLG00000003163
fukomys_damarensis ENSFDAG00000003541
urocitellus_parryii ENSUPAG00010001251
marmota_marmota_marmota ENSMMMG00000018862
ictidomys_tridecemlineatus ENSSTOG00000024823
spermophilus_dauricus ENSSDAG00000006078
tupaia_belangeri ENSTBEG00000014407
equus_caballus ENSECAG00000010956
equus_asinus_asinus ENSEASG00005006249
myotis_lucifugus ENSMLUG00000016675
capra_hircus ENSCHIG00000022284
ovis_aries ENSOARG00000007898
bos_taurus ENSBTAG00000013283
bos_mutus ENSBMUG00000007690
bison_bison_bison ENSBBBG00000021600
tursiops_truncatus ENSTTRG00000013893
sus_scrofa ENSSSCG00000003024
ursus_maritimus ENSUMAG00000002248
ursus_americanus ENSUAMG00000010735
ailuropoda_melanoleuca ENSAMEG00000004957
mustela_putorius_furo ENSMPUG00000007582
neovison_vison ENSNVIG00000024589
canis_lupus_familiaris ENSCAFG00000015415
canis_lupus_dingo ENSCAFG00020014335
panthera_pardus ENSPPRG00000004728
panthera_tigris_altaica ENSPTIG00000007221
felis_catus ENSFCAG00000012741
erinaceus_europaeus ENSEEUG00000005231
sorex_araneus ENSSARG00000003329
dasypus_novemcinctus ENSDNOG00000025300
loxodonta_africana ENSLAFG00000029797
procavia_capensis ENSPCAG00000017015
echinops_telfairi ENSETEG00000014008
monodelphis_domestica ENSMODG00000019347
sarcophilus_harrisii ENSSHAG00000001851
phascolarctos_cinereus ENSPCIG00000020885
notamacropus_eugenii ENSMEUG00000014618
