pogona_vitticeps ENSPVIG00000019983
anolis_carolinensis ENSACAG00000017902
notechis_scutatus ENSNSUG00000019305
salvator_merianae ENSSMRG00000022888
sphenodon_punctatus ENSSPUG00000006317
apteryx_rowi ENSARWG00000003373
apteryx_owenii ENSAOWG00000000361
apteryx_haastii ENSAHAG00000011766
dromaius_novaehollandiae ENSDNVG00000015306
nothoprocta_perdicaria ENSNPEG00000007754
calidris_pygmaea ENSCPGG00000009996
calidris_pugnax ENSCPUG00000011672
melopsittacus_undulatus ENSMUNG00000009167
manacus_vitellinus ENSMVIG00005013250
lepidothrix_coronata ENSLCOG00000002617
lonchura_striata_domestica ENSLSDG00000006734
taeniopygia_guttata ENSTGUG00000006166
serinus_canaria ENSSCAG00000011430
zonotrichia_albicollis ENSZALG00000002484
junco_hyemalis ENSJHYG00000013150
parus_major ENSPMJG00000010884
cyanistes_caeruleus ENSCCEG00000015678
ficedula_albicollis ENSFALG00000001473
anser_brachyrhynchus ENSABRG00000010523
anas_platyrhynchos_platyrhynchos ENSAPLG00000012508
gallus_gallus ENSGALG00000016222
coturnix_japonica ENSCJPG00005012623
meleagris_gallopavo ENSMGAG00000014605
numida_meleagris ENSNMEG00000013137
crocodylus_porosus ENSCPRG00005017509
chrysemys_picta_bellii ENSCPBG00000019938
chelonoidis_abingdonii ENSCABG00000020776
pelodiscus_sinensis ENSPSIG00000014254
cricetulus_griseus_crigri-picr ENSCGRG00015003371
latimeria_chalumnae ENSLACG00000011603
