monopterus_albus ENSMALG00000020925
mastacembelus_armatus ENSMAMG00000023713
anabas_testudineus ENSATEG00000010824
seriola_lalandi_dorsalis ENSSLDG00000024314
scophthalmus_maximus ENSSMAG00000020899
labrus_bergylta ENSLBEG00000020017
mola_mola ENSMMOG00000021694
seriola_dumerili ENSSDUG00000016056
takifugu_rubripes ENSTRUG00000024893
xiphophorus_maculatus ENSXMAG00000017438
xiphophorus_couchianus ENSXCOG00000004979
gambusia_affinis ENSGAFG00000009828
poecilia_formosa ENSPFOG00000018295
poecilia_mexicana ENSPMEG00000012295
poecilia_latipinna ENSPLAG00000019099
poecilia_reticulata ENSPREG00000001771
fundulus_heteroclitus ENSFHEG00000015269
cyprinodon_variegatus ENSCVAG00000010066
kryptolebias_marmoratus ENSKMAG00000008874
oryzias_latipes_asm223469v1 ENSORLG00015022471
oryzias_latipes ENSORLG00000026227
oryzias_latipes ENSORLG00020003934
oryzias_melastigma ENSOMEG00000005984
amphiprion_percula ENSAPEG00000013918
amphiprion_ocellaris ENSAOCG00000003468
acanthochromis_polyacanthus ENSAPOG00000018889
stegastes_partitus ENSSPAG00000017136
astatotilapia_calliptera ENSACLG00000018447
maylandia_zebra ENSMZEG00005013228
pundamilia_nyererei ENSPNYG00000020108
haplochromis_burtoni ENSHBUG00000011003
neolamprologus_brichardi ENSNBRG00000022526
oreochromis_niloticus ENSONIG00000014425
amphilophus_citrinellus ENSACIG00000017200
cynoglossus_semilaevis ENSCSEG00000001502
gadus_morhua ENSGMOG00000009413
esox_lucius ENSELUG00000024392
