ictalurus_punctatus ENSIPUG00000003671
electrophorus_electricus ENSEEEG00000024236
pygocentrus_nattereri ENSPNAG00000010826
danio_rerio ENSDARG00000033029
scophthalmus_maximus ENSSMAG00000004848
cynoglossus_semilaevis ENSCSEG00000020286
seriola_lalandi ENSSLDG00000021313
seriola_dumerili ENSSDUG00000009981
monopterus_albus ENSMALG00000001997
mastacembelus_armatus ENSMAMG00000000687
cottoperca_gobio ENSCGOG00000018696
gasterosteus_aculeatus ENSGACG00000005441
labrus_bergylta ENSLBEG00000000659
astatotilapia_calliptera ENSACLG00000020789
haplochromis_burtoni ENSHBUG00000005432
neolamprologus_brichardi ENSNBRG00000015134
oreochromis_niloticus ENSONIG00000019647
pundamilia_nyererei ENSPNYG00000005792
haplochromis_burtoni ENSHBUG00000005411
maylandia_zebra ENSMZEG00005003002
amphilophus_citrinellus ENSACIG00000020314
kryptolebias_marmoratus ENSKMAG00000001534
acanthochromis_polyacanthus ENSAPOG00000012637
amphiprion_ocellaris ENSAOCG00000016742
amphiprion_percula ENSAPEG00000019691
stegastes_partitus ENSSPAG00000013725
tetraodon_nigroviridis ENSTNIG00000004457
anabas_testudineus ENSATEG00000001480
anabas_testudineus ENSATEG00000002470
betta_splendens ENSBSLG00000023854
hippocampus_comes ENSHCOG00000014152
hippocampus_comes ENSHCOG00000014169
parambassis_ranga ENSPRNG00000015998
takifugu_rubripes ENSTRUG00000024317
gadus_morhua ENSGMOG00000002014
esox_lucius ENSELUG00000023832
paramormyrops_kingsleyae ENSPKIG00000020885
scleropages_formosus ENSSFOG00015001510
lepisosteus_oculatus ENSLOCG00000010726
