notamacropus_eugenii ENSMEUG00000011723
phascolarctos_cinereus ENSPCIG00000004240
sarcophilus_harrisii ENSSHAG00000014622
monodelphis_domestica ENSMODG00000009372
pan_paniscus ENSPPAG00000027578
pan_troglodytes ENSPTRG00000012149
homo_sapiens ENSG00000132300
gorilla_gorilla ENSGGOG00000001793
pongo_abelii ENSPPYG00000012216
nomascus_leucogenys ENSNLEG00000002493
piliocolobus_tephrosceles ENSPTEG00000030906
piliocolobus_tephrosceles ENSPTEG00000034177
colobus_angolensis_palliatus ENSCANG00000028143
rhinopithecus_bieti ENSRBIG00000034809
rhinopithecus_roxellana ENSRROG00000042210
macaca_mulatta ENSMMUG00000015820
macaca_fascicularis ENSMFAG00000042757
macaca_nemestrina ENSMNEG00000032067
cercocebus_atys ENSCATG00000036541
mandrillus_leucophaeus ENSMLEG00000031263
papio_anubis ENSPANG00000009006
theropithecus_gelada ENSTGEG00000021461
chlorocebus_sabaeus ENSCSAG00000016267
nomascus_leucogenys ENSNLEG00000035235
saimiri_boliviensis_boliviensis ENSSBOG00000026455
cebus_capucinus ENSCCAG00000028481
callithrix_jacchus ENSCJAG00000019523
aotus_nancymaae ENSANAG00000032500
carlito_syrichta ENSTSYG00000002827
prolemur_simus ENSPSMG00000023446
microcebus_murinus ENSMICG00000000761
propithecus_coquereli ENSPCOG00000005822
otolemur_garnettii ENSOGAG00000004040
tupaia_belangeri ENSTBEG00000002542
castor_canadensis ENSCCNG00000018635
dipodomys_ordii ENSDORG00000008305
mus_musculus ENSMUSG00000063884
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029498
mus_spicilegus ENSMSIG00000008420
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028493
mus_pahari MGP_PahariEiJ_G0022229
rattus_norvegicus ENSRNOG00000009484
meriones_unguiculatus ENSMUGG00000010701
meriones_unguiculatus ENSMUGG00000010242
cricetulus_griseus_crigri ENSCGRG00000006952
cricetulus_griseus_chok1gshd ENSCGRG00001010361
cricetulus_griseus_crigri-picr ENSCGRG00015016846
mesocricetus_auratus ENSMAUG00000000145
peromyscus_maniculatus_bairdii ENSPEMG00000024106
microtus_ochrogaster ENSMOCG00000019181
nannospalax_galili ENSNGAG00000016760
urocitellus_parryii ENSUPAG00010022910
marmota_marmota_marmota ENSMMMG00000008977
spermophilus_dauricus ENSSDAG00000008108
ictidomys_tridecemlineatus ENSSTOG00000012611
cavia_porcellus ENSCPOG00000012371
cavia_aperea ENSCAPG00000000189
octodon_degus ENSODEG00000003461
chinchilla_lanigera ENSCLAG00000007992
heterocephalus_glaber_female ENSHGLG00000007937
heterocephalus_glaber_male ENSHGLG00100011416
fukomys_damarensis ENSFDAG00000018873
jaculus_jaculus ENSJJAG00000012431
oryctolagus_cuniculus ENSOCUG00000027290
oryctolagus_cuniculus ENSOCUG00000010161
ochotona_princeps ENSOPRG00000008344
pteropus_vampyrus ENSPVAG00000012676
myotis_lucifugus ENSMLUG00000015745
ovis_aries ENSOARG00000020623
capra_hircus ENSCHIG00000012077
bos_taurus ENSBTAG00000006482
bos_mutus ENSBMUG00000000813
bison_bison_bison ENSBBBG00000007099
tursiops_truncatus ENSTTRG00000008601
vicugna_pacos ENSVPAG00000011991
sus_scrofa ENSSSCG00000008225
erinaceus_europaeus ENSEEUG00000000689
sorex_araneus ENSSARG00000003294
ursus_americanus ENSUAMG00000000033
ursus_maritimus ENSUMAG00000007839
ailuropoda_melanoleuca ENSAMEG00000005861
neovison_vison ENSNVIG00000018319
mustela_putorius_furo ENSMPUG00000009167
canis_lupus_familiaris ENSCAFG00000007584
canis_lupus_dingo ENSCAFG00020015827
vulpes_vulpes ENSVVUG00000001203
panthera_pardus ENSPPRG00000006644
panthera_tigris_altaica ENSPTIG00000019091
felis_catus ENSFCAG00000008967
equus_caballus ENSECAG00000037856
equus_caballus ENSECAG00000032412
equus_caballus ENSECAG00000020623
equus_asinus_asinus ENSEASG00005001638
choloepus_hoffmanni ENSCHOG00000003780
dasypus_novemcinctus ENSDNOG00000008266
loxodonta_africana ENSLAFG00000014956
procavia_capensis ENSPCAG00000011824
echinops_telfairi ENSETEG00000000422
ornithorhynchus_anatinus ENSOANG00000012383
pygocentrus_nattereri ENSPNAG00000003572
astyanax_mexicanus ENSAMXG00000011570
ictalurus_punctatus ENSIPUG00000013271
danio_rerio ENSDARG00000103856
scophthalmus_maximus ENSSMAG00000014274
cynoglossus_semilaevis ENSCSEG00000020225
takifugu_rubripes ENSTRUG00000003939
tetraodon_nigroviridis ENSTNIG00000010117
periophthalmus_magnuspinnatus ENSPMGG00000015547
monopterus_albus ENSMALG00000013282
mastacembelus_armatus ENSMAMG00000016642
anabas_testudineus ENSATEG00000016950
hippocampus_comes ENSHCOG00000003368
gasterosteus_aculeatus ENSGACG00000018795
labrus_bergylta ENSLBEG00000015349
mola_mola ENSMMOG00000010209
cyprinodon_variegatus ENSCVAG00000020820
fundulus_heteroclitus ENSFHEG00000005903
xiphophorus_maculatus ENSXMAG00000004008
xiphophorus_couchianus ENSXCOG00000013379
gambusia_affinis ENSGAFG00000015291
poecilia_formosa ENSPFOG00000004442
poecilia_latipinna ENSPLAG00000021401
poecilia_reticulata ENSPREG00000002536
poecilia_mexicana ENSPMEG00000007153
kryptolebias_marmoratus ENSKMAG00000007351
oryzias_latipes ENSORLG00000008776
oryzias_latipes ENSORLG00020020676
oryzias_latipes_asm223469v1 ENSORLG00015015978
oryzias_melastigma ENSOMEG00000019243
astatotilapia_calliptera ENSACLG00000020653
maylandia_zebra ENSMZEG00005004980
haplochromis_burtoni ENSHBUG00000020056
pundamilia_nyererei ENSPNYG00000000028
neolamprologus_brichardi ENSNBRG00000000447
oreochromis_niloticus ENSONIG00000015886
amphilophus_citrinellus ENSACIG00000022263
amphiprion_ocellaris ENSAOCG00000017186
amphiprion_percula ENSAPEG00000016069
acanthochromis_polyacanthus ENSAPOG00000017922
stegastes_partitus ENSSPAG00000016212
seriola_dumerili ENSSDUG00000014567
seriola_lalandi_dorsalis ENSSLDG00000024255
gadus_morhua ENSGMOG00000002324
esox_lucius ENSELUG00000012679
scleropages_formosus ENSSFOG00015019643
paramormyrops_kingsleyae ENSPKIG00000005592
lepisosteus_oculatus ENSLOCG00000010871
xenopus_tropicalis ENSXETG00000017970
latimeria_chalumnae ENSLACG00000002037
anolis_carolinensis ENSACAG00000011938
pogona_vitticeps ENSPVIG00000004422
salvator_merianae ENSSMRG00000016746
notechis_scutatus ENSNSUG00000017522
sphenodon_punctatus ENSSPUG00000004695
apteryx_owenii ENSAOWG00000007310
apteryx_haastii ENSAHAG00000002178
apteryx_rowi ENSARWG00000012418
dromaius_novaehollandiae ENSDNVG00000012016
nothoprocta_perdicaria ENSNPEG00000000889
calidris_pugnax ENSCPUG00000007644
calidris_pygmaea ENSCPGG00000011144
melopsittacus_undulatus ENSMUNG00000001320
lepidothrix_coronata ENSLCOG00000011884
manacus_vitellinus ENSMVIG00005015204
taeniopygia_guttata ENSTGUG00000010760
taeniopygia_guttata ENSTGUG00000015979
lonchura_striata_domestica ENSLSDG00000000413
serinus_canaria ENSSCAG00000014937
junco_hyemalis ENSJHYG00000013670
zonotrichia_albicollis ENSZALG00000012468
ficedula_albicollis ENSFALG00000010089
parus_major ENSPMJG00000016786
cyanistes_caeruleus ENSCCEG00000024043
gallus_gallus ENSGALG00000015773
coturnix_japonica ENSCJPG00005006127
meleagris_gallopavo ENSMGAG00000013124
numida_meleagris ENSNMEG00000001675
anas_platyrhynchos_platyrhynchos ENSAPLG00000005086
anser_brachyrhynchus ENSABRG00000012503
crocodylus_porosus ENSCPRG00005000603
gopherus_agassizii ENSGAGG00000020098
chelonoidis_abingdonii ENSCABG00000016924
chrysemys_picta_bellii ENSCPBG00000001152
pelodiscus_sinensis ENSPSIG00000009120
eptatretus_burgeri ENSEBUG00000011915
ciona_intestinalis ENSCING00000004287
ciona_intestinalis ENSCING00000022562
ciona_savignyi ENSCSAVG00000005484
drosophila_melanogaster FBgn0033816
caenorhabditis_elegans_strain_n2 WBGene00002804
