prolemur_simus ENSPSMG00000019603
otolemur_garnettii ENSOGAG00000034278
callithrix_jacchus ENSCJAG00000066903
cricetulus_griseus ENSCGRG00015009005
cricetulus_griseus ENSCGRG00000012009
cricetulus_griseus ENSCGRG00001007134
mesocricetus_auratus ENSMAUG00000001712
peromyscus_maniculatus ENSPEMG00000019019
microtus_ochrogaster ENSMOCG00000012374
mus_spicilegus ENSMSIG00000025149
mus_musculus ENSMUSG00000018570
mus_spretus MGP_SPRETEiJ_G0017438
mus_caroli MGP_CAROLIEiJ_G0016602
mus_pahari MGP_PahariEiJ_G0017733
rattus_norvegicus ENSRNOG00000015975
meriones_unguiculatus ENSMUGG00000015606
nannospalax_galili ENSNGAG00000020654
jaculus_jaculus ENSJJAG00000002636
castor_canadensis ENSCCNG00000016989
heterocephalus_glaber ENSHGLG00000018261
heterocephalus_glaber ENSHGLG00100018114
fukomys_damarensis ENSFDAG00000000046
chinchilla_lanigera ENSCLAG00000013536
cavia_porcellus ENSCPOG00000021214
marmota_marmota ENSMMMG00000019415
spermophilus_dauricus ENSSDAG00000003856
urocitellus_parryii ENSUPAG00010014750
ictidomys_tridecemlineatus ENSSTOG00000024856
oryctolagus_cuniculus ENSOCUG00000032904
capra_hircus ENSCHIG00000024951
ovis_aries ENSOARG00000012160
bos_indicus ENSBIXG00000014266
bos_indicus ENSBIXG00005007232
bos_mutus ENSBMUG00000006688
bison_bison ENSBBBG00000003626
bos_mutus ENSBMUG00000006684
bos_taurus ENSBTAG00000045892
sus_scrofa ENSSSCG00000017942
ursus_maritimus ENSUMAG00000015517
ursus_americanus ENSUAMG00000014827
ailuropoda_melanoleuca ENSAMEG00000016605
mustela_putorius ENSMPUG00000010131
neovison_vison ENSNVIG00000002885
canis_lupus ENSCAFG00020008512
canis_lupus ENSCAFG00000045519
vulpes_vulpes ENSVVUG00000027843
felis_catus ENSFCAG00000050178
equus_asinus ENSEASG00005019031
equus_caballus ENSECAG00000013076
myotis_lucifugus ENSMLUG00000026735
loxodonta_africana ENSLAFG00000030888
vombatus_ursinus ENSVURG00010002791
phascolarctos_cinereus ENSPCIG00000031869
ornithorhynchus_anatinus ENSOANG00000020774
