monodelphis_domestica ENSMODG00000027635
phascolarctos_cinereus ENSPCIG00000002458
sarcophilus_harrisii ENSSHAG00000007984
castor_canadensis ENSCCNG00000019607
dipodomys_ordii ENSDORG00000003485
mus_musculus ENSMUSG00000069189
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019596
mus_spicilegus ENSMSIG00000015943
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018712
mus_pahari MGP_PahariEiJ_G0015793
rattus_norvegicus ENSRNOG00000039743
meriones_unguiculatus ENSMUGG00000016694
cricetulus_griseus_chok1gshd ENSCGRG00001008203
cricetulus_griseus_crigri-picr ENSCGRG00015009412
cricetulus_griseus_crigri ENSCGRG00000003221
microtus_ochrogaster ENSMOCG00000011165
peromyscus_maniculatus_bairdii ENSPEMG00000007387
nannospalax_galili ENSNGAG00000011093
jaculus_jaculus ENSJJAG00000011440
heterocephalus_glaber_male ENSHGLG00100003271
heterocephalus_glaber_female ENSHGLG00000007391
fukomys_damarensis ENSFDAG00000018485
chinchilla_lanigera ENSCLAG00000005177
octodon_degus ENSODEG00000018341
cavia_porcellus ENSCPOG00000033864
cavia_aperea ENSCAPG00000016790
urocitellus_parryii ENSUPAG00010020445
ictidomys_tridecemlineatus ENSSTOG00000023956
spermophilus_dauricus ENSSDAG00000001738
marmota_marmota_marmota ENSMMMG00000016163
oryctolagus_cuniculus ENSOCUG00000022018
pan_troglodytes ENSPTRG00000033846
gorilla_gorilla ENSGGOG00000022375
pan_troglodytes ENSPTRG00000051847
homo_sapiens ENSG00000188818
homo_sapiens ENSG00000206077
homo_sapiens ENSG00000286094
pan_paniscus ENSPPAG00000019849
gorilla_gorilla ENSGGOG00000000349
pongo_abelii ENSPPYG00000015307
nomascus_leucogenys ENSNLEG00000035791
macaca_fascicularis ENSMFAG00000039221
macaca_mulatta ENSMMUG00000003194
chlorocebus_sabaeus ENSCSAG00000017418
mandrillus_leucophaeus ENSMLEG00000032658
papio_anubis ENSPANG00000008308
colobus_angolensis_palliatus ENSCANG00000021089
rhinopithecus_roxellana ENSRROG00000031026
macaca_mulatta ENSMMUG00000047569
macaca_nemestrina ENSMNEG00000031215
theropithecus_gelada ENSTGEG00000025806
papio_anubis ENSPANG00000032142
cercocebus_atys ENSCATG00000034475
macaca_nemestrina ENSMNEG00000011461
piliocolobus_tephrosceles ENSPTEG00000008472
rhinopithecus_bieti ENSRBIG00000030588
cebus_capucinus ENSCCAG00000023315
saimiri_boliviensis_boliviensis ENSSBOG00000025272
