castor_canadensis ENSCCNG00000031478
dipodomys_ordii ENSDORG00000008287
chinchilla_lanigera ENSCLAG00000012225
octodon_degus ENSODEG00000015892
cricetulus_griseus ENSCGRG00015004105
cricetulus_griseus ENSCGRG00000000692
cricetulus_griseus ENSCGRG00001016540
mesocricetus_auratus ENSMAUG00000013942
microtus_ochrogaster ENSMOCG00000016586
peromyscus_maniculatus ENSPEMG00000001860
mus_spicilegus ENSMSIG00000009727
mus_musculus ENSMUSG00000040576
mus_spretus MGP_SPRETEiJ_G0028817
mus_caroli MGP_CAROLIEiJ_G0027819
rattus_norvegicus ENSRNOG00000001474
meriones_unguiculatus ENSMUGG00000002468
nannospalax_galili ENSNGAG00000022748
jaculus_jaculus ENSJJAG00000021168
ictidomys_tridecemlineatus ENSSTOG00000014579
urocitellus_parryii ENSUPAG00010000473
marmota_marmota ENSMMMG00000008933
oryctolagus_cuniculus ENSOCUG00000005132
ochotona_princeps ENSOPRG00000006066
tupaia_belangeri ENSTBEG00000015543
pan_troglodytes ENSPTRG00000049472
pan_troglodytes ENSPTRG00000019282
pan_paniscus ENSPPAG00000038658
homo_sapiens ENSG00000175877
gorilla_gorilla ENSGGOG00000005707
pongo_abelii ENSPPYG00000017491
nomascus_leucogenys ENSNLEG00000030192
macaca_fascicularis ENSMFAG00000045782
macaca_mulatta ENSMMUG00000003440
macaca_nemestrina ENSMNEG00000032345
mandrillus_leucophaeus ENSMLEG00000035851
cercocebus_atys ENSCATG00000041871
chlorocebus_sabaeus ENSCSAG00000018183
theropithecus_gelada ENSTGEG00000003890
papio_anubis ENSPANG00000023243
colobus_angolensis ENSCANG00000036103
piliocolobus_tephrosceles ENSPTEG00000016317
rhinopithecus_roxellana ENSRROG00000036406
rhinopithecus_bieti ENSRBIG00000036134
cebus_capucinus ENSCCAG00000029902
saimiri_boliviensis ENSSBOG00000011390
callithrix_jacchus ENSCJAG00000016758
callithrix_jacchus ENSCJAG00000045839
aotus_nancymaae ENSANAG00000037309
carlito_syrichta ENSTSYG00000011580
microcebus_murinus ENSMICG00000006456
propithecus_coquereli ENSPCOG00000023283
prolemur_simus ENSPSMG00000019924
otolemur_garnettii ENSOGAG00000010349
ailuropoda_melanoleuca ENSAMEG00000015449
ursus_americanus ENSUAMG00000026852
neovison_vison ENSNVIG00000004849
canis_lupus ENSCAFG00000012483
canis_lupus ENSCAFG00020012374
vulpes_vulpes ENSVVUG00000024827
panthera_pardus ENSPPRG00000017544
felis_catus ENSFCAG00000026413
sorex_araneus ENSSARG00000011617
bos_indicus ENSBIXG00005009256
bos_indicus ENSBIXG00000029131
bos_taurus ENSBTAG00000014810
bos_mutus ENSBMUG00000008323
bison_bison ENSBBBG00000011925
capra_hircus ENSCHIG00000018876
ovis_aries ENSOARG00000011964
tursiops_truncatus ENSTTRG00000008645
sus_scrofa ENSSSCG00000007716
equus_asinus ENSEASG00005015895
equus_caballus ENSECAG00000010866
pteropus_vampyrus ENSPVAG00000012054
myotis_lucifugus ENSMLUG00000028759
loxodonta_africana ENSLAFG00000007056
procavia_capensis ENSPCAG00000001099
choloepus_hoffmanni ENSCHOG00000010613
vombatus_ursinus ENSVURG00010004082
phascolarctos_cinereus ENSPCIG00000017244
notamacropus_eugenii ENSMEUG00000010337
sarcophilus_harrisii ENSSHAG00000004368
