clupea_harengus ENSCHAG00000020180
denticeps_clupeoides ENSDCDG00000013015
astyanax_mexicanus ENSAMXG00000001143
astyanax_mexicanus ENSAMXG00000037738
astyanax_mexicanus ENSAMXG00005007093
pygocentrus_nattereri ENSPNAG00000008352
electrophorus_electricus ENSEEEG00000021816
ictalurus_punctatus ENSIPUG00000018740
danio_rerio ENSDARG00000104541
poecilia_formosa ENSPFOG00000015401
poecilia_mexicana ENSPMEG00000021073
poecilia_latipinna ENSPLAG00000009321
poecilia_reticulata ENSPREG00000023099
xiphophorus_maculatus ENSXMAG00000010986
xiphophorus_couchianus ENSXCOG00000011698
gambusia_affinis ENSGAFG00000006889
cyprinodon_variegatus ENSCVAG00000007560
fundulus_heteroclitus ENSFHEG00000006256
kryptolebias_marmoratus ENSKMAG00000016437
amphilophus_citrinellus ENSACIG00000021689
parambassis_ranga ENSPRNG00000020552
amphiprion_percula ENSAPEG00000014293
amphiprion_ocellaris ENSAOCG00000004934
acanthochromis_polyacanthus ENSAPOG00000022739
stegastes_partitus ENSSPAG00000020576
cottoperca_gobio ENSCGOG00000024492
larimichthys_crocea ENSLCRG00005012814
labrus_bergylta ENSLBEG00000016428
labrus_bergylta ENSLBEG00000012818
seriola_lalandi ENSSLDG00000021628
seriola_dumerili ENSSDUG00000006464
lates_calcarifer ENSLCAG00010020733
anabas_testudineus ENSATEG00000019268
betta_splendens ENSBSLG00000020212
mastacembelus_armatus ENSMAMG00000021571
oryzias_latipes ENSORLG00000011074
oryzias_latipes ENSORLG00015001925
oryzias_latipes ENSORLG00020017713
oryzias_melastigma ENSOMEG00000001336
gouania_willdenowi ENSGWIG00000021545
gasterosteus_aculeatus ENSGACG00000005392
cynoglossus_semilaevis ENSCSEG00000012391
periophthalmus_magnuspinnatus ENSPMGG00000001833
maylandia_zebra ENSMZEG00005006617
pundamilia_nyererei ENSPNYG00000018307
astatotilapia_calliptera ENSACLG00000000235
haplochromis_burtoni ENSHBUG00000009824
neolamprologus_brichardi ENSNBRG00000015186
oreochromis_niloticus ENSONIG00000009861
monopterus_albus ENSMALG00000004066
scophthalmus_maximus ENSSMAG00000008237
hippocampus_comes ENSHCOG00000012671
mola_mola ENSMMOG00000003500
takifugu_rubripes ENSTRUG00000013478
tetraodon_nigroviridis ENSTNIG00000016603
gadus_morhua ENSGMOG00000015945
hucho_hucho ENSHHUG00000001540
esox_lucius ENSELUG00000010431
scleropages_formosus ENSSFOG00015001648
paramormyrops_kingsleyae ENSPKIG00000002633
lepisosteus_oculatus ENSLOCG00000016298
erpetoichthys_calabaricus ENSECRG00000018464
apteryx_haastii ENSAHAG00000001941
apteryx_rowi ENSARWG00000000273
apteryx_owenii ENSAOWG00000010677
dromaius_novaehollandiae ENSDNVG00000001115
nothoprocta_perdicaria ENSNPEG00000002373
anser_brachyrhynchus ENSABRG00000018300
anas_platyrhynchos ENSAPLG00000016015
meleagris_gallopavo ENSMGAG00000005109
gallus_gallus ENSGALG00000008957
coturnix_japonica ENSCJPG00005001501
numida_meleagris ENSNMEG00000003165
manacus_vitellinus ENSMVIG00005019542
manacus_vitellinus ENSMVIG00005002394
lepidothrix_coronata ENSLCOG00000014432
junco_hyemalis ENSJHYG00000014613
zonotrichia_albicollis ENSZALG00000013795
serinus_canaria ENSSCAG00000011999
lonchura_striata ENSLSDG00000013907
taeniopygia_guttata ENSTGUG00000005559
ficedula_albicollis ENSFALG00000011127
cyanistes_caeruleus ENSCCEG00000018971
parus_major ENSPMJG00000004361
calidris_pygmaea ENSCPGG00000016628
calidris_pugnax ENSCPUG00000002323
melopsittacus_undulatus ENSMUNG00000000122
crocodylus_porosus ENSCPRG00005014589
chelonoidis_abingdonii ENSCABG00000008858
gopherus_agassizii ENSGAGG00000012486
chrysemys_picta ENSCPBG00000020148
pelodiscus_sinensis ENSPSIG00000004960
pogona_vitticeps ENSPVIG00000003359
anolis_carolinensis ENSACAG00000014084
salvator_merianae ENSSMRG00000014903
notechis_scutatus ENSNSUG00000016377
sphenodon_punctatus ENSSPUG00000018746
phascolarctos_cinereus ENSPCIG00000025984
vombatus_ursinus ENSVURG00010015249
notamacropus_eugenii ENSMEUG00000010212
sarcophilus_harrisii ENSSHAG00000008029
monodelphis_domestica ENSMODG00000001129
loxodonta_africana ENSLAFG00000001592
procavia_capensis ENSPCAG00000014474
echinops_telfairi ENSETEG00000006284
dasypus_novemcinctus ENSDNOG00000034423
choloepus_hoffmanni ENSCHOG00000013424
pan_troglodytes ENSPTRG00000011906
pan_paniscus ENSPPAG00000041533
homo_sapiens ENSG00000116062
gorilla_gorilla ENSGGOG00000021987
pongo_abelii ENSPPYG00000012425
nomascus_leucogenys ENSNLEG00000008521
theropithecus_gelada ENSTGEG00000002779
papio_anubis ENSPANG00000019107
mandrillus_leucophaeus ENSMLEG00000034239
macaca_fascicularis ENSMFAG00000041012
macaca_mulatta ENSMMUG00000022842
macaca_nemestrina ENSMNEG00000039742
chlorocebus_sabaeus ENSCSAG00000013583
piliocolobus_tephrosceles ENSPTEG00000032418
colobus_angolensis ENSCANG00000012503
rhinopithecus_bieti ENSRBIG00000018904
rhinopithecus_roxellana ENSRROG00000034827
saimiri_boliviensis ENSSBOG00000011609
cebus_capucinus ENSCCAG00000032532
callithrix_jacchus ENSCJAG00000011019
aotus_nancymaae ENSANAG00000023899
carlito_syrichta ENSTSYG00000034295
microcebus_murinus ENSMICG00000029031
propithecus_coquereli ENSPCOG00000014994
prolemur_simus ENSPSMG00000010874
otolemur_garnettii ENSOGAG00000032157
castor_canadensis ENSCCNG00000008307
dipodomys_ordii ENSDORG00000012561
cricetulus_griseus ENSCGRG00001006510
cricetulus_griseus ENSCGRG00015023555
cricetulus_griseus ENSCGRG00000010225
microtus_ochrogaster ENSMOCG00000017271
peromyscus_maniculatus ENSPEMG00000013591
mus_spicilegus ENSMSIG00000024727
mus_spretus MGP_SPRETEiJ_G0022868
mus_musculus ENSMUSG00000005370
mus_caroli MGP_CAROLIEiJ_G0021951
mus_pahari MGP_PahariEiJ_G0020941
rattus_norvegicus ENSRNOG00000016134
meriones_unguiculatus ENSMUGG00000016109
nannospalax_galili ENSNGAG00000009050
jaculus_jaculus ENSJJAG00000009057
chinchilla_lanigera ENSCLAG00000003134
octodon_degus ENSODEG00000012640
cavia_porcellus ENSCPOG00000000931
cavia_aperea ENSCAPG00000008326
heterocephalus_glaber ENSHGLG00000014307
heterocephalus_glaber ENSHGLG00100003770
fukomys_damarensis ENSFDAG00000014973
urocitellus_parryii ENSUPAG00010020546
ictidomys_tridecemlineatus ENSSTOG00000022429
spermophilus_dauricus ENSSDAG00000024395
marmota_marmota ENSMMMG00000009374
tupaia_belangeri ENSTBEG00000017153
cercocebus_atys ENSCATG00000035720
oryctolagus_cuniculus ENSOCUG00000014615
ochotona_princeps ENSOPRG00000004827
bos_indicus ENSBIXG00000017398
bos_indicus ENSBIXG00005021217
bos_taurus ENSBTAG00000001424
bos_mutus ENSBMUG00000005336
bison_bison ENSBBBG00000024950
capra_hircus ENSCHIG00000014129
ovis_aries ENSOARG00000005046
tursiops_truncatus ENSTTRG00000008063
sus_scrofa ENSSSCG00000020931
vicugna_pacos ENSVPAG00000007716
pteropus_vampyrus ENSPVAG00000010906
myotis_lucifugus ENSMLUG00000008787
ursus_maritimus ENSUMAG00000013204
ursus_americanus ENSUAMG00000014059
ailuropoda_melanoleuca ENSAMEG00000006324
mustela_putorius ENSMPUG00000011012
neovison_vison ENSNVIG00000022928
canis_lupus ENSCAFG00000002664
canis_lupus ENSCAFG00020026419
vulpes_vulpes ENSVVUG00000005670
panthera_tigris ENSPTIG00000005826
panthera_pardus ENSPPRG00000021052
felis_catus ENSFCAG00000007089
equus_asinus ENSEASG00005002660
equus_caballus ENSECAG00000005949
sorex_araneus ENSSARG00000002010
erinaceus_europaeus ENSEEUG00000006143
ornithorhynchus_anatinus ENSOANG00000010468
xenopus_tropicalis ENSXETG00000002158
latimeria_chalumnae ENSLACG00000015142
callorhinchus_milii ENSCMIG00000003786
petromyzon_marinus ENSPMAG00000008456
eptatretus_burgeri ENSEBUG00000003228
pogona_vitticeps ENSPVIG00000018234
ciona_intestinalis ENSCING00000004304
ciona_savignyi ENSCSAVG00000004080
drosophila_melanogaster FBgn0036486
caenorhabditis_elegans WBGene00003422
piliocolobus_tephrosceles ENSPTEG00000002947
piliocolobus_tephrosceles ENSPTEG00000013015
saccharomyces_cerevisiae YDR097C
