paramormyrops_kingsleyae ENSPKIG00000004211
scleropages_formosus ENSSFOG00015023255
seriola_lalandi_dorsalis ENSSLDG00000012872
seriola_lalandi_dorsalis ENSSLDG00000007821
seriola_dumerili ENSSDUG00000022260
scophthalmus_maximus ENSSMAG00000004106
takifugu_rubripes ENSTRUG00000007778
tetraodon_nigroviridis ENSTNIG00000004917
mola_mola ENSMMOG00000015621
labrus_bergylta ENSLBEG00000023269
gasterosteus_aculeatus ENSGACG00000011961
mastacembelus_armatus ENSMAMG00000006082
monopterus_albus ENSMALG00000020153
anabas_testudineus ENSATEG00000020901
amphiprion_ocellaris ENSAOCG00000019861
amphiprion_percula ENSAPEG00000010433
acanthochromis_polyacanthus ENSAPOG00000020702
stegastes_partitus ENSSPAG00000012123
astatotilapia_calliptera ENSACLG00000013192
maylandia_zebra ENSMZEG00005009439
haplochromis_burtoni ENSHBUG00000000453
pundamilia_nyererei ENSPNYG00000018914
neolamprologus_brichardi ENSNBRG00000007453
oreochromis_niloticus ENSONIG00000010881
amphilophus_citrinellus ENSACIG00000020852
poecilia_formosa ENSPFOG00000017213
poecilia_mexicana ENSPMEG00000001429
poecilia_latipinna ENSPLAG00000012355
poecilia_reticulata ENSPREG00000010845
xiphophorus_maculatus ENSXMAG00000015071
xiphophorus_couchianus ENSXCOG00000015519
gambusia_affinis ENSGAFG00000008259
cyprinodon_variegatus ENSCVAG00000014129
fundulus_heteroclitus ENSFHEG00000001678
kryptolebias_marmoratus ENSKMAG00000002191
oryzias_latipes ENSORLG00020003038
oryzias_latipes ENSORLG00000013182
oryzias_latipes_asm223469v1 ENSORLG00015017143
oryzias_melastigma ENSOMEG00000000935
cynoglossus_semilaevis ENSCSEG00000018189
hippocampus_comes ENSHCOG00000015107
periophthalmus_magnuspinnatus ENSPMGG00000023124
gadus_morhua ENSGMOG00000006369
esox_lucius ENSELUG00000019036
pygocentrus_nattereri ENSPNAG00000001515
astyanax_mexicanus ENSAMXG00000001381
danio_rerio ENSDARG00000060368
lepisosteus_oculatus ENSLOCG00000014401
latimeria_chalumnae ENSLACG00000007207
