anas_platyrhynchos_platyrhynchos ENSAPLG00000020118
anser_brachyrhynchus ENSABRG00000011004
gallus_gallus ENSGALG00000003333
calidris_pygmaea ENSCPGG00000002789
calidris_pugnax ENSCPUG00000014564
junco_hyemalis ENSJHYG00000012066
serinus_canaria ENSSCAG00000006953
lonchura_striata_domestica ENSLSDG00000006766
parus_major ENSPMJG00000001142
cyanistes_caeruleus ENSCCEG00000006408
lepidothrix_coronata ENSLCOG00000012204
manacus_vitellinus ENSMVIG00005008802
apteryx_haastii ENSAHAG00000009976
apteryx_rowi ENSARWG00000014401
nothoprocta_perdicaria ENSNPEG00000002550
crocodylus_porosus ENSCPRG00005005850
chelonoidis_abingdonii ENSCABG00000015174
gopherus_agassizii ENSGAGG00000006109
chrysemys_picta_bellii ENSCPBG00000003078
oryctolagus_cuniculus ENSOCUG00000026428
ochotona_princeps ENSOPRG00000008297
chinchilla_lanigera ENSCLAG00000015892
octodon_degus ENSODEG00000017948
heterocephalus_glaber_male ENSHGLG00100009666
heterocephalus_glaber_female ENSHGLG00000011273
fukomys_damarensis ENSFDAG00000005753
pteropus_vampyrus ENSPVAG00000003875
myotis_lucifugus ENSMLUG00000014841
capra_hircus ENSCHIG00000008301
ovis_aries ENSOARG00000018849
bos_mutus ENSBMUG00000016589
bos_taurus ENSBTAG00000000666
bison_bison_bison ENSBBBG00000010720
tursiops_truncatus ENSTTRG00000006683
sus_scrofa ENSSSCG00000017407
ursus_maritimus ENSUMAG00000023276
ursus_americanus ENSUAMG00000024340
ailuropoda_melanoleuca ENSAMEG00000006041
neovison_vison ENSNVIG00000012292
mustela_putorius_furo ENSMPUG00000010537
canis_lupus_dingo ENSCAFG00020013509
canis_lupus_familiaris ENSCAFG00000015612
vulpes_vulpes ENSVVUG00000021157
panthera_tigris_altaica ENSPTIG00000008470
panthera_pardus ENSPPRG00000007129
felis_catus ENSFCAG00000002151
equus_caballus ENSECAG00000024665
equus_asinus_asinus ENSEASG00005009320
pan_troglodytes ENSPTRG00000009197
homo_sapiens ENSG00000167925
gorilla_gorilla ENSGGOG00000010805
pongo_abelii ENSPPYG00000008395
nomascus_leucogenys ENSNLEG00000011431
macaca_fascicularis ENSMFAG00000001371
macaca_mulatta ENSMMUG00000006407
macaca_nemestrina ENSMNEG00000031751
papio_anubis ENSPANG00000021458
theropithecus_gelada ENSTGEG00000009576
mandrillus_leucophaeus ENSMLEG00000044001
cercocebus_atys ENSCATG00000044769
chlorocebus_sabaeus ENSCSAG00000003129
rhinopithecus_bieti ENSRBIG00000032512
rhinopithecus_roxellana ENSRROG00000042027
piliocolobus_tephrosceles ENSPTEG00000015830
pan_paniscus ENSPPAG00000024056
colobus_angolensis_palliatus ENSCANG00000019321
callithrix_jacchus ENSCJAG00000000452
saimiri_boliviensis_boliviensis ENSSBOG00000021411
cebus_capucinus ENSCCAG00000027794
aotus_nancymaae ENSANAG00000038508
carlito_syrichta ENSTSYG00000026246
prolemur_simus ENSPSMG00000012433
microcebus_murinus ENSMICG00000011980
propithecus_coquereli ENSPCOG00000013893
otolemur_garnettii ENSOGAG00000002434
mus_musculus ENSMUSG00000017747
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018030
mus_spicilegus ENSMSIG00000004777
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017187
mus_pahari MGP_PahariEiJ_G0018317
rattus_norvegicus ENSRNOG00000018906
meriones_unguiculatus ENSMUGG00000023502
cricetulus_griseus_chok1gshd ENSCGRG00001024952
cricetulus_griseus_crigri-picr ENSCGRG00015001968
cricetulus_griseus_crigri ENSCGRG00000011422
mesocricetus_auratus ENSMAUG00000021728
microtus_ochrogaster ENSMOCG00000020439
peromyscus_maniculatus_bairdii ENSPEMG00000016782
nannospalax_galili ENSNGAG00000019995
jaculus_jaculus ENSJJAG00000023539
castor_canadensis ENSCCNG00000025235
ictidomys_tridecemlineatus ENSSTOG00000022647
urocitellus_parryii ENSUPAG00010009572
spermophilus_dauricus ENSSDAG00000009312
marmota_marmota_marmota ENSMMMG00000006013
loxodonta_africana ENSLAFG00000022833
procavia_capensis ENSPCAG00000016542
dasypus_novemcinctus ENSDNOG00000032269
echinops_telfairi ENSETEG00000008525
phascolarctos_cinereus ENSPCIG00000020222
notamacropus_eugenii ENSMEUG00000005762
sarcophilus_harrisii ENSSHAG00000004562
monodelphis_domestica ENSMODG00000014802
ornithorhynchus_anatinus ENSOANG00000031869
xenopus_tropicalis ENSXETG00000030442
latimeria_chalumnae ENSLACG00000004398
poecilia_formosa ENSPFOG00000005691
poecilia_mexicana ENSPMEG00000007707
poecilia_latipinna ENSPLAG00000016416
poecilia_reticulata ENSPREG00000022095
xiphophorus_couchianus ENSXCOG00000006297
xiphophorus_maculatus ENSXMAG00000026306
gambusia_affinis ENSGAFG00000003677
cyprinodon_variegatus ENSCVAG00000009788
fundulus_heteroclitus ENSFHEG00000015386
kryptolebias_marmoratus ENSKMAG00000017305
oryzias_latipes ENSORLG00000004457
oryzias_latipes_asm223469v1 ENSORLG00015018510
oryzias_latipes ENSORLG00020020501
oryzias_melastigma ENSOMEG00000004916
periophthalmus_magnuspinnatus ENSPMGG00000000158
scophthalmus_maximus ENSSMAG00000020041
gasterosteus_aculeatus ENSGACG00000006133
labrus_bergylta ENSLBEG00000010277
mastacembelus_armatus ENSMAMG00000016277
mola_mola ENSMMOG00000013967
amphiprion_percula ENSAPEG00000015428
amphiprion_ocellaris ENSAOCG00000023038
acanthochromis_polyacanthus ENSAPOG00000020246
stegastes_partitus ENSSPAG00000003516
haplochromis_burtoni ENSHBUG00000006786
pundamilia_nyererei ENSPNYG00000015769
maylandia_zebra ENSMZEG00005021078
astatotilapia_calliptera ENSACLG00000008556
