ciona_savignyi ENSCSAVG00000000550
ciona_intestinalis ENSCING00000007485
pogona_vitticeps ENSPVIG00000017092
notechis_scutatus ENSNSUG00000016089
salvator_merianae ENSSMRG00000006128
anolis_carolinensis ENSACAG00000011764
heterocephalus_glaber ENSHGLG00000002832
heterocephalus_glaber ENSHGLG00100010793
fukomys_damarensis ENSFDAG00000015257
chinchilla_lanigera ENSCLAG00000005367
octodon_degus ENSODEG00000001560
cavia_porcellus ENSCPOG00000008975
cavia_aperea ENSCAPG00000007620
castor_canadensis ENSCCNG00000014935
mus_spretus MGP_SPRETEiJ_G0032342
mus_musculus ENSMUSG00000019731
mus_spicilegus ENSMSIG00000024126
mus_caroli MGP_CAROLIEiJ_G0031221
mus_pahari MGP_PahariEiJ_G0021686
rattus_norvegicus ENSRNOG00000012287
meriones_unguiculatus ENSMUGG00000024496
microtus_ochrogaster ENSMOCG00000000358
microtus_ochrogaster ENSMOCG00000014718
peromyscus_maniculatus ENSPEMG00000027717
cricetulus_griseus ENSCGRG00001003760
cricetulus_griseus ENSCGRG00001019619
cricetulus_griseus ENSCGRG00015006521
cricetulus_griseus ENSCGRG00000007721
mesocricetus_auratus ENSMAUG00000004244
nannospalax_galili ENSNGAG00000021910
jaculus_jaculus ENSJJAG00000014718
carlito_syrichta ENSTSYG00000001669
tupaia_belangeri ENSTBEG00000013904
propithecus_coquereli ENSPCOG00000018470
microcebus_murinus ENSMICG00000004587
prolemur_simus ENSPSMG00000018119
otolemur_garnettii ENSOGAG00000005840
colobus_angolensis ENSCANG00000022455
rhinopithecus_bieti ENSRBIG00000042819
theropithecus_gelada ENSTGEG00000010872
papio_anubis ENSPANG00000011400
cercocebus_atys ENSCATG00000031586
macaca_nemestrina ENSMNEG00000041471
macaca_mulatta ENSMMUG00000012959
chlorocebus_sabaeus ENSCSAG00000005715
mandrillus_leucophaeus ENSMLEG00000033255
piliocolobus_tephrosceles ENSPTEG00000033812
pan_troglodytes ENSPTRG00000010648
pan_paniscus ENSPPAG00000026424
gorilla_gorilla ENSGGOG00000016361
homo_sapiens ENSG00000127526
pongo_abelii ENSPPYG00000009692
nomascus_leucogenys ENSNLEG00000005563
cebus_capucinus ENSCCAG00000031022
callithrix_jacchus ENSCJAG00000013952
aotus_nancymaae ENSANAG00000013537
aotus_nancymaae ENSANAG00000027233
ictidomys_tridecemlineatus ENSSTOG00000012106
spermophilus_dauricus ENSSDAG00000008038
marmota_marmota ENSMMMG00000023196
urocitellus_parryii ENSUPAG00010021658
myotis_lucifugus ENSMLUG00000013892
pteropus_vampyrus ENSPVAG00000004322
equus_caballus ENSECAG00000007905
equus_asinus ENSEASG00005000435
neovison_vison ENSNVIG00000015315
mustela_putorius ENSMPUG00000016022
ursus_maritimus ENSUMAG00000000954
ursus_americanus ENSUAMG00000017292
ailuropoda_melanoleuca ENSAMEG00000010089
canis_lupus ENSCAFG00000015651
canis_lupus ENSCAFG00020010269
vulpes_vulpes ENSVVUG00000016525
panthera_tigris ENSPTIG00000000750
panthera_pardus ENSPPRG00000002839
felis_catus ENSFCAG00000013173
ovis_aries ENSOARG00000018840
capra_hircus ENSCHIG00000008462
bos_indicus ENSBIXG00000026561
bos_taurus ENSBTAG00000005295
bos_indicus ENSBIXG00005015934
bos_mutus ENSBMUG00000008999
bison_bison ENSBBBG00000012572
tursiops_truncatus ENSTTRG00000015013
sus_scrofa ENSSSCG00000013861
vicugna_pacos ENSVPAG00000004472
meriones_unguiculatus ENSMUGG00000013452
procavia_capensis ENSPCAG00000001470
loxodonta_africana ENSLAFG00000009099
echinops_telfairi ENSETEG00000010115
choloepus_hoffmanni ENSCHOG00000002145
dasypus_novemcinctus ENSDNOG00000035161
dipodomys_ordii ENSDORG00000012110
vombatus_ursinus ENSVURG00010010617
phascolarctos_cinereus ENSPCIG00000019614
notamacropus_eugenii ENSMEUG00000010865
sarcophilus_harrisii ENSSHAG00000010985
monodelphis_domestica ENSMODG00000014942
ornithorhynchus_anatinus ENSOANG00000011239
taeniopygia_guttata ENSTGUG00000000484
taeniopygia_guttata ENSTGUG00000014726
lonchura_striata ENSLSDG00000005803
lonchura_striata ENSLSDG00000009681
zonotrichia_albicollis ENSZALG00000016937
serinus_canaria ENSSCAG00000003963
junco_hyemalis ENSJHYG00000006475
ficedula_albicollis ENSFALG00000013879
cyanistes_caeruleus ENSCCEG00000024139
parus_major ENSPMJG00000010872
manacus_vitellinus ENSMVIG00005019652
lepidothrix_coronata ENSLCOG00000006930
anser_brachyrhynchus ENSABRG00000012348
