gallus_gallus ENSGALG00000039051
parus_major ENSPMJG00000003037
sphenodon_punctatus ENSSPUG00000010752
propithecus_coquereli ENSPCOG00000025765
prolemur_simus ENSPSMG00000017043
microcebus_murinus ENSMICG00000046781
otolemur_garnettii ENSOGAG00000003621
cebus_capucinus ENSCCAG00000028505
saimiri_boliviensis_boliviensis ENSSBOG00000030381
callithrix_jacchus ENSCJAG00000043282
aotus_nancymaae ENSANAG00000022530
pan_troglodytes ENSPTRG00000022997
pan_paniscus ENSPPAG00000036938
homo_sapiens ENSG00000197757
gorilla_gorilla ENSGGOG00000001628
pongo_abelii ENSPPYG00000004594
colobus_angolensis_palliatus ENSCANG00000034060
piliocolobus_tephrosceles ENSPTEG00000035989
rhinopithecus_bieti ENSRBIG00000041311
rhinopithecus_roxellana ENSRROG00000038476
theropithecus_gelada ENSTGEG00000009836
chlorocebus_sabaeus ENSCSAG00000005449
macaca_nemestrina ENSMNEG00000033520
macaca_fascicularis ENSMFAG00000033368
papio_anubis ENSPANG00000018054
cercocebus_atys ENSCATG00000004493
mandrillus_leucophaeus ENSMLEG00000003855
carlito_syrichta ENSTSYG00000006204
mus_spicilegus ENSMSIG00000010510
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021262
mus_musculus ENSMUSG00000001661
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020369
mus_pahari MGP_PahariEiJ_G0020368
rattus_norvegicus ENSRNOG00000016442
ursus_maritimus ENSUMAG00000010520
vulpes_vulpes ENSVVUG00000028209
equus_caballus ENSECAG00000003682
bos_taurus ENSBTAG00000009238
urocitellus_parryii ENSUPAG00010020523
cavia_aperea ENSCAPG00000015790
heterocephalus_glaber_female ENSHGLG00000002455
heterocephalus_glaber_male ENSHGLG00100008415
fukomys_damarensis ENSFDAG00000017973
cavia_porcellus ENSCPOG00000032302
dipodomys_ordii ENSDORG00000027256
jaculus_jaculus ENSJJAG00000021603
ictidomys_tridecemlineatus ENSSTOG00000016337
spermophilus_dauricus ENSSDAG00000019809
meriones_unguiculatus ENSMUGG00000012994
castor_canadensis ENSCCNG00000012767
chinchilla_lanigera ENSCLAG00000009220
octodon_degus ENSODEG00000014430
panthera_pardus ENSPPRG00000005271
ursus_americanus ENSUAMG00000026317
ovis_aries ENSOARG00000016296
panthera_pardus ENSPPRG00000015418
canis_lupus_familiaris ENSCAFG00000006622
bison_bison_bison ENSBBBG00000004735
bos_mutus ENSBMUG00000021067
capra_hircus ENSCHIG00000013275
myotis_lucifugus ENSMLUG00000000485
pteropus_vampyrus ENSPVAG00000014724
cricetulus_griseus_crigri ENSCGRG00000002849
cricetulus_griseus_crigri-picr ENSCGRG00015028680
cricetulus_griseus_chok1gshd ENSCGRG00001014416
mesocricetus_auratus ENSMAUG00000018788
microtus_ochrogaster ENSMOCG00000018874
peromyscus_maniculatus_bairdii ENSPEMG00000026208
oryctolagus_cuniculus ENSOCUG00000004743
ochotona_princeps ENSOPRG00000006093
marmota_marmota_marmota ENSMMMG00000003562
ailuropoda_melanoleuca ENSAMEG00000000686
ursus_americanus ENSUAMG00000001131
canis_lupus_dingo ENSCAFG00020020642
panthera_tigris_altaica ENSPTIG00000014044
felis_catus ENSFCAG00000032656
sus_scrofa ENSSSCG00000030585
erinaceus_europaeus ENSEEUG00000010293
equus_asinus_asinus ENSEASG00005010153
nannospalax_galili ENSNGAG00000013313
echinops_telfairi ENSETEG00000015765
tursiops_truncatus ENSTTRG00000004534
sorex_araneus ENSSARG00000003075
mustela_putorius_furo ENSMPUG00000005848
neovison_vison ENSNVIG00000002310
nomascus_leucogenys ENSNLEG00000033368
macaca_mulatta ENSMMUG00000046055
tupaia_belangeri ENSTBEG00000015572
choloepus_hoffmanni ENSCHOG00000013391
loxodonta_africana ENSLAFG00000001117
procavia_capensis ENSPCAG00000010993
phascolarctos_cinereus ENSPCIG00000034086
notamacropus_eugenii ENSMEUG00000003418
monodelphis_domestica ENSMODG00000021342
sarcophilus_harrisii ENSSHAG00000007196
ornithorhynchus_anatinus ENSOANG00000004428
xenopus_tropicalis ENSXETG00000023479
chelonoidis_abingdonii ENSCABG00000004665
gopherus_agassizii ENSGAGG00000006945
chrysemys_picta_bellii ENSCPBG00000022347
pelodiscus_sinensis ENSPSIG00000004802
apteryx_haastii ENSAHAG00000018182
apteryx_rowi ENSARWG00000005387
nothoprocta_perdicaria ENSNPEG00000003078
coturnix_japonica ENSCJPG00005007698
anas_platyrhynchos_platyrhynchos ENSAPLG00000029676
numida_meleagris ENSNMEG00000001286
apteryx_owenii ENSAOWG00000002640
manacus_vitellinus ENSMVIG00005010828
melopsittacus_undulatus ENSMUNG00000005167
meleagris_gallopavo ENSMGAG00000016073
calidris_pygmaea ENSCPGG00000016822
dromaius_novaehollandiae ENSDNVG00000005580
pogona_vitticeps ENSPVIG00000006880
anolis_carolinensis ENSACAG00000010917
notechis_scutatus ENSNSUG00000002974
salvator_merianae ENSSMRG00000002575
latimeria_chalumnae ENSLACG00000016619
taeniopygia_guttata ENSTGUG00000015566
lonchura_striata_domestica ENSLSDG00000003703
cyanistes_caeruleus ENSCCEG00000017495
ficedula_albicollis ENSFALG00000014209
serinus_canaria ENSSCAG00000002791
scleropages_formosus ENSSFOG00015007516
scleropages_formosus ENSSFOG00015016214
paramormyrops_kingsleyae ENSPKIG00000006360
paramormyrops_kingsleyae ENSPKIG00000003147
gasterosteus_aculeatus ENSGACG00000009405
labrus_bergylta ENSLBEG00000010209
mola_mola ENSMMOG00000009315
mastacembelus_armatus ENSMAMG00000007554
