calidris_pygmaea ENSCPGG00000005682
melopsittacus_undulatus ENSMUNG00000008753
parus_major ENSPMJG00000018047
cyanistes_caeruleus ENSCCEG00000016750
serinus_canaria ENSSCAG00000015839
lonchura_striata_domestica ENSLSDG00000002478
taeniopygia_guttata ENSTGUG00000001848
lepidothrix_coronata ENSLCOG00000011637
junco_hyemalis ENSJHYG00000008206
gallus_gallus ENSGALG00000031294
coturnix_japonica ENSCJPG00005006216
numida_meleagris ENSNMEG00000019987
anas_platyrhynchos_platyrhynchos ENSAPLG00000030999
anser_brachyrhynchus ENSABRG00000009693
apteryx_owenii ENSAOWG00000001752
apteryx_haastii ENSAHAG00000001585
apteryx_rowi ENSARWG00000005187
dromaius_novaehollandiae ENSDNVG00000008085
gopherus_agassizii ENSGAGG00000015814
chelonoidis_abingdonii ENSCABG00000000518
chrysemys_picta_bellii ENSCPBG00000024885
sphenodon_punctatus ENSSPUG00000014336
crocodylus_porosus ENSCPRG00005011240
notechis_scutatus ENSNSUG00000010364
anolis_carolinensis ENSACAG00000017596
salvator_merianae ENSSMRG00000019075
notamacropus_eugenii ENSMEUG00000016713
phascolarctos_cinereus ENSPCIG00000002954
capra_hircus ENSCHIG00000021871
ovis_aries ENSOARG00000017576
bos_taurus ENSBTAG00000018715
bos_mutus ENSBMUG00000004347
bison_bison_bison ENSBBBG00000016185
tursiops_truncatus ENSTTRG00000003625
vicugna_pacos ENSVPAG00000012070
sus_scrofa ENSSSCG00000016768
sus_scrofa ENSSSCG00000037908
myotis_lucifugus ENSMLUG00000030645
myotis_lucifugus ENSMLUG00000025730
pteropus_vampyrus ENSPVAG00000008356
panthera_pardus ENSPPRG00000008807
chinchilla_lanigera ENSCLAG00000011526
cavia_porcellus ENSCPOG00000037370
octodon_degus ENSODEG00000008104
heterocephalus_glaber_female ENSHGLG00000011733
heterocephalus_glaber_male ENSHGLG00100009777
fukomys_damarensis ENSFDAG00000008101
cricetulus_griseus_chok1gshd ENSCGRG00001011481
cricetulus_griseus_crigri-picr ENSCGRG00015026184
cricetulus_griseus_crigri ENSCGRG00000004218
mesocricetus_auratus ENSMAUG00000016486
microtus_ochrogaster ENSMOCG00000013905
peromyscus_maniculatus_bairdii ENSPEMG00000026169
mus_musculus ENSMUSG00000012429
mus_pahari MGP_PahariEiJ_G0019294
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018244
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018245
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033662
mus_musculus ENSMUSG00000094649
mus_spicilegus ENSMSIG00000002458
mus_pahari MGP_PahariEiJ_G0019295
rattus_norvegicus ENSRNOG00000013806
meriones_unguiculatus ENSMUGG00000015531
nannospalax_galili ENSNGAG00000024052
jaculus_jaculus ENSJJAG00000009580
dipodomys_ordii ENSDORG00000001010
ochotona_princeps ENSOPRG00000001886
ictidomys_tridecemlineatus ENSSTOG00000026468
urocitellus_parryii ENSUPAG00010001797
marmota_marmota_marmota ENSMMMG00000012038
castor_canadensis ENSCCNG00000018828
oryctolagus_cuniculus ENSOCUG00000003189
saimiri_boliviensis_boliviensis ENSSBOG00000003418
callithrix_jacchus ENSCJAG00000007653
cebus_capucinus ENSCCAG00000023596
aotus_nancymaae ENSANAG00000035918
gorilla_gorilla ENSGGOG00000041032
homo_sapiens ENSG00000168303
pan_troglodytes ENSPTRG00000019113
pan_paniscus ENSPPAG00000037056
pongo_abelii ENSPPYG00000017617
nomascus_leucogenys ENSNLEG00000028028
theropithecus_gelada ENSTGEG00000014532
cercocebus_atys ENSCATG00000042621
papio_anubis ENSPANG00000003774
macaca_fascicularis ENSMFAG00000045608
macaca_mulatta ENSMMUG00000001701
macaca_nemestrina ENSMNEG00000030853
chlorocebus_sabaeus ENSCSAG00000015281
mandrillus_leucophaeus ENSMLEG00000044196
rhinopithecus_roxellana ENSRROG00000031838
rhinopithecus_bieti ENSRBIG00000043237
piliocolobus_tephrosceles ENSPTEG00000007073
colobus_angolensis_palliatus ENSCANG00000041116
carlito_syrichta ENSTSYG00000014482
propithecus_coquereli ENSPCOG00000007076
microcebus_murinus ENSMICG00000037623
prolemur_simus ENSPSMG00000022140
otolemur_garnettii ENSOGAG00000014138
echinops_telfairi ENSETEG00000011459
choloepus_hoffmanni ENSCHOG00000002698
dasypus_novemcinctus ENSDNOG00000033002
loxodonta_africana ENSLAFG00000021487
procavia_capensis ENSPCAG00000005502
panthera_pardus ENSPPRG00000004981
panthera_tigris_altaica ENSPTIG00000020797
felis_catus ENSFCAG00000036429
ursus_maritimus ENSUMAG00000009927
ursus_americanus ENSUAMG00000013791
ailuropoda_melanoleuca ENSAMEG00000008385
neovison_vison ENSNVIG00000008260
mustela_putorius_furo ENSMPUG00000018138
canis_lupus_familiaris ENSCAFG00000031550
canis_lupus_dingo ENSCAFG00020023490
vulpes_vulpes ENSVVUG00000005927
equus_asinus_asinus ENSEASG00005017642
equus_caballus ENSECAG00000033876
spermophilus_dauricus ENSSDAG00000003651
octodon_degus ENSODEG00000010044
xenopus_tropicalis ENSXETG00000024875
monodelphis_domestica ENSMODG00000024082
xenopus_tropicalis ENSXETG00000027833
ficedula_albicollis ENSFALG00000014116
latimeria_chalumnae ENSLACG00000000992
scleropages_formosus ENSSFOG00015017922
paramormyrops_kingsleyae ENSPKIG00000004524
pygocentrus_nattereri ENSPNAG00000027979
ictalurus_punctatus ENSIPUG00000002860
danio_rerio ENSDARG00000078986
esox_lucius ENSELUG00000005616
lepisosteus_oculatus ENSLOCG00000011967
