xiphophorus_couchianus ENSXCOG00000019402
xiphophorus_maculatus ENSXMAG00000028199
gambusia_affinis ENSGAFG00000012942
kryptolebias_marmoratus ENSKMAG00000015293
amphiprion_percula ENSAPEG00000008751
haplochromis_burtoni ENSHBUG00000019368
maylandia_zebra ENSMZEG00005018501
astatotilapia_calliptera ENSACLG00000015482
neolamprologus_brichardi ENSNBRG00000024181
amphilophus_citrinellus ENSACIG00000022720
oryzias_latipes ENSORLG00000028568
oryzias_latipes ENSORLG00015008414
oryzias_latipes ENSORLG00000030066
oryzias_latipes ENSORLG00015008379
mola_mola ENSMMOG00000009262
labrus_bergylta ENSLBEG00000020218
anabas_testudineus ENSATEG00000015223
cynoglossus_semilaevis ENSCSEG00000001767
