salvator_merianae ENSSMRG00000021540
notechis_scutatus ENSNSUG00000020278
pogona_vitticeps ENSPVIG00000005174
gopherus_agassizii ENSGAGG00000009815
anolis_carolinensis ENSACAG00000015524
ornithorhynchus_anatinus ENSOANG00000000295
anser_brachyrhynchus ENSABRG00000007028
anas_platyrhynchos ENSAPLG00000007330
gallus_gallus ENSGALG00000030858
meleagris_gallopavo ENSMGAG00000016494
coturnix_japonica ENSCJPG00005021120
nothoprocta_perdicaria ENSNPEG00000009297
lonchura_striata ENSLSDG00000008590
junco_hyemalis ENSJHYG00000016327
ficedula_albicollis ENSFALG00000010934
lepidothrix_coronata ENSLCOG00000006099
parus_major ENSPMJG00000011586
taeniopygia_guttata ENSTGUG00000009926
manacus_vitellinus ENSMVIG00005008197
calidris_pygmaea ENSCPGG00000000444
cyanistes_caeruleus ENSCCEG00000006910
serinus_canaria ENSSCAG00000012847
zonotrichia_albicollis ENSZALG00000010287
calidris_pugnax ENSCPUG00000008022
melopsittacus_undulatus ENSMUNG00000005056
numida_meleagris ENSNMEG00000008177
calidris_pugnax ENSCPUG00000008039
apteryx_haastii ENSAHAG00000001493
numida_meleagris ENSNMEG00000008178
nothoprocta_perdicaria ENSNPEG00000009298
crocodylus_porosus ENSCPRG00005002067
apteryx_owenii ENSAOWG00000007832
apteryx_rowi ENSARWG00000013826
apteryx_haastii ENSAHAG00000004088
dromaius_novaehollandiae ENSDNVG00000007766
chelonoidis_abingdonii ENSCABG00000007542
gopherus_agassizii ENSGAGG00000003042
chrysemys_picta ENSCPBG00000025120
pelodiscus_sinensis ENSPSIG00000008947
sphenodon_punctatus ENSSPUG00000000250
phascolarctos_cinereus ENSPCIG00000018274
vombatus_ursinus ENSVURG00010005521
notamacropus_eugenii ENSMEUG00000008056
monodelphis_domestica ENSMODG00000017733
sarcophilus_harrisii ENSSHAG00000014835
equus_asinus ENSEASG00005018041
myotis_lucifugus ENSMLUG00000004791
tupaia_belangeri ENSTBEG00000006532
rhinopithecus_bieti ENSRBIG00000029107
rhinopithecus_roxellana ENSRROG00000033849
colobus_angolensis ENSCANG00000033726
macaca_nemestrina ENSMNEG00000029137
macaca_fascicularis ENSMFAG00000000843
cercocebus_atys ENSCATG00000036432
theropithecus_gelada ENSTGEG00000007879
papio_anubis ENSPANG00000018063
