pogona_vitticeps ENSPVIG00000001861
notechis_scutatus ENSNSUG00000011744
salvator_merianae ENSSMRG00000020484
chelonoidis_abingdonii ENSCABG00000019309
gopherus_agassizii ENSGAGG00000001665
chrysemys_picta_bellii ENSCPBG00000018090
notamacropus_eugenii ENSMEUG00000011423
phascolarctos_cinereus ENSPCIG00000012815
monodelphis_domestica ENSMODG00000015153
sarcophilus_harrisii ENSSHAG00000016898
choloepus_hoffmanni ENSCHOG00000013057
dasypus_novemcinctus ENSDNOG00000038960
loxodonta_africana ENSLAFG00000010714
echinops_telfairi ENSETEG00000001713
propithecus_coquereli ENSPCOG00000014023
microcebus_murinus ENSMICG00000031814
prolemur_simus ENSPSMG00000006319
otolemur_garnettii ENSOGAG00000006021
macaca_fascicularis ENSMFAG00000044033
macaca_mulatta ENSMMUG00000005322
macaca_nemestrina ENSMNEG00000034814
papio_anubis ENSPANG00000000989
theropithecus_gelada ENSTGEG00000020147
cercocebus_atys ENSCATG00000031090
mandrillus_leucophaeus ENSMLEG00000041444
chlorocebus_sabaeus ENSCSAG00000010170
rhinopithecus_roxellana ENSRROG00000033244
rhinopithecus_bieti ENSRBIG00000043909
colobus_angolensis_palliatus ENSCANG00000005806
piliocolobus_tephrosceles ENSPTEG00000028576
pan_troglodytes ENSPTRG00000047519
pan_paniscus ENSPPAG00000035749
gorilla_gorilla ENSGGOG00000000956
homo_sapiens ENSG00000174697
pongo_abelii ENSPPYG00000017974
nomascus_leucogenys ENSNLEG00000012302
saimiri_boliviensis_boliviensis ENSSBOG00000014945
callithrix_jacchus ENSCJAG00000017729
cebus_capucinus ENSCCAG00000032161
aotus_nancymaae ENSANAG00000026453
castor_canadensis ENSCCNG00000012427
dipodomys_ordii ENSDORG00000004170
ictidomys_tridecemlineatus ENSSTOG00000027970
marmota_marmota_marmota ENSMMMG00000015724
urocitellus_parryii ENSUPAG00010001772
spermophilus_dauricus ENSSDAG00000003470
peromyscus_maniculatus_bairdii ENSPEMG00000022204
microtus_ochrogaster ENSMOCG00000015600
cricetulus_griseus_chok1gshd ENSCGRG00001014943
cricetulus_griseus_crigri-picr ENSCGRG00015025633
cricetulus_griseus_crigri ENSCGRG00000004845
mesocricetus_auratus ENSMAUG00000020902
mus_musculus ENSMUSG00000059201
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029161
mus_spicilegus ENSMSIG00000025061
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028161
mus_pahari MGP_PahariEiJ_G0021919
rattus_norvegicus ENSRNOG00000045797
meriones_unguiculatus ENSMUGG00000003678
nannospalax_galili ENSNGAG00000010451
jaculus_jaculus ENSJJAG00000024396
heterocephalus_glaber_female ENSHGLG00000007827
heterocephalus_glaber_male ENSHGLG00100011225
fukomys_damarensis ENSFDAG00000013790
octodon_degus ENSODEG00000012966
cavia_porcellus ENSCPOG00000034742
chinchilla_lanigera ENSCLAG00000003590
oryctolagus_cuniculus ENSOCUG00000010189
ochotona_princeps ENSOPRG00000015136
myotis_lucifugus ENSMLUG00000008588
pteropus_vampyrus ENSPVAG00000005442
equus_asinus_asinus ENSEASG00005008525
equus_caballus ENSECAG00000030283
tursiops_truncatus ENSTTRG00000001595
sus_scrofa ENSSSCG00000040464
ovis_aries ENSOARG00000002407
capra_hircus ENSCHIG00000019616
bos_taurus ENSBTAG00000014911
bos_mutus ENSBMUG00000002228
bison_bison_bison ENSBBBG00000002840
mustela_putorius_furo ENSMPUG00000006529
neovison_vison ENSNVIG00000000369
ursus_maritimus ENSUMAG00000005993
ursus_americanus ENSUAMG00000017464
ailuropoda_melanoleuca ENSAMEG00000004773
canis_lupus_familiaris ENSCAFG00000001672
canis_lupus_dingo ENSCAFG00020021646
vulpes_vulpes ENSVVUG00000007265
panthera_tigris_altaica ENSPTIG00000008315
panthera_pardus ENSPPRG00000004465
felis_catus ENSFCAG00000035912
erinaceus_europaeus ENSEEUG00000009523
ornithorhynchus_anatinus ENSOANG00000000816
latimeria_chalumnae ENSLACG00000010028
