meleagris_gallopavo ENSMGAG00000006663
gallus_gallus ENSGALG00000005976
numida_meleagris ENSNMEG00000016055
anser_brachyrhynchus ENSABRG00000006563
anas_platyrhynchos_platyrhynchos ENSAPLG00000010208
manacus_vitellinus ENSMVIG00005004879
lepidothrix_coronata ENSLCOG00000013743
zonotrichia_albicollis ENSZALG00000003396
apteryx_haastii ENSAHAG00000002857
calidris_pugnax ENSCPUG00000006743
calidris_pygmaea ENSCPGG00000004453
lonchura_striata_domestica ENSLSDG00000006362
cyanistes_caeruleus ENSCCEG00000021586
junco_hyemalis ENSJHYG00000012674
serinus_canaria ENSSCAG00000014543
taeniopygia_guttata ENSTGUG00000007270
ficedula_albicollis ENSFALG00000010343
melopsittacus_undulatus ENSMUNG00000007564
parus_major ENSPMJG00000007198
coturnix_japonica ENSCJPG00005003707
apteryx_owenii ENSAOWG00000001149
apteryx_rowi ENSARWG00000009725
dromaius_novaehollandiae ENSDNVG00000000049
nothoprocta_perdicaria ENSNPEG00000009444
crocodylus_porosus ENSCPRG00005006035
gopherus_agassizii ENSGAGG00000008660
chelonoidis_abingdonii ENSCABG00000000852
chrysemys_picta_bellii ENSCPBG00000013967
pelodiscus_sinensis ENSPSIG00000009776
pogona_vitticeps ENSPVIG00000003217
notechis_scutatus ENSNSUG00000016534
salvator_merianae ENSSMRG00000019096
anolis_carolinensis ENSACAG00000006351
anolis_carolinensis ENSACAG00000026158
sphenodon_punctatus ENSSPUG00000018251
notamacropus_eugenii ENSMEUG00000009116
phascolarctos_cinereus ENSPCIG00000017904
monodelphis_domestica ENSMODG00000017058
sarcophilus_harrisii ENSSHAG00000016541
ornithorhynchus_anatinus ENSOANG00000004918
cebus_capucinus ENSCCAG00000032790
saimiri_boliviensis_boliviensis ENSSBOG00000023942
callithrix_jacchus ENSCJAG00000010658
aotus_nancymaae ENSANAG00000023470
pan_troglodytes ENSPTRG00000013769
pan_paniscus ENSPPAG00000035413
homo_sapiens ENSG00000171703
gorilla_gorilla ENSGGOG00000003862
pongo_abelii ENSPPYG00000011258
nomascus_leucogenys ENSNLEG00000010230
theropithecus_gelada ENSTGEG00000008059
papio_anubis ENSPANG00000024133
macaca_fascicularis ENSMFAG00000039288
macaca_mulatta ENSMMUG00000018878
macaca_nemestrina ENSMNEG00000038511
cercocebus_atys ENSCATG00000032094
mandrillus_leucophaeus ENSMLEG00000035291
chlorocebus_sabaeus ENSCSAG00000016754
rhinopithecus_roxellana ENSRROG00000030950
rhinopithecus_bieti ENSRBIG00000026062
colobus_angolensis_palliatus ENSCANG00000041048
piliocolobus_tephrosceles ENSPTEG00000007857
carlito_syrichta ENSTSYG00000026826
propithecus_coquereli ENSPCOG00000017280
microcebus_murinus ENSMICG00000004733
prolemur_simus ENSPSMG00000000387
otolemur_garnettii ENSOGAG00000007025
castor_canadensis ENSCCNG00000030602
dipodomys_ordii ENSDORG00000001343
peromyscus_maniculatus_bairdii ENSPEMG00000009358
microtus_ochrogaster ENSMOCG00000018291
cricetulus_griseus_chok1gshd ENSCGRG00001000049
cricetulus_griseus_crigri ENSCGRG00000005573
cricetulus_griseus_crigri-picr ENSCGRG00015018261
