mastacembelus_armatus ENSMAMG00000001545
gasterosteus_aculeatus ENSGACG00000019120
neolamprologus_brichardi ENSNBRG00000020067
oryzias_latipes ENSORLG00020005468
pygocentrus_nattereri ENSPNAG00000000436
ictalurus_punctatus ENSIPUG00000005507
scleropages_formosus ENSSFOG00015010578
lepisosteus_oculatus ENSLOCG00000016441
notamacropus_eugenii ENSMEUG00000005846
phascolarctos_cinereus ENSPCIG00000002513
monodelphis_domestica ENSMODG00000014269
oryctolagus_cuniculus ENSOCUG00000029483
ochotona_princeps ENSOPRG00000007293
tupaia_belangeri ENSTBEG00000007737
cebus_capucinus ENSCCAG00000032954
saimiri_boliviensis_boliviensis ENSSBOG00000025826
callithrix_jacchus ENSCJAG00000038656
homo_sapiens ENSG00000198673
pongo_abelii ENSPPYG00000004716
pan_paniscus ENSPPAG00000030151
pan_troglodytes ENSPTRG00000005162
gorilla_gorilla ENSGGOG00000004620
nomascus_leucogenys ENSNLEG00000017128
theropithecus_gelada ENSTGEG00000019400
mandrillus_leucophaeus ENSMLEG00000033631
chlorocebus_sabaeus ENSCSAG00000004540
cercocebus_atys ENSCATG00000042017
macaca_nemestrina ENSMNEG00000039543
papio_anubis ENSPANG00000004848
rhinopithecus_bieti ENSRBIG00000033515
piliocolobus_tephrosceles ENSPTEG00000026546
colobus_angolensis_palliatus ENSCANG00000033504
sus_scrofa ENSSSCG00000034686
bos_taurus ENSBTAG00000047818
bos_mutus ENSBMUG00000025004
bison_bison_bison ENSBBBG00000011972
ovis_aries ENSOARG00000004661
canis_lupus_dingo ENSCAFG00020022377
canis_lupus_familiaris ENSCAFG00000032565
vulpes_vulpes ENSVVUG00000015161
ursus_maritimus ENSUMAG00000020227
neovison_vison ENSNVIG00000003692
mustela_putorius_furo ENSMPUG00000016710
panthera_tigris_altaica ENSPTIG00000012544
panthera_pardus ENSPPRG00000002926
felis_catus ENSFCAG00000014482
prolemur_simus ENSPSMG00000020617
microcebus_murinus ENSMICG00000045031
peromyscus_maniculatus_bairdii ENSPEMG00000012757
microtus_ochrogaster ENSMOCG00000002084
cricetulus_griseus_crigri ENSCGRG00000001345
cricetulus_griseus_crigri-picr ENSCGRG00015001829
cricetulus_griseus_chok1gshd ENSCGRG00001014019
mesocricetus_auratus ENSMAUG00000016370
mus_spicilegus ENSMSIG00000024278
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016693
mus_musculus ENSMUSG00000044071
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015867
mus_pahari MGP_PahariEiJ_G0031218
rattus_norvegicus ENSRNOG00000004180
meriones_unguiculatus ENSMUGG00000020723
nannospalax_galili ENSNGAG00000016397
jaculus_jaculus ENSJJAG00000018933
castor_canadensis ENSCCNG00000012766
cavia_aperea ENSCAPG00000010393
cavia_porcellus ENSCPOG00000035228
chinchilla_lanigera ENSCLAG00000015199
heterocephalus_glaber_female ENSHGLG00000017116
fukomys_damarensis ENSFDAG00000001396
octodon_degus ENSODEG00000000831
ictidomys_tridecemlineatus ENSSTOG00000033207
urocitellus_parryii ENSUPAG00010008540
spermophilus_dauricus ENSSDAG00000020400
marmota_marmota_marmota ENSMMMG00000010293
dipodomys_ordii ENSDORG00000025792
sorex_araneus ENSSARG00000001069
echinops_telfairi ENSETEG00000012519
aotus_nancymaae ENSANAG00000024742
carlito_syrichta ENSTSYG00000004416
tursiops_truncatus ENSTTRG00000015594
vicugna_pacos ENSVPAG00000012330
equus_caballus ENSECAG00000022465
equus_asinus_asinus ENSEASG00005007475
pteropus_vampyrus ENSPVAG00000005107
dasypus_novemcinctus ENSDNOG00000025404
nothoprocta_perdicaria ENSNPEG00000002565
dromaius_novaehollandiae ENSDNVG00000008190
apteryx_owenii ENSAOWG00000016733
apteryx_rowi ENSARWG00000004368
manacus_vitellinus ENSMVIG00005005311
lepidothrix_coronata ENSLCOG00000015303
serinus_canaria ENSSCAG00000000375
lonchura_striata_domestica ENSLSDG00000016083
junco_hyemalis ENSJHYG00000000372
zonotrichia_albicollis ENSZALG00000009744
cyanistes_caeruleus ENSCCEG00000003238
cyanistes_caeruleus ENSCCEG00000009730
parus_major ENSPMJG00000011148
ficedula_albicollis ENSFALG00000009815
melopsittacus_undulatus ENSMUNG00000000182
coturnix_japonica ENSCJPG00005013449
calidris_pygmaea ENSCPGG00000008316
calidris_pugnax ENSCPUG00000004855
taeniopygia_guttata ENSTGUG00000006262
cyanistes_caeruleus ENSCCEG00000009731
anser_brachyrhynchus ENSABRG00000007397
anas_platyrhynchos_platyrhynchos ENSAPLG00000002705
gallus_gallus ENSGALG00000019361
meleagris_gallopavo ENSMGAG00000010063
numida_meleagris ENSNMEG00000012238
crocodylus_porosus ENSCPRG00005007970
pogona_vitticeps ENSPVIG00000012268
notechis_scutatus ENSNSUG00000006900
salvator_merianae ENSSMRG00000016085
pelodiscus_sinensis ENSPSIG00000015055
gopherus_agassizii ENSGAGG00000005995
sphenodon_punctatus ENSSPUG00000014923
otolemur_garnettii ENSOGAG00000028096
heterocephalus_glaber_male ENSHGLG00100012635
macaca_fascicularis ENSMFAG00000039199
macaca_mulatta ENSMMUG00000011579
myotis_lucifugus ENSMLUG00000004821
capra_hircus ENSCHIG00000021063
ailuropoda_melanoleuca ENSAMEG00000010005
ursus_americanus ENSUAMG00000008188
canis_lupus_dingo ENSCAFG00020013074
sarcophilus_harrisii ENSSHAG00000009409
ornithorhynchus_anatinus ENSOANG00000014659
chelonoidis_abingdonii ENSCABG00000002832
chrysemys_picta_bellii ENSCPBG00000000525
manacus_vitellinus ENSMVIG00005000169
anolis_carolinensis ENSACAG00000001431
propithecus_coquereli ENSPCOG00000022346
