monopterus_albus ENSMALG00000016210
mastacembelus_armatus ENSMAMG00000003695
anabas_testudineus ENSATEG00000010658
scophthalmus_maximus ENSSMAG00000020535
labrus_bergylta ENSLBEG00000003951
amphiprion_percula ENSAPEG00000005415
amphiprion_ocellaris ENSAOCG00000006836
stegastes_partitus ENSSPAG00000018331
astatotilapia_calliptera ENSACLG00000010826
maylandia_zebra ENSMZEG00005001896
haplochromis_burtoni ENSHBUG00000009781
pundamilia_nyererei ENSPNYG00000007200
neolamprologus_brichardi ENSNBRG00000000697
oreochromis_niloticus ENSONIG00000007652
amphilophus_citrinellus ENSACIG00000002529
acanthochromis_polyacanthus ENSAPOG00000018187
kryptolebias_marmoratus ENSKMAG00000000152
mola_mola ENSMMOG00000021238
poecilia_reticulata ENSPREG00000015667
xiphophorus_couchianus ENSXCOG00000010479
gambusia_affinis ENSGAFG00000018918
seriola_dumerili ENSSDUG00000000996
seriola_lalandi_dorsalis ENSSLDG00000006072
cynoglossus_semilaevis ENSCSEG00000013385
gasterosteus_aculeatus ENSGACG00000008847
fundulus_heteroclitus ENSFHEG00000017679
xiphophorus_maculatus ENSXMAG00000005362
cyprinodon_variegatus ENSCVAG00000007211
poecilia_mexicana ENSPMEG00000016388
poecilia_latipinna ENSPLAG00000022392
kryptolebias_marmoratus ENSKMAG00000014430
oryzias_melastigma ENSOMEG00000012585
tetraodon_nigroviridis ENSTNIG00000014021
takifugu_rubripes ENSTRUG00000013451
periophthalmus_magnuspinnatus ENSPMGG00000018866
hippocampus_comes ENSHCOG00000009110
oryzias_latipes ENSORLG00020021838
oryzias_latipes_asm223469v1 ENSORLG00015010093
oryzias_latipes ENSORLG00000013441
gadus_morhua ENSGMOG00000009156
esox_lucius ENSELUG00000011955
pygocentrus_nattereri ENSPNAG00000013500
ictalurus_punctatus ENSIPUG00000004984
danio_rerio ENSDARG00000101020
scleropages_formosus ENSSFOG00015013177
paramormyrops_kingsleyae ENSPKIG00000002433
lepisosteus_oculatus ENSLOCG00000003734
latimeria_chalumnae ENSLACG00000000880
oryzias_melastigma ENSOMEG00000011623
sarcophilus_harrisii ENSSHAG00000000632
phascolarctos_cinereus ENSPCIG00000006791
notamacropus_eugenii ENSMEUG00000004908
monodelphis_domestica ENSMODG00000000975
sarcophilus_harrisii ENSSHAG00000012000
chinchilla_lanigera ENSCLAG00000002164
octodon_degus ENSODEG00000000682
cavia_porcellus ENSCPOG00000000342
heterocephalus_glaber_female ENSHGLG00000000348
heterocephalus_glaber_male ENSHGLG00100018143
heterocephalus_glaber_female ENSHGLG00000008364
heterocephalus_glaber_male ENSHGLG00100010562
heterocephalus_glaber_male ENSHGLG00100004576
heterocephalus_glaber_female ENSHGLG00000006718
fukomys_damarensis ENSFDAG00000020910
urocitellus_parryii ENSUPAG00010006597
ictidomys_tridecemlineatus ENSSTOG00000008710
marmota_marmota_marmota ENSMMMG00000004785
spermophilus_dauricus ENSSDAG00000015467
cricetulus_griseus_crigri-picr ENSCGRG00015000779
cricetulus_griseus_chok1gshd ENSCGRG00001000113
mesocricetus_auratus ENSMAUG00000008539
microtus_ochrogaster ENSMOCG00000020954
peromyscus_maniculatus_bairdii ENSPEMG00000010099
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020753
mus_musculus ENSMUSG00000022332
mus_spicilegus ENSMSIG00000027671
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019855
mus_pahari MGP_PahariEiJ_G0019860
rattus_norvegicus ENSRNOG00000009539
nannospalax_galili ENSNGAG00000017154
jaculus_jaculus ENSJJAG00000011049
castor_canadensis ENSCCNG00000010934
oryctolagus_cuniculus ENSOCUG00000000743
tupaia_belangeri ENSTBEG00000004773
pan_paniscus ENSPPAG00000043998
pan_troglodytes ENSPTRG00000020608
homo_sapiens ENSG00000131773
gorilla_gorilla ENSGGOG00000000940
pongo_abelii ENSPPYG00000018899
nomascus_leucogenys ENSNLEG00000010766
rhinopithecus_bieti ENSRBIG00000036854
rhinopithecus_roxellana ENSRROG00000044792
piliocolobus_tephrosceles ENSPTEG00000027989
colobus_angolensis_palliatus ENSCANG00000031881
macaca_mulatta ENSMMUG00000022248
macaca_fascicularis ENSMFAG00000041845
chlorocebus_sabaeus ENSCSAG00000009815
mandrillus_leucophaeus ENSMLEG00000032520
macaca_nemestrina ENSMNEG00000038285
theropithecus_gelada ENSTGEG00000013292
papio_anubis ENSPANG00000006134
cercocebus_atys ENSCATG00000034823
cebus_capucinus ENSCCAG00000031191
callithrix_jacchus ENSCJAG00000004331
saimiri_boliviensis_boliviensis ENSSBOG00000020642
aotus_nancymaae ENSANAG00000019406
carlito_syrichta ENSTSYG00000004106
propithecus_coquereli ENSPCOG00000023667
microcebus_murinus ENSMICG00000027467
otolemur_garnettii ENSOGAG00000005150
neovison_vison ENSNVIG00000016244
mustela_putorius_furo ENSMPUG00000001869
ursus_americanus ENSUAMG00000020071
ursus_maritimus ENSUMAG00000002010
ailuropoda_melanoleuca ENSAMEG00000016744
canis_lupus_dingo ENSCAFG00020013570
canis_lupus_familiaris ENSCAFG00000001166
vulpes_vulpes ENSVVUG00000019368
panthera_tigris_altaica ENSPTIG00000005373
panthera_pardus ENSPPRG00000001453
felis_catus ENSFCAG00000000229
equus_caballus ENSECAG00000010194
equus_asinus_asinus ENSEASG00005022023
erinaceus_europaeus ENSEEUG00000007062
capra_hircus ENSCHIG00000016533
ovis_aries ENSOARG00000005036
bos_taurus ENSBTAG00000002181
bos_mutus ENSBMUG00000023110
bison_bison_bison ENSBBBG00000018860
tursiops_truncatus ENSTTRG00000001270
vicugna_pacos ENSVPAG00000001898
sorex_araneus ENSSARG00000011751
sus_scrofa ENSSSCG00000005941
dipodomys_ordii ENSDORG00000014595
dipodomys_ordii ENSDORG00000024704
cavia_aperea ENSCAPG00000007863
meriones_unguiculatus ENSMUGG00000026613
ochotona_princeps ENSOPRG00000000404
pteropus_vampyrus ENSPVAG00000017021
choloepus_hoffmanni ENSCHOG00000012287
dasypus_novemcinctus ENSDNOG00000010878
procavia_capensis ENSPCAG00000005162
echinops_telfairi ENSETEG00000004701
loxodonta_africana ENSLAFG00000004849
myotis_lucifugus ENSMLUG00000004054
ornithorhynchus_anatinus ENSOANG00000014074
anser_brachyrhynchus ENSABRG00000000861
anas_platyrhynchos_platyrhynchos ENSAPLG00000014746
manacus_vitellinus ENSMVIG00005011948
lonchura_striata_domestica ENSLSDG00000001587
coturnix_japonica ENSCJPG00005010094
meleagris_gallopavo ENSMGAG00000012888
gallus_gallus ENSGALG00000031519
numida_meleagris ENSNMEG00000012459
melopsittacus_undulatus ENSMUNG00000015091
calidris_pugnax ENSCPUG00000010066
calidris_pygmaea ENSCPGG00000004560
taeniopygia_guttata ENSTGUG00000012611
lonchura_striata_domestica ENSLSDG00000010377
serinus_canaria ENSSCAG00000008494
zonotrichia_albicollis ENSZALG00000014722
junco_hyemalis ENSJHYG00000014695
ficedula_albicollis ENSFALG00000002752
parus_major ENSPMJG00000011775
cyanistes_caeruleus ENSCCEG00000012567
lepidothrix_coronata ENSLCOG00000014193
apteryx_haastii ENSAHAG00000018170
apteryx_haastii ENSAHAG00000000072
apteryx_owenii ENSAOWG00000002401
apteryx_rowi ENSARWG00000000226
dromaius_novaehollandiae ENSDNVG00000018984
nothoprocta_perdicaria ENSNPEG00000004846
chelonoidis_abingdonii ENSCABG00000021280
chrysemys_picta_bellii ENSCPBG00000019654
gopherus_agassizii ENSGAGG00000022819
pelodiscus_sinensis ENSPSIG00000004366
crocodylus_porosus ENSCPRG00005011881
anolis_carolinensis ENSACAG00000012042
pogona_vitticeps ENSPVIG00000005583
notechis_scutatus ENSNSUG00000007737
salvator_merianae ENSSMRG00000003873
sphenodon_punctatus ENSSPUG00000005628
xenopus_tropicalis ENSXETG00000009227
petromyzon_marinus ENSPMAG00000002776
