xiphophorus_couchianus ENSXCOG00000017392
poecilia_latipinna ENSPLAG00000021769
amphilophus_citrinellus ENSACIG00000001132
acanthochromis_polyacanthus ENSAPOG00000014211
anabas_testudineus ENSATEG00000011215
periophthalmus_magnuspinnatus ENSPMGG00000007470
mola_mola ENSMMOG00000017449
oryzias_melastigma ENSOMEG00000001831
periophthalmus_magnuspinnatus ENSPMGG00000008706
seriola_lalandi ENSSLDG00000016706
monopterus_albus ENSMALG00000017270
stegastes_partitus ENSSPAG00000021721
amphilophus_citrinellus ENSACIG00000018714
mastacembelus_armatus ENSMAMG00000010222
takifugu_rubripes ENSTRUG00000021968
gadus_morhua ENSGMOG00000010273
amphiprion_ocellaris ENSAOCG00000005353
amphiprion_percula ENSAPEG00000009326
acanthochromis_polyacanthus ENSAPOG00000022154
acanthochromis_polyacanthus ENSAPOG00000022171
pygocentrus_nattereri ENSPNAG00000018845
