pygocentrus_nattereri ENSPNAG00000016786
astyanax_mexicanus ENSAMXG00000007398
scleropages_formosus ENSSFOG00015004849
lepisosteus_oculatus ENSLOCG00000014397
pogona_vitticeps ENSPVIG00000004370
anolis_carolinensis ENSACAG00000000080
notechis_scutatus ENSNSUG00000002927
salvator_merianae ENSSMRG00000022266
sphenodon_punctatus ENSSPUG00000011601
manacus_vitellinus ENSMVIG00005012216
lepidothrix_coronata ENSLCOG00000014463
lonchura_striata_domestica ENSLSDG00000011129
junco_hyemalis ENSJHYG00000012974
parus_major ENSPMJG00000009682
taeniopygia_guttata ENSTGUG00000008606
serinus_canaria ENSSCAG00000008061
zonotrichia_albicollis ENSZALG00000005722
ficedula_albicollis ENSFALG00000010358
cyanistes_caeruleus ENSCCEG00000009020
melopsittacus_undulatus ENSMUNG00000006395
calidris_pugnax ENSCPUG00000018805
calidris_pygmaea ENSCPGG00000013513
gallus_gallus ENSGALG00000007012
coturnix_japonica ENSCJPG00005020636
meleagris_gallopavo ENSMGAG00000009134
numida_meleagris ENSNMEG00000023122
anser_brachyrhynchus ENSABRG00000010051
anas_platyrhynchos_platyrhynchos ENSAPLG00000010161
apteryx_owenii ENSAOWG00000001163
apteryx_haastii ENSAHAG00000003138
apteryx_rowi ENSARWG00000003894
nothoprocta_perdicaria ENSNPEG00000007961
dromaius_novaehollandiae ENSDNVG00000011911
crocodylus_porosus ENSCPRG00005017633
chelonoidis_abingdonii ENSCABG00000020942
chrysemys_picta_bellii ENSCPBG00000019526
pelodiscus_sinensis ENSPSIG00000016652
dasypus_novemcinctus ENSDNOG00000039074
choloepus_hoffmanni ENSCHOG00000001257
procavia_capensis ENSPCAG00000009055
loxodonta_africana ENSLAFG00000014595
echinops_telfairi ENSETEG00000000798
mandrillus_leucophaeus ENSMLEG00000026370
colobus_angolensis_palliatus ENSCANG00000027705
gorilla_gorilla ENSGGOG00000008862
pan_paniscus ENSPPAG00000040079
pan_troglodytes ENSPTRG00000007487
homo_sapiens ENSG00000140450
pongo_abelii ENSPPYG00000006806
nomascus_leucogenys ENSNLEG00000012421
rhinopithecus_bieti ENSRBIG00000027838
rhinopithecus_roxellana ENSRROG00000012276
piliocolobus_tephrosceles ENSPTEG00000036712
macaca_fascicularis ENSMFAG00000045997
macaca_nemestrina ENSMNEG00000038340
theropithecus_gelada ENSTGEG00000010889
papio_anubis ENSPANG00000020922
cercocebus_atys ENSCATG00000042268
chlorocebus_sabaeus ENSCSAG00000016967
cebus_capucinus ENSCCAG00000020954
callithrix_jacchus ENSCJAG00000016533
saimiri_boliviensis_boliviensis ENSSBOG00000030656
aotus_nancymaae ENSANAG00000024674
carlito_syrichta ENSTSYG00000009493
propithecus_coquereli ENSPCOG00000027477
microcebus_murinus ENSMICG00000037963
prolemur_simus ENSPSMG00000008558
otolemur_garnettii ENSOGAG00000013581
mus_spicilegus ENSMSIG00000005179
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030957
mus_musculus ENSMUSG00000042659
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029855
mus_pahari MGP_PahariEiJ_G0013078
rattus_norvegicus ENSRNOG00000010775
meriones_unguiculatus ENSMUGG00000002787
peromyscus_maniculatus_bairdii ENSPEMG00000015729
microtus_ochrogaster ENSMOCG00000015443
cricetulus_griseus_crigri ENSCGRG00000002968
cricetulus_griseus_crigri-picr ENSCGRG00015021607
cricetulus_griseus_chok1gshd ENSCGRG00001021034
mesocricetus_auratus ENSMAUG00000007537
nannospalax_galili ENSNGAG00000000746
heterocephalus_glaber_female ENSHGLG00000015163
heterocephalus_glaber_male ENSHGLG00100013073
heterocephalus_glaber_female ENSHGLG00000017660
heterocephalus_glaber_male ENSHGLG00100007766
fukomys_damarensis ENSFDAG00000002870
cavia_porcellus ENSCPOG00000030445
cavia_aperea ENSCAPG00000014083
octodon_degus ENSODEG00000014345
chinchilla_lanigera ENSCLAG00000009891
marmota_marmota_marmota ENSMMMG00000020820
spermophilus_dauricus ENSSDAG00000005029
ictidomys_tridecemlineatus ENSSTOG00000012169
urocitellus_parryii ENSUPAG00010010582
castor_canadensis ENSCCNG00000003345
ochotona_princeps ENSOPRG00000001159
oryctolagus_cuniculus ENSOCUG00000009737
dipodomys_ordii ENSDORG00000010971
tupaia_belangeri ENSTBEG00000013839
ursus_americanus ENSUAMG00000018734
ursus_maritimus ENSUMAG00000025384
ailuropoda_melanoleuca ENSAMEG00000012316
neovison_vison ENSNVIG00000020271
mustela_putorius_furo ENSMPUG00000010684
canis_lupus_dingo ENSCAFG00020019786
canis_lupus_familiaris ENSCAFG00000010896
vulpes_vulpes ENSVVUG00000014081
panthera_pardus ENSPPRG00000005787
panthera_tigris_altaica ENSPTIG00000005635
felis_catus ENSFCAG00000028328
equus_asinus_asinus ENSEASG00005017648
equus_caballus ENSECAG00000009400
myotis_lucifugus ENSMLUG00000015843
myotis_lucifugus ENSMLUG00000029901
pteropus_vampyrus ENSPVAG00000014158
erinaceus_europaeus ENSEEUG00000010496
ovis_aries ENSOARG00000010116
capra_hircus ENSCHIG00000021973
bos_mutus ENSBMUG00000026832
bison_bison_bison ENSBBBG00000006433
bos_taurus ENSBTAG00000018252
tursiops_truncatus ENSTTRG00000007355
sus_scrofa ENSSSCG00000002252
vicugna_pacos ENSVPAG00000011226
phascolarctos_cinereus ENSPCIG00000026213
notamacropus_eugenii ENSMEUG00000010719
monodelphis_domestica ENSMODG00000012796
sarcophilus_harrisii ENSSHAG00000009641
