paramormyrops_kingsleyae ENSPKIG00000019603
scleropages_formosus ENSSFOG00015022849
hucho_hucho ENSHHUG00000027014
hucho_hucho ENSHHUG00000051378
esox_lucius ENSELUG00000000805
takifugu_rubripes ENSTRUG00000015200
tetraodon_nigroviridis ENSTNIG00000011702
gasterosteus_aculeatus ENSGACG00000008535
larimichthys_crocea ENSLCRG00005001902
cottoperca_gobio ENSCGOG00000003933
mola_mola ENSMMOG00000020590
labrus_bergylta ENSLBEG00000003651
amphiprion_ocellaris ENSAOCG00000014164
amphiprion_percula ENSAPEG00000018034
acanthochromis_polyacanthus ENSAPOG00000023384
stegastes_partitus ENSSPAG00000020726
parambassis_ranga ENSPRNG00000002156
xiphophorus_couchianus ENSXCOG00000016745
xiphophorus_maculatus ENSXMAG00000009114
gambusia_affinis ENSGAFG00000000342
poecilia_formosa ENSPFOG00000013488
poecilia_latipinna ENSPLAG00000023825
poecilia_mexicana ENSPMEG00000000430
poecilia_reticulata ENSPREG00000009771
cyprinodon_variegatus ENSCVAG00000022844
fundulus_heteroclitus ENSFHEG00000011682
kryptolebias_marmoratus ENSKMAG00000019706
oryzias_latipes ENSORLG00020007720
oryzias_latipes ENSORLG00000004159
oryzias_latipes ENSORLG00015021090
oryzias_melastigma ENSOMEG00000023458
oryzias_melastigma ENSOMEG00000014050
gouania_willdenowi ENSGWIG00000000390
astatotilapia_calliptera ENSACLG00000003253
maylandia_zebra ENSMZEG00005022668
haplochromis_burtoni ENSHBUG00000002210
pundamilia_nyererei ENSPNYG00000010122
oreochromis_niloticus ENSONIG00000001194
neolamprologus_brichardi ENSNBRG00000001612
amphilophus_citrinellus ENSACIG00000011427
monopterus_albus ENSMALG00000005021
mastacembelus_armatus ENSMAMG00000000520
anabas_testudineus ENSATEG00000002371
lates_calcarifer ENSLCAG00010007050
scophthalmus_maximus ENSSMAG00000006817
seriola_lalandi ENSSLDG00000008313
seriola_dumerili ENSSDUG00000017322
cynoglossus_semilaevis ENSCSEG00000017252
betta_splendens ENSBSLG00000003803
hippocampus_comes ENSHCOG00000007587
periophthalmus_magnuspinnatus ENSPMGG00000003881
gadus_morhua ENSGMOG00000014848
astyanax_mexicanus ENSAMXG00000017757
astyanax_mexicanus ENSAMXG00005008586
pygocentrus_nattereri ENSPNAG00000029104
ictalurus_punctatus ENSIPUG00000017226
electrophorus_electricus ENSEEEG00000000239
danio_rerio ENSDARG00000027469
denticeps_clupeoides ENSDCDG00000004867
