urocitellus_parryii ENSUPAG00010009770
spermophilus_dauricus ENSSDAG00000006366
marmota_marmota_marmota ENSMMMG00000008372
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0002410
mus_musculus ENSMUSG00000076474
mus_spicilegus ENSMSIG00000003853
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0002256
mus_pahari MGP_PahariEiJ_G0002058
homo_sapiens ENSG00000276819
pongo_abelii ENSPPYG00000018093
macaca_mulatta ENSMMUG00000037649
chlorocebus_sabaeus ENSCSAG00000007760
piliocolobus_tephrosceles ENSPTEG00000033984
equus_asinus_asinus ENSEASG00005009389
equus_caballus ENSECAG00000012974
equus_caballus ENSECAG00000031567
equus_asinus_asinus ENSEASG00005009432
myotis_lucifugus ENSMLUG00000023227
canis_lupus_familiaris ENSCAFG00000029651
vulpes_vulpes ENSVVUG00000027651
ailuropoda_melanoleuca ENSAMEG00000006309
myotis_lucifugus ENSMLUG00000024922
otolemur_garnettii ENSOGAG00000032912
loxodonta_africana ENSLAFG00000026985
loxodonta_africana ENSLAFG00000030767
mustela_putorius_furo ENSMPUG00000008555
microcebus_murinus ENSMICG00000030792
prolemur_simus ENSPSMG00000000006
canis_lupus_dingo ENSCAFG00020021025
loxodonta_africana ENSLAFG00000028632
dasypus_novemcinctus ENSDNOG00000035285
capra_hircus ENSCHIG00000024156
ovis_aries ENSOARG00000001247
bos_taurus ENSBTAG00000048775
sus_scrofa ENSSSCG00000016475
phascolarctos_cinereus ENSPCIG00000008116
sarcophilus_harrisii ENSSHAG00000006743
