salvator_merianae ENSSMRG00000000369
anolis_carolinensis ENSACAG00000007181
sphenodon_punctatus ENSSPUG00000008043
octodon_degus ENSODEG00000002032
chinchilla_lanigera ENSCLAG00000010120
cavia_porcellus ENSCPOG00000020097
heterocephalus_glaber_male ENSHGLG00100004624
heterocephalus_glaber_female ENSHGLG00000018169
fukomys_damarensis ENSFDAG00000004534
urocitellus_parryii ENSUPAG00010017411
ictidomys_tridecemlineatus ENSSTOG00000001189
spermophilus_dauricus ENSSDAG00000002793
marmota_marmota_marmota ENSMMMG00000010788
castor_canadensis ENSCCNG00000031232
dipodomys_ordii ENSDORG00000014405
mus_musculus ENSMUSG00000019467
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016710
mus_spicilegus ENSMSIG00000028611
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015884
mus_pahari MGP_PahariEiJ_G0031201
rattus_norvegicus ENSRNOG00000005034
meriones_unguiculatus ENSMUGG00000008489
cricetulus_griseus_crigri ENSCGRG00000012351
cricetulus_griseus_chok1gshd ENSCGRG00001022612
cricetulus_griseus_crigri-picr ENSCGRG00015000432
peromyscus_maniculatus_bairdii ENSPEMG00000011625
microtus_ochrogaster ENSMOCG00000013132
nannospalax_galili ENSNGAG00000017593
jaculus_jaculus ENSJJAG00000020641
gorilla_gorilla ENSGGOG00000006284
homo_sapiens ENSG00000240771
pan_troglodytes ENSPTRG00000005142
pan_paniscus ENSPPAG00000043262
pongo_abelii ENSPPYG00000004698
nomascus_leucogenys ENSNLEG00000017259
piliocolobus_tephrosceles ENSPTEG00000028593
colobus_angolensis_palliatus ENSCANG00000028549
rhinopithecus_roxellana ENSRROG00000037976
rhinopithecus_bieti ENSRBIG00000026665
cercocebus_atys ENSCATG00000043971
chlorocebus_sabaeus ENSCSAG00000004726
papio_anubis ENSPANG00000024375
theropithecus_gelada ENSTGEG00000017713
mandrillus_leucophaeus ENSMLEG00000037870
macaca_mulatta ENSMMUG00000031819
macaca_fascicularis ENSMFAG00000043848
macaca_nemestrina ENSMNEG00000033217
saimiri_boliviensis_boliviensis ENSSBOG00000024503
cebus_capucinus ENSCCAG00000021234
callithrix_jacchus ENSCJAG00000006921
aotus_nancymaae ENSANAG00000032997
carlito_syrichta ENSTSYG00000011046
propithecus_coquereli ENSPCOG00000013968
microcebus_murinus ENSMICG00000005518
prolemur_simus ENSPSMG00000021839
otolemur_garnettii ENSOGAG00000034795
bos_taurus ENSBTAG00000018003
bos_mutus ENSBMUG00000025517
bison_bison_bison ENSBBBG00000011821
capra_hircus ENSCHIG00000001591
ovis_aries ENSOARG00000005874
tursiops_truncatus ENSTTRG00000016790
sus_scrofa ENSSSCG00000000435
vicugna_pacos ENSVPAG00000008689
ursus_maritimus ENSUMAG00000020041
ursus_americanus ENSUAMG00000025480
ailuropoda_melanoleuca ENSAMEG00000005173
neovison_vison ENSNVIG00000002561
mustela_putorius_furo ENSMPUG00000001923
canis_lupus_familiaris ENSCAFG00000000250
canis_lupus_dingo ENSCAFG00020022944
vulpes_vulpes ENSVVUG00000017093
panthera_pardus ENSPPRG00000004548
panthera_tigris_altaica ENSPTIG00000000381
felis_catus ENSFCAG00000002089
equus_asinus_asinus ENSEASG00005007226
equus_caballus ENSECAG00000017139
pteropus_vampyrus ENSPVAG00000012125
myotis_lucifugus ENSMLUG00000001115
loxodonta_africana ENSLAFG00000013560
procavia_capensis ENSPCAG00000016847
echinops_telfairi ENSETEG00000003398
mesocricetus_auratus ENSMAUG00000016660
dasypus_novemcinctus ENSDNOG00000012033
oryctolagus_cuniculus ENSOCUG00000014113
ochotona_princeps ENSOPRG00000006581
sorex_araneus ENSSARG00000013559
phascolarctos_cinereus ENSPCIG00000023702
notamacropus_eugenii ENSMEUG00000009855
sarcophilus_harrisii ENSSHAG00000008185
ornithorhynchus_anatinus ENSOANG00000012822
xenopus_tropicalis ENSXETG00000006227
latimeria_chalumnae ENSLACG00000018484
monopterus_albus ENSMALG00000015329
anabas_testudineus ENSATEG00000022054
scophthalmus_maximus ENSSMAG00000002556
labrus_bergylta ENSLBEG00000012543
fundulus_heteroclitus ENSFHEG00000023408
cyprinodon_variegatus ENSCVAG00000021981
gambusia_affinis ENSGAFG00000010184
xiphophorus_maculatus ENSXMAG00000010164
poecilia_reticulata ENSPREG00000021284
poecilia_formosa ENSPFOG00000008106
kryptolebias_marmoratus ENSKMAG00000000382
oryzias_latipes ENSORLG00000026249
oryzias_latipes_asm223469v1 ENSORLG00015001006
oryzias_latipes ENSORLG00020007943
oryzias_melastigma ENSOMEG00000017624
astatotilapia_calliptera ENSACLG00000005765
maylandia_zebra ENSMZEG00005027213
pundamilia_nyererei ENSPNYG00000019974
