dromaius_novaehollandiae ENSDNVG00000016992
nothoprocta_perdicaria ENSNPEG00000011715
apteryx_haastii ENSAHAG00000004459
apteryx_rowi ENSARWG00000010395
apteryx_owenii ENSAOWG00000014743
lonchura_striata_domestica ENSLSDG00000015624
serinus_canaria ENSSCAG00000016308
zonotrichia_albicollis ENSZALG00000013869
cyanistes_caeruleus ENSCCEG00000018548
parus_major ENSPMJG00000000499
taeniopygia_guttata ENSTGUG00000010718
junco_hyemalis ENSJHYG00000018072
ficedula_albicollis ENSFALG00000004163
lepidothrix_coronata ENSLCOG00000015177
manacus_vitellinus ENSMVIG00005018435
melopsittacus_undulatus ENSMUNG00000002894
calidris_pygmaea ENSCPGG00000006493
calidris_pugnax ENSCPUG00000007006
anser_brachyrhynchus ENSABRG00000017959
anas_platyrhynchos_platyrhynchos ENSAPLG00000009849
meleagris_gallopavo ENSMGAG00000014743
meleagris_gallopavo ENSMGAG00000014742
gallus_gallus ENSGALG00000016689
coturnix_japonica ENSCJPG00005018253
numida_meleagris ENSNMEG00000015761
crocodylus_porosus ENSCPRG00005007198
gopherus_agassizii ENSGAGG00000010756
chelonoidis_abingdonii ENSCABG00000023008
chrysemys_picta_bellii ENSCPBG00000007426
pelodiscus_sinensis ENSPSIG00000007548
pogona_vitticeps ENSPVIG00000010808
anolis_carolinensis ENSACAG00000005977
notechis_scutatus ENSNSUG00000007311
salvator_merianae ENSSMRG00000022427
sphenodon_punctatus ENSSPUG00000003458
notamacropus_eugenii ENSMEUG00000013600
monodelphis_domestica ENSMODG00000000090
phascolarctos_cinereus ENSPCIG00000008302
sarcophilus_harrisii ENSSHAG00000003500
xenopus_tropicalis ENSXETG00000015382
latimeria_chalumnae ENSLACG00000008353
procavia_capensis ENSPCAG00000003956
loxodonta_africana ENSLAFG00000031597
dasypus_novemcinctus ENSDNOG00000043551
ursus_maritimus ENSUMAG00000019018
ursus_americanus ENSUAMG00000018958
ailuropoda_melanoleuca ENSAMEG00000005575
mustela_putorius_furo ENSMPUG00000001209
neovison_vison ENSNVIG00000015296
canis_lupus_dingo ENSCAFG00020001402
canis_lupus_familiaris ENSCAFG00000015291
vulpes_vulpes ENSVVUG00000008035
panthera_pardus ENSPPRG00000011225
panthera_tigris_altaica ENSPTIG00000007354
felis_catus ENSFCAG00000014304
pteropus_vampyrus ENSPVAG00000004357
tursiops_truncatus ENSTTRG00000015400
sus_scrofa ENSSSCG00000037174
bos_taurus ENSBTAG00000046514
ovis_aries ENSOARG00000007783
capra_hircus ENSCHIG00000000269
bison_bison_bison ENSBBBG00000015698
equus_caballus ENSECAG00000032912
equus_asinus_asinus ENSEASG00005014076
bos_mutus ENSBMUG00000022251
urocitellus_parryii ENSUPAG00010018790
ictidomys_tridecemlineatus ENSSTOG00000025933
cricetulus_griseus_chok1gshd ENSCGRG00001010474
cricetulus_griseus_crigri-picr ENSCGRG00015000220
meriones_unguiculatus ENSMUGG00000004178
heterocephalus_glaber_male ENSHGLG00100005349
heterocephalus_glaber_female ENSHGLG00000000257
propithecus_coquereli ENSPCOG00000020245
prolemur_simus ENSPSMG00000025821
microcebus_murinus ENSMICG00000044509
otolemur_garnettii ENSOGAG00000009349
pan_paniscus ENSPPAG00000014139
