homo_sapiens ENSG00000120289
gorilla_gorilla ENSGGOG00000040935
pan_paniscus ENSPPAG00000010695
pan_troglodytes ENSPTRG00000043875
pongo_abelii ENSPPYG00000020215
theropithecus_gelada ENSTGEG00000023798
chlorocebus_sabaeus ENSCSAG00000019548
rhinopithecus_bieti ENSRBIG00000043299
piliocolobus_tephrosceles ENSPTEG00000026153
macaca_fascicularis ENSMFAG00000040112
macaca_nemestrina ENSMNEG00000030453
mandrillus_leucophaeus ENSMLEG00000036906
cercocebus_atys ENSCATG00000035812
papio_anubis ENSPANG00000013547
rhinopithecus_roxellana ENSRROG00000032228
colobus_angolensis ENSCANG00000037887
callithrix_jacchus ENSCJAG00000039937
