notechis_scutatus ENSNSUG00000001041
pogona_vitticeps ENSPVIG00000018286
salvator_merianae ENSSMRG00000021993
sphenodon_punctatus ENSSPUG00000015394
chelonoidis_abingdonii ENSCABG00000020124
gopherus_agassizii ENSGAGG00000012209
chrysemys_picta ENSCPBG00000005509
pelodiscus_sinensis ENSPSIG00000011030
anser_brachyrhynchus ENSABRG00000003025
coturnix_japonica ENSCJPG00005003413
lonchura_striata ENSLSDG00000016225
junco_hyemalis ENSJHYG00000009102
lepidothrix_coronata ENSLCOG00000006961
calidris_pygmaea ENSCPGG00000002251
taeniopygia_guttata ENSTGUG00000010224
serinus_canaria ENSSCAG00000003872
ficedula_albicollis ENSFALG00000013562
parus_major ENSPMJG00000003902
calidris_pugnax ENSCPUG00000011819
apteryx_owenii ENSAOWG00000017150
apteryx_haastii ENSAHAG00000003802
apteryx_rowi ENSARWG00000013545
crocodylus_porosus ENSCPRG00005016875
anolis_carolinensis ENSACAG00000001194
heterocephalus_glaber ENSHGLG00000009866
heterocephalus_glaber ENSHGLG00100015535
chinchilla_lanigera ENSCLAG00000003611
octodon_degus ENSODEG00000007656
oryctolagus_cuniculus ENSOCUG00000003968
ovis_aries ENSOARG00000017793
myotis_lucifugus ENSMLUG00000014369
vulpes_vulpes ENSVVUG00000007867
rhinopithecus_roxellana ENSRROG00000025445
neovison_vison ENSNVIG00000007464
mustela_putorius ENSMPUG00000002819
ursus_americanus ENSUAMG00000007069
canis_lupus ENSCAFG00020027135
canis_lupus ENSCAFG00000011522
panthera_pardus ENSPPRG00000013580
felis_catus ENSFCAG00000040408
loxodonta_africana ENSLAFG00000032672
procavia_capensis ENSPCAG00000006904
bos_indicus ENSBIXG00005023732
bos_indicus ENSBIXG00000012019
bos_taurus ENSBTAG00000046841
capra_hircus ENSCHIG00000011687
sus_scrofa ENSSSCG00000038132
equus_asinus ENSEASG00005000593
equus_caballus ENSECAG00000023459
microcebus_murinus ENSMICG00000046369
propithecus_coquereli ENSPCOG00000012988
prolemur_simus ENSPSMG00000023357
nomascus_leucogenys ENSNLEG00000002590
pan_troglodytes ENSPTRG00000030114
macaca_mulatta ENSMMUG00000049832
macaca_nemestrina ENSMNEG00000030590
macaca_fascicularis ENSMFAG00000041239
theropithecus_gelada ENSTGEG00000012912
papio_anubis ENSPANG00000019525
cercocebus_atys ENSCATG00000034706
chlorocebus_sabaeus ENSCSAG00000010085
rhinopithecus_bieti ENSRBIG00000037841
cebus_capucinus ENSCCAG00000033984
colobus_angolensis ENSCANG00000015690
aotus_nancymaae ENSANAG00000024218
homo_sapiens ENSG00000168264
piliocolobus_tephrosceles ENSPTEG00000035919
callithrix_jacchus ENSCJAG00000018139
castor_canadensis ENSCCNG00000013242
saimiri_boliviensis ENSSBOG00000026477
otolemur_garnettii ENSOGAG00000002391
ochotona_princeps ENSOPRG00000013891
nannospalax_galili ENSNGAG00000001609
gorilla_gorilla ENSGGOG00000042844
pongo_abelii ENSPPYG00000000101
mandrillus_leucophaeus ENSMLEG00000031137
tursiops_truncatus ENSTTRG00000004587
bos_mutus ENSBMUG00000002496
ailuropoda_melanoleuca ENSAMEG00000008840
pteropus_vampyrus ENSPVAG00000006491
ictidomys_tridecemlineatus ENSSTOG00000014666
urocitellus_parryii ENSUPAG00010021413
spermophilus_dauricus ENSSDAG00000003675
cricetulus_griseus ENSCGRG00015007372
cricetulus_griseus ENSCGRG00001002471
microtus_ochrogaster ENSMOCG00000009080
peromyscus_maniculatus ENSPEMG00000030068
mus_spretus MGP_SPRETEiJ_G0032847
mus_spicilegus ENSMSIG00000022567
mus_musculus ENSMUSG00000051495
mus_caroli MGP_CAROLIEiJ_G0031730
mus_pahari MGP_PahariEiJ_G0023327
rattus_norvegicus ENSRNOG00000049900
meriones_unguiculatus ENSMUGG00000008530
mesocricetus_auratus ENSMAUG00000021162
cricetulus_griseus ENSCGRG00000017816
jaculus_jaculus ENSJJAG00000024254
dasypus_novemcinctus ENSDNOG00000019822
echinops_telfairi ENSETEG00000018084
dipodomys_ordii ENSDORG00000026942
vombatus_ursinus ENSVURG00010003421
vombatus_ursinus ENSVURG00010003578
phascolarctos_cinereus ENSPCIG00000029728
notamacropus_eugenii ENSMEUG00000005413
monodelphis_domestica ENSMODG00000008478
sarcophilus_harrisii ENSSHAG00000017439
xenopus_tropicalis ENSXETG00000020865
latimeria_chalumnae ENSLACG00000017164
monopterus_albus ENSMALG00000005158
betta_splendens ENSBSLG00000007490
poecilia_formosa ENSPFOG00000019438
poecilia_formosa ENSPFOG00000019439
poecilia_latipinna ENSPLAG00000010486
poecilia_latipinna ENSPLAG00000010492
poecilia_mexicana ENSPMEG00000003038
poecilia_mexicana ENSPMEG00000011004
poecilia_reticulata ENSPREG00000007952
xiphophorus_maculatus ENSXMAG00000021335
xiphophorus_couchianus ENSXCOG00000006956
fundulus_heteroclitus ENSFHEG00000003825
cyprinodon_variegatus ENSCVAG00000003197
astatotilapia_calliptera ENSACLG00000023604
maylandia_zebra ENSMZEG00005009851
haplochromis_burtoni ENSHBUG00000020327
pundamilia_nyererei ENSPNYG00000014159
neolamprologus_brichardi ENSNBRG00000019569
oreochromis_niloticus ENSONIG00000010096
gouania_willdenowi ENSGWIG00000014446
oryzias_latipes ENSORLG00000024085
oryzias_latipes ENSORLG00020014028
oryzias_latipes ENSORLG00015023179
oryzias_melastigma ENSOMEG00000019682
kryptolebias_marmoratus ENSKMAG00000011119
tetraodon_nigroviridis ENSTNIG00000016653
periophthalmus_magnuspinnatus ENSPMGG00000001618
seriola_dumerili ENSSDUG00000002967
seriola_lalandi ENSSLDG00000024862
cynoglossus_semilaevis ENSCSEG00000012900
lates_calcarifer ENSLCAG00010005485
