choloepus_hoffmanni ENSCHOG00000010622
dasypus_novemcinctus ENSDNOG00000043237
ochotona_princeps ENSOPRG00000016513
castor_canadensis ENSCCNG00000002339
erinaceus_europaeus ENSEEUG00000008091
tupaia_belangeri ENSTBEG00000001716
oryctolagus_cuniculus ENSOCUG00000025743
macaca_mulatta ENSMMUG00000004296
macaca_nemestrina ENSMNEG00000027535
macaca_fascicularis ENSMFAG00000000592
papio_anubis ENSPANG00000006869
chlorocebus_sabaeus ENSCSAG00000010849
theropithecus_gelada ENSTGEG00000007672
cercocebus_atys ENSCATG00000021493
mandrillus_leucophaeus ENSMLEG00000041488
rhinopithecus_bieti ENSRBIG00000028291
rhinopithecus_roxellana ENSRROG00000045784
piliocolobus_tephrosceles ENSPTEG00000034261
colobus_angolensis_palliatus ENSCANG00000032724
pan_paniscus ENSPPAG00000015789
pan_troglodytes ENSPTRG00000043985
homo_sapiens ENSG00000147676
gorilla_gorilla ENSGGOG00000022309
pongo_abelii ENSPPYG00000018840
nomascus_leucogenys ENSNLEG00000004905
saimiri_boliviensis_boliviensis ENSSBOG00000033924
cebus_capucinus ENSCCAG00000029707
callithrix_jacchus ENSCJAG00000043157
aotus_nancymaae ENSANAG00000036466
carlito_syrichta ENSTSYG00000034219
microcebus_murinus ENSMICG00000043274
prolemur_simus ENSPSMG00000022322
propithecus_coquereli ENSPCOG00000021603
otolemur_garnettii ENSOGAG00000007648
mus_musculus ENSMUSG00000024479
mus_spicilegus ENSMSIG00000022419
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020688
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019791
mus_pahari MGP_PahariEiJ_G0019801
rattus_norvegicus ENSRNOG00000008615
rattus_norvegicus ENSRNOG00000046250
meriones_unguiculatus ENSMUGG00000013829
cricetulus_griseus_chok1gshd ENSCGRG00001020378
cricetulus_griseus_crigri-picr ENSCGRG00015026356
cricetulus_griseus_crigri ENSCGRG00000009981
peromyscus_maniculatus_bairdii ENSPEMG00000025010
microtus_ochrogaster ENSMOCG00000015886
nannospalax_galili ENSNGAG00000024116
jaculus_jaculus ENSJJAG00000017967
jaculus_jaculus ENSJJAG00000012792
heterocephalus_glaber_male ENSHGLG00100009579
heterocephalus_glaber_female ENSHGLG00000004865
fukomys_damarensis ENSFDAG00000014750
chinchilla_lanigera ENSCLAG00000010667
cavia_aperea ENSCAPG00000014557
cavia_porcellus ENSCPOG00000037155
octodon_degus ENSODEG00000001466
dipodomys_ordii ENSDORG00000023499
ictidomys_tridecemlineatus ENSSTOG00000010053
urocitellus_parryii ENSUPAG00010018087
spermophilus_dauricus ENSSDAG00000024927
marmota_marmota_marmota ENSMMMG00000000338
bos_mutus ENSBMUG00000016551
bos_taurus ENSBTAG00000011779
bison_bison_bison ENSBBBG00000014509
capra_hircus ENSCHIG00000017255
ovis_aries ENSOARG00000009525
sus_scrofa ENSSSCG00000006003
tursiops_truncatus ENSTTRG00000008680
vicugna_pacos ENSVPAG00000000763
pteropus_vampyrus ENSPVAG00000016016
sorex_araneus ENSSARG00000001514
myotis_lucifugus ENSMLUG00000006274
ursus_americanus ENSUAMG00000001208
ursus_americanus ENSUAMG00000004831
ursus_maritimus ENSUMAG00000020702
ailuropoda_melanoleuca ENSAMEG00000000406
mustela_putorius_furo ENSMPUG00000001031
neovison_vison ENSNVIG00000006659
canis_lupus_dingo ENSCAFG00020004351
canis_lupus_familiaris ENSCAFG00000000839
vulpes_vulpes ENSVVUG00000015814
panthera_tigris_altaica ENSPTIG00000012927
panthera_pardus ENSPPRG00000024870
felis_catus ENSFCAG00000014187
equus_caballus ENSECAG00000022537
equus_asinus_asinus ENSEASG00005023122
loxodonta_africana ENSLAFG00000005133
procavia_capensis ENSPCAG00000011046
sarcophilus_harrisii ENSSHAG00000016876
phascolarctos_cinereus ENSPCIG00000035914
monodelphis_domestica ENSMODG00000004011
apteryx_rowi ENSARWG00000002909
dromaius_novaehollandiae ENSDNVG00000008678
nothoprocta_perdicaria ENSNPEG00000011180
zonotrichia_albicollis ENSZALG00000014080
junco_hyemalis ENSJHYG00000007100
serinus_canaria ENSSCAG00000006916
lonchura_striata_domestica ENSLSDG00000003845
taeniopygia_guttata ENSTGUG00000012347
ficedula_albicollis ENSFALG00000002324
parus_major ENSPMJG00000011247
cyanistes_caeruleus ENSCCEG00000008388
lepidothrix_coronata ENSLCOG00000009238
manacus_vitellinus ENSMVIG00005012740
calidris_pygmaea ENSCPGG00000011715
melopsittacus_undulatus ENSMUNG00000004934
gallus_gallus ENSGALG00000040768
coturnix_japonica ENSCJPG00005005387
meleagris_gallopavo ENSMGAG00000012514
numida_meleagris ENSNMEG00000008011
anser_brachyrhynchus ENSABRG00000013618
anas_platyrhynchos_platyrhynchos ENSAPLG00000018801
apteryx_owenii ENSAOWG00000001041
apteryx_haastii ENSAHAG00000018901
calidris_pugnax ENSCPUG00000007712
crocodylus_porosus ENSCPRG00005007650
chelonoidis_abingdonii ENSCABG00000004289
gopherus_agassizii ENSGAGG00000001900
chrysemys_picta_bellii ENSCPBG00000015384
pelodiscus_sinensis ENSPSIG00000010225
pogona_vitticeps ENSPVIG00000008022
anolis_carolinensis ENSACAG00000008496
notechis_scutatus ENSNSUG00000012268
salvator_merianae ENSSMRG00000021452
sphenodon_punctatus ENSSPUG00000007401
sphenodon_punctatus ENSSPUG00000005462
xenopus_tropicalis ENSXETG00000025649
latimeria_chalumnae ENSLACG00000022298
scleropages_formosus ENSSFOG00015004637
paramormyrops_kingsleyae ENSPKIG00000019681
takifugu_rubripes ENSTRUG00000025634
tetraodon_nigroviridis ENSTNIG00000009626
mola_mola ENSMMOG00000008623
astatotilapia_calliptera ENSACLG00000013562
maylandia_zebra ENSMZEG00005025602
pundamilia_nyererei ENSPNYG00000008827
haplochromis_burtoni ENSHBUG00000011415
neolamprologus_brichardi ENSNBRG00000019909
oreochromis_niloticus ENSONIG00000007050
amphilophus_citrinellus ENSACIG00000012643
oryzias_latipes_asm223469v1 ENSORLG00015006908
oryzias_latipes ENSORLG00000023500
oryzias_latipes ENSORLG00020022643
oryzias_melastigma ENSOMEG00000013151
poecilia_formosa ENSPFOG00000008352
poecilia_mexicana ENSPMEG00000000581
poecilia_latipinna ENSPLAG00000019472
poecilia_reticulata ENSPREG00000010576
xiphophorus_maculatus ENSXMAG00000009738
xiphophorus_couchianus ENSXCOG00000016184
gambusia_affinis ENSGAFG00000001053
fundulus_heteroclitus ENSFHEG00000016791
cyprinodon_variegatus ENSCVAG00000008779
kryptolebias_marmoratus ENSKMAG00000019257
amphiprion_ocellaris ENSAOCG00000005686
amphiprion_percula ENSAPEG00000014548
acanthochromis_polyacanthus ENSAPOG00000003127
stegastes_partitus ENSSPAG00000011783
scophthalmus_maximus ENSSMAG00000003400
anabas_testudineus ENSATEG00000024059
mastacembelus_armatus ENSMAMG00000024011
monopterus_albus ENSMALG00000009111
seriola_dumerili ENSSDUG00000015527
seriola_lalandi_dorsalis ENSSLDG00000021927
labrus_bergylta ENSLBEG00000022749
gasterosteus_aculeatus ENSGACG00000006665
cynoglossus_semilaevis ENSCSEG00000003844
hippocampus_comes ENSHCOG00000010975
periophthalmus_magnuspinnatus ENSPMGG00000022577
gadus_morhua ENSGMOG00000016900
esox_lucius ENSELUG00000024226
pygocentrus_nattereri ENSPNAG00000011425
astyanax_mexicanus ENSAMXG00000040616
ictalurus_punctatus ENSIPUG00000000067
danio_rerio ENSDARG00000077637
lepisosteus_oculatus ENSLOCG00000009108
