dasypus_novemcinctus ENSDNOG00000040647
procavia_capensis ENSPCAG00000005097
microcebus_murinus ENSMICG00000007407
propithecus_coquereli ENSPCOG00000014738
otolemur_garnettii ENSOGAG00000013547
homo_sapiens ENSG00000165131
gorilla_gorilla ENSGGOG00000007995
pan_troglodytes ENSPTRG00000045781
pan_troglodytes ENSPTRG00000040976
pan_paniscus ENSPPAG00000004054
pongo_abelii ENSPPYG00000018106
nomascus_leucogenys ENSNLEG00000002902
papio_anubis ENSPANG00000033586
theropithecus_gelada ENSTGEG00000000275
macaca_nemestrina ENSMNEG00000033687
macaca_fascicularis ENSMFAG00000032025
macaca_mulatta ENSMMUG00000048894
cercocebus_atys ENSCATG00000038334
chlorocebus_sabaeus ENSCSAG00000007372
piliocolobus_tephrosceles ENSPTEG00000032775
colobus_angolensis_palliatus ENSCANG00000038776
rhinopithecus_roxellana ENSRROG00000041388
rhinopithecus_bieti ENSRBIG00000041835
saimiri_boliviensis_boliviensis ENSSBOG00000023335
cebus_capucinus ENSCCAG00000017111
callithrix_jacchus ENSCJAG00000009465
aotus_nancymaae ENSANAG00000019596
dipodomys_ordii ENSDORG00000008639
castor_canadensis ENSCCNG00000018915
peromyscus_maniculatus_bairdii ENSPEMG00000025330
microtus_ochrogaster ENSMOCG00000010984
cricetulus_griseus_chok1gshd ENSCGRG00001000156
cricetulus_griseus_crigri-picr ENSCGRG00015023483
mesocricetus_auratus ENSMAUG00000016022
mus_spicilegus ENSMSIG00000003205
mus_musculus ENSMUSG00000029867
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029282
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028277
mus_pahari MGP_PahariEiJ_G0022034
rattus_norvegicus ENSRNOG00000025618
meriones_unguiculatus ENSMUGG00000022228
nannospalax_galili ENSNGAG00000013785
chinchilla_lanigera ENSCLAG00000001692
octodon_degus ENSODEG00000014532
heterocephalus_glaber_male ENSHGLG00100005605
heterocephalus_glaber_female ENSHGLG00000008043
fukomys_damarensis ENSFDAG00000005453
cavia_porcellus ENSCPOG00000021427
ictidomys_tridecemlineatus ENSSTOG00000008360
spermophilus_dauricus ENSSDAG00000006915
urocitellus_parryii ENSUPAG00010009964
marmota_marmota_marmota ENSMMMG00000008153
oryctolagus_cuniculus ENSOCUG00000007563
ochotona_princeps ENSOPRG00000005589
pteropus_vampyrus ENSPVAG00000008831
myotis_lucifugus ENSMLUG00000010857
capra_hircus ENSCHIG00000025132
ovis_aries ENSOARG00000017160
tursiops_truncatus ENSTTRG00000007836
sus_scrofa ENSSSCG00000037471
erinaceus_europaeus ENSEEUG00000008549
canis_lupus_familiaris ENSCAFG00000029907
vulpes_vulpes ENSVVUG00000027587
ailuropoda_melanoleuca ENSAMEG00000006508
panthera_pardus ENSPPRG00000024938
panthera_tigris_altaica ENSPTIG00000008144
felis_catus ENSFCAG00000014936
equus_asinus_asinus ENSEASG00005009255
monodelphis_domestica ENSMODG00000001055
sarcophilus_harrisii ENSSHAG00000005233
