notamacropus_eugenii ENSMEUG00000001546
phascolarctos_cinereus ENSPCIG00000005896
sarcophilus_harrisii ENSSHAG00000005113
monodelphis_domestica ENSMODG00000004291
chinchilla_lanigera ENSCLAG00000005571
octodon_degus ENSODEG00000005834
cavia_porcellus ENSCPOG00000025239
cavia_aperea ENSCAPG00000012287
heterocephalus_glaber_female ENSHGLG00000008610
heterocephalus_glaber_male ENSHGLG00100006660
fukomys_damarensis ENSFDAG00000001234
ictidomys_tridecemlineatus ENSSTOG00000025476
urocitellus_parryii ENSUPAG00010023327
marmota_marmota_marmota ENSMMMG00000023987
cricetulus_griseus_chok1gshd ENSCGRG00001014685
cricetulus_griseus_crigri ENSCGRG00000005912
mesocricetus_auratus ENSMAUG00000000741
microtus_ochrogaster ENSMOCG00000018262
peromyscus_maniculatus_bairdii ENSPEMG00000029811
mus_spicilegus ENSMSIG00000017412
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026535
mus_musculus ENSMUSG00000039887
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025584
mus_pahari MGP_PahariEiJ_G0027030
rattus_norvegicus ENSRNOG00000011528
meriones_unguiculatus ENSMUGG00000019776
nannospalax_galili ENSNGAG00000012336
jaculus_jaculus ENSJJAG00000006879
dipodomys_ordii ENSDORG00000008564
oryctolagus_cuniculus ENSOCUG00000006326
ochotona_princeps ENSOPRG00000004866
prolemur_simus ENSPSMG00000010788
propithecus_coquereli ENSPCOG00000012538
microcebus_murinus ENSMICG00000037559
otolemur_garnettii ENSOGAG00000012504
pan_paniscus ENSPPAG00000040936
pan_troglodytes ENSPTRG00000000980
homo_sapiens ENSG00000172339
gorilla_gorilla ENSGGOG00000004834
pongo_abelii ENSPPYG00000001136
nomascus_leucogenys ENSNLEG00000011233
chlorocebus_sabaeus ENSCSAG00000001488
cercocebus_atys ENSCATG00000044975
macaca_fascicularis ENSMFAG00000031498
macaca_nemestrina ENSMNEG00000040144
theropithecus_gelada ENSTGEG00000024825
papio_anubis ENSPANG00000001039
mandrillus_leucophaeus ENSMLEG00000039772
rhinopithecus_bieti ENSRBIG00000043389
rhinopithecus_roxellana ENSRROG00000029069
piliocolobus_tephrosceles ENSPTEG00000026483
colobus_angolensis_palliatus ENSCANG00000028700
cebus_capucinus ENSCCAG00000021631
callithrix_jacchus ENSCJAG00000046485
saimiri_boliviensis_boliviensis ENSSBOG00000022812
aotus_nancymaae ENSANAG00000022314
tupaia_belangeri ENSTBEG00000007649
carlito_syrichta ENSTSYG00000006015
sus_scrofa ENSSSCG00000006885
vicugna_pacos ENSVPAG00000006559
tursiops_truncatus ENSTTRG00000016557
ovis_aries ENSOARG00000017495
capra_hircus ENSCHIG00000011527
bos_mutus ENSBMUG00000026306
bos_taurus ENSBTAG00000004422
bison_bison_bison ENSBBBG00000021053
ailuropoda_melanoleuca ENSAMEG00000016703
ursus_maritimus ENSUMAG00000008944
neovison_vison ENSNVIG00000019287
canis_lupus_dingo ENSCAFG00020011834
canis_lupus_familiaris ENSCAFG00000020102
vulpes_vulpes ENSVVUG00000021865
felis_catus ENSFCAG00000006021
panthera_pardus ENSPPRG00000000480
pteropus_vampyrus ENSPVAG00000014336
myotis_lucifugus ENSMLUG00000002818
equus_asinus_asinus ENSEASG00005015707
equus_caballus ENSECAG00000020146
sorex_araneus ENSSARG00000011006
erinaceus_europaeus ENSEEUG00000002748
ursus_americanus ENSUAMG00000009934
choloepus_hoffmanni ENSCHOG00000004988
dasypus_novemcinctus ENSDNOG00000016159
loxodonta_africana ENSLAFG00000010844
echinops_telfairi ENSETEG00000015872
procavia_capensis ENSPCAG00000014267
ornithorhynchus_anatinus ENSOANG00000012719
chrysemys_picta_bellii ENSCPBG00000017377
gopherus_agassizii ENSGAGG00000012950
pelodiscus_sinensis ENSPSIG00000007099
zonotrichia_albicollis ENSZALG00000007359
cyanistes_caeruleus ENSCCEG00000001570
taeniopygia_guttata ENSTGUG00000005611
manacus_vitellinus ENSMVIG00005000295
gallus_gallus ENSGALG00000005583
