manacus_vitellinus ENSMVIG00005003316
lepidothrix_coronata ENSLCOG00000006113
lonchura_striata ENSLSDG00000017723
taeniopygia_guttata ENSTGUG00000008973
taeniopygia_guttata ENSTGUG00000018401
taeniopygia_guttata ENSTGUG00000018494
serinus_canaria ENSSCAG00000004139
lonchura_striata ENSLSDG00000004063
taeniopygia_guttata ENSTGUG00000018124
taeniopygia_guttata ENSTGUG00000018411
zonotrichia_albicollis ENSZALG00000000877
junco_hyemalis ENSJHYG00000012696
parus_major ENSPMJG00000003083
cyanistes_caeruleus ENSCCEG00000019497
ficedula_albicollis ENSFALG00000000215
gallus_gallus ENSGALG00000004480
meleagris_gallopavo ENSMGAG00000005366
coturnix_japonica ENSCJPG00005014391
numida_meleagris ENSNMEG00000018454
gallus_gallus ENSGALG00000032428
coturnix_japonica ENSCJPG00005014389
numida_meleagris ENSNMEG00000018453
calidris_pygmaea ENSCPGG00000001499
calidris_pugnax ENSCPUG00000011064
anser_brachyrhynchus ENSABRG00000014936
anas_platyrhynchos ENSAPLG00000019442
melopsittacus_undulatus ENSMUNG00000014811
melopsittacus_undulatus ENSMUNG00000014810
apteryx_owenii ENSAOWG00000015738
apteryx_rowi ENSARWG00000015033
apteryx_haastii ENSAHAG00000015882
apteryx_haastii ENSAHAG00000015886
dromaius_novaehollandiae ENSDNVG00000000064
nothoprocta_perdicaria ENSNPEG00000012700
crocodylus_porosus ENSCPRG00005004100
pogona_vitticeps ENSPVIG00000010278
pogona_vitticeps ENSPVIG00000000991
anolis_carolinensis ENSACAG00000014827
notechis_scutatus ENSNSUG00000004085
salvator_merianae ENSSMRG00000017192
sphenodon_punctatus ENSSPUG00000007286
pogona_vitticeps ENSPVIG00000003973
pogona_vitticeps ENSPVIG00000002276
anolis_carolinensis ENSACAG00000014834
notechis_scutatus ENSNSUG00000012714
chelonoidis_abingdonii ENSCABG00000003227
gopherus_agassizii ENSGAGG00000009009
chrysemys_picta ENSCPBG00000016137
pelodiscus_sinensis ENSPSIG00000016276
sphenodon_punctatus ENSSPUG00000007292
notamacropus_eugenii ENSMEUG00000009267
notamacropus_eugenii ENSMEUG00000006384
phascolarctos_cinereus ENSPCIG00000034142
vombatus_ursinus ENSVURG00010012490
sarcophilus_harrisii ENSSHAG00000016204
monodelphis_domestica ENSMODG00000012696
ailuropoda_melanoleuca ENSAMEG00000019037
ursus_americanus ENSUAMG00000007375
neovison_vison ENSNVIG00000020090
mustela_putorius ENSMPUG00000008025
canis_lupus ENSCAFG00000007621
canis_lupus ENSCAFG00020019957
vulpes_vulpes ENSVVUG00000016868
panthera_tigris ENSPTIG00000017039
panthera_pardus ENSPPRG00000009538
felis_catus ENSFCAG00000034096
ovis_aries ENSOARG00000004057
capra_hircus ENSCHIG00000023412
bos_indicus ENSBIXG00000006183
bos_indicus ENSBIXG00005027595
bos_taurus ENSBTAG00000020434
