paramormyrops_kingsleyae ENSPKIG00000022173
scleropages_formosus ENSSFOG00015023388
seriola_lalandi_dorsalis ENSSLDG00000022557
mastacembelus_armatus ENSMAMG00000012011
mola_mola ENSMMOG00000000307
cynoglossus_semilaevis ENSCSEG00000005516
oryzias_melastigma ENSOMEG00000001599
ictalurus_punctatus ENSIPUG00000020962
anas_platyrhynchos_platyrhynchos ENSAPLG00000022867
numida_meleagris ENSNMEG00000019748
lonchura_striata_domestica ENSLSDG00000000884
junco_hyemalis ENSJHYG00000017434
lepidothrix_coronata ENSLCOG00000015878
calidris_pygmaea ENSCPGG00000008499
sphenodon_punctatus ENSSPUG00000006314
equus_asinus_asinus ENSEASG00005012759
equus_caballus ENSECAG00000033723
bos_taurus ENSBTAG00000055151
capra_hircus ENSCHIG00000019968
canis_lupus_dingo ENSCAFG00020017884
ursus_americanus ENSUAMG00000014534
panthera_pardus ENSPPRG00000016977
sus_scrofa ENSSSCG00000036226
meriones_unguiculatus ENSMUGG00000021752
mus_spicilegus ENSMSIG00000018516
peromyscus_maniculatus_bairdii ENSPEMG00000023802
microtus_ochrogaster ENSMOCG00000013603
cricetulus_griseus_crigri-picr ENSCGRG00015010899
cricetulus_griseus_chok1gshd ENSCGRG00001019744
mesocricetus_auratus ENSMAUG00000020090
urocitellus_parryii ENSUPAG00010011658
piliocolobus_tephrosceles ENSPTEG00000034439
pogona_vitticeps ENSPVIG00000007411
