chinchilla_lanigera ENSCLAG00000000411
octodon_degus ENSODEG00000011275
heterocephalus_glaber_male ENSHGLG00100010575
heterocephalus_glaber_female ENSHGLG00000009349
cavia_porcellus ENSCPOG00000006835
cavia_aperea ENSCAPG00000008984
otolemur_garnettii ENSOGAG00000006014
pteropus_vampyrus ENSPVAG00000007287
fukomys_damarensis ENSFDAG00000010807
ochotona_princeps ENSOPRG00000008175
panthera_tigris_altaica ENSPTIG00000006281
dasypus_novemcinctus ENSDNOG00000048510
ornithorhynchus_anatinus ENSOANG00000009122
ursus_americanus ENSUAMG00000017665
ursus_maritimus ENSUMAG00000024677
ailuropoda_melanoleuca ENSAMEG00000003333
mustela_putorius_furo ENSMPUG00000008071
neovison_vison ENSNVIG00000011588
canis_lupus_dingo ENSCAFG00020016823
canis_lupus_familiaris ENSCAFG00000002628
vulpes_vulpes ENSVVUG00000007397
panthera_pardus ENSPPRG00000010027
panthera_tigris_altaica ENSPTIG00000005859
felis_catus ENSFCAG00000025509
sorex_araneus ENSSARG00000001262
capra_hircus ENSCHIG00000021882
ovis_aries ENSOARG00000001938
bos_taurus ENSBTAG00000009512
bos_mutus ENSBMUG00000019364
tursiops_truncatus ENSTTRG00000015634
sus_scrofa ENSSSCG00000026417
equus_caballus ENSECAG00000000532
equus_asinus_asinus ENSEASG00005021072
myotis_lucifugus ENSMLUG00000014618
tupaia_belangeri ENSTBEG00000002915
gorilla_gorilla ENSGGOG00000001839
homo_sapiens ENSG00000131037
pan_paniscus ENSPPAG00000043107
pan_troglodytes ENSPTRG00000011485
pongo_abelii ENSPPYG00000010399
nomascus_leucogenys ENSNLEG00000010675
piliocolobus_tephrosceles ENSPTEG00000039671
colobus_angolensis_palliatus ENSCANG00000022095
rhinopithecus_roxellana ENSRROG00000039155
rhinopithecus_bieti ENSRBIG00000010805
macaca_fascicularis ENSMFAG00000000977
macaca_nemestrina ENSMNEG00000036737
macaca_mulatta ENSMMUG00000021945
papio_anubis ENSPANG00000023646
theropithecus_gelada ENSTGEG00000011977
cercocebus_atys ENSCATG00000021278
mandrillus_leucophaeus ENSMLEG00000012713
chlorocebus_sabaeus ENSCSAG00000001765
cebus_capucinus ENSCCAG00000035909
saimiri_boliviensis_boliviensis ENSSBOG00000021929
callithrix_jacchus ENSCJAG00000021528
aotus_nancymaae ENSANAG00000025304
carlito_syrichta ENSTSYG00000032129
propithecus_coquereli ENSPCOG00000017590
microcebus_murinus ENSMICG00000016893
prolemur_simus ENSPSMG00000006682
castor_canadensis ENSCCNG00000022446
dipodomys_ordii ENSDORG00000008033
nannospalax_galili ENSNGAG00000018836
nannospalax_galili ENSNGAG00000000920
cricetulus_griseus_crigri-picr ENSCGRG00015027593
cricetulus_griseus_chok1gshd ENSCGRG00001016460
mesocricetus_auratus ENSMAUG00000017155
peromyscus_maniculatus_bairdii ENSPEMG00000011445
mesocricetus_auratus ENSMAUG00000019917
microtus_ochrogaster ENSMOCG00000019191
mus_spicilegus ENSMSIG00000003576
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030165
mus_musculus ENSMUSG00000006154
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029112
mus_pahari MGP_PahariEiJ_G0020981
rattus_norvegicus ENSRNOG00000027942
meriones_unguiculatus ENSMUGG00000016513
urocitellus_parryii ENSUPAG00010017482
ictidomys_tridecemlineatus ENSSTOG00000023803
marmota_marmota_marmota ENSMMMG00000002374
loxodonta_africana ENSLAFG00000028030
procavia_capensis ENSPCAG00000002943
echinops_telfairi ENSETEG00000007114
ornithorhynchus_anatinus ENSOANG00000020692
fundulus_heteroclitus ENSFHEG00000021056
jaculus_jaculus ENSJJAG00000009977
jaculus_jaculus ENSJJAG00000008371
notamacropus_eugenii ENSMEUG00000013473
phascolarctos_cinereus ENSPCIG00000013236
anolis_carolinensis ENSACAG00000016875
notechis_scutatus ENSNSUG00000004153
salvator_merianae ENSSMRG00000003752
pogona_vitticeps ENSPVIG00000015393
sphenodon_punctatus ENSSPUG00000002794
gopherus_agassizii ENSGAGG00000018917
chrysemys_picta_bellii ENSCPBG00000016769
pelodiscus_sinensis ENSPSIG00000004316
latimeria_chalumnae ENSLACG00000014117
xenopus_tropicalis ENSXETG00000003193
takifugu_rubripes ENSTRUG00000016265
tetraodon_nigroviridis ENSTNIG00000012840
mola_mola ENSMMOG00000002338
labrus_bergylta ENSLBEG00000016849
scophthalmus_maximus ENSSMAG00000011995
cynoglossus_semilaevis ENSCSEG00000012501
seriola_lalandi_dorsalis ENSSLDG00000021325
seriola_dumerili ENSSDUG00000002915
mastacembelus_armatus ENSMAMG00000009025
monopterus_albus ENSMALG00000002733
anabas_testudineus ENSATEG00000014979
cyprinodon_variegatus ENSCVAG00000022874
fundulus_heteroclitus ENSFHEG00000022682
kryptolebias_marmoratus ENSKMAG00000010833
oryzias_latipes_asm223469v1 ENSORLG00015008395
oryzias_latipes ENSORLG00000008095
oryzias_latipes ENSORLG00020009966
oryzias_melastigma ENSOMEG00000015308
haplochromis_burtoni ENSHBUG00000004639
maylandia_zebra ENSMZEG00005011152
astatotilapia_calliptera ENSACLG00000012907
pundamilia_nyererei ENSPNYG00000017855
neolamprologus_brichardi ENSNBRG00000003417
oreochromis_niloticus ENSONIG00000019939
amphilophus_citrinellus ENSACIG00000000446
amphiprion_ocellaris ENSAOCG00000024244
amphiprion_percula ENSAPEG00000005927
acanthochromis_polyacanthus ENSAPOG00000007260
stegastes_partitus ENSSPAG00000011939
periophthalmus_magnuspinnatus ENSPMGG00000004367
hippocampus_comes ENSHCOG00000018155
poecilia_mexicana ENSPMEG00000019860
poecilia_latipinna ENSPLAG00000023913
poecilia_reticulata ENSPREG00000017448
poecilia_formosa ENSPFOG00000018497
xiphophorus_maculatus ENSXMAG00000018660
gambusia_affinis ENSGAFG00000020588
gadus_morhua ENSGMOG00000003017
gasterosteus_aculeatus ENSGACG00000008640
esox_lucius ENSELUG00000010639
pygocentrus_nattereri ENSPNAG00000018984
ictalurus_punctatus ENSIPUG00000005797
danio_rerio ENSDARG00000003313
scleropages_formosus ENSSFOG00015016808
paramormyrops_kingsleyae ENSPKIG00000009674
amphiprion_ocellaris ENSAOCG00000018647
amphiprion_percula ENSAPEG00000016249
acanthochromis_polyacanthus ENSAPOG00000012953
stegastes_partitus ENSSPAG00000009589
oryzias_latipes_asm223469v1 ENSORLG00015003511
oryzias_latipes ENSORLG00020013863
oryzias_latipes ENSORLG00000011245
oryzias_melastigma ENSOMEG00000016537
cynoglossus_semilaevis ENSCSEG00000013687
takifugu_rubripes ENSTRUG00000005442
