pogona_vitticeps ENSPVIG00000020845
anolis_carolinensis ENSACAG00000008072
salvator_merianae ENSSMRG00000001026
sphenodon_punctatus ENSSPUG00000006272
gopherus_agassizii ENSGAGG00000000810
chelonoidis_abingdonii ENSCABG00000018002
chrysemys_picta_bellii ENSCPBG00000004900
pelodiscus_sinensis ENSPSIG00000002250
apteryx_owenii ENSAOWG00000005843
apteryx_rowi ENSARWG00000014859
apteryx_haastii ENSAHAG00000019049
dromaius_novaehollandiae ENSDNVG00000012739
nothoprocta_perdicaria ENSNPEG00000013011
taeniopygia_guttata ENSTGUG00000013575
taeniopygia_guttata ENSTGUG00000017110
lonchura_striata_domestica ENSLSDG00000002034
serinus_canaria ENSSCAG00000016581
zonotrichia_albicollis ENSZALG00000015421
junco_hyemalis ENSJHYG00000009505
cyanistes_caeruleus ENSCCEG00000018050
parus_major ENSPMJG00000012100
ficedula_albicollis ENSFALG00000006254
lepidothrix_coronata ENSLCOG00000003421
manacus_vitellinus ENSMVIG00005005939
calidris_pugnax ENSCPUG00000014606
anas_platyrhynchos_platyrhynchos ENSAPLG00000024675
numida_meleagris ENSNMEG00000002599
coturnix_japonica ENSCJPG00005003511
anser_brachyrhynchus ENSABRG00000002816
anas_platyrhynchos_platyrhynchos ENSAPLG00000016987
calidris_pygmaea ENSCPGG00000000354
sus_scrofa ENSSSCG00000036887
sorex_araneus ENSSARG00000006387
oryctolagus_cuniculus ENSOCUG00000017356
ochotona_princeps ENSOPRG00000012589
tupaia_belangeri ENSTBEG00000012325
ursus_americanus ENSUAMG00000023595
ursus_maritimus ENSUMAG00000008697
ailuropoda_melanoleuca ENSAMEG00000005592
neovison_vison ENSNVIG00000020719
mustela_putorius_furo ENSMPUG00000010173
canis_lupus_dingo ENSCAFG00020003227
canis_lupus_familiaris ENSCAFG00000005720
vulpes_vulpes ENSVVUG00000024879
panthera_tigris_altaica ENSPTIG00000010499
panthera_pardus ENSPPRG00000000557
felis_catus ENSFCAG00000005325
bos_mutus ENSBMUG00000018178
bos_taurus ENSBTAG00000001280
bison_bison_bison ENSBBBG00000012470
ovis_aries ENSOARG00000005285
capra_hircus ENSCHIG00000027032
tursiops_truncatus ENSTTRG00000009974
vicugna_pacos ENSVPAG00000002505
pteropus_vampyrus ENSPVAG00000002495
myotis_lucifugus ENSMLUG00000005040
erinaceus_europaeus ENSEEUG00000014773
equus_asinus_asinus ENSEASG00005000496
equus_caballus ENSECAG00000011419
cebus_capucinus ENSCCAG00000032490
saimiri_boliviensis_boliviensis ENSSBOG00000031007
cebus_capucinus ENSCCAG00000015037
callithrix_jacchus ENSCJAG00000015121
aotus_nancymaae ENSANAG00000032809
saimiri_boliviensis_boliviensis ENSSBOG00000033133
rhinopithecus_bieti ENSRBIG00000027633
rhinopithecus_roxellana ENSRROG00000041613
chlorocebus_sabaeus ENSCSAG00000004140
macaca_nemestrina ENSMNEG00000032568
piliocolobus_tephrosceles ENSPTEG00000020162
colobus_angolensis_palliatus ENSCANG00000008937
papio_anubis ENSPANG00000007467
theropithecus_gelada ENSTGEG00000025770
macaca_fascicularis ENSMFAG00000039603
macaca_mulatta ENSMMUG00000005423
cercocebus_atys ENSCATG00000044266
mandrillus_leucophaeus ENSMLEG00000015735
pan_troglodytes ENSPTRG00000004035
nomascus_leucogenys ENSNLEG00000017196
homo_sapiens ENSG00000162129
gorilla_gorilla ENSGGOG00000006057
pan_paniscus ENSPPAG00000016490
pongo_abelii ENSPPYG00000003651
carlito_syrichta ENSTSYG00000006627
propithecus_coquereli ENSPCOG00000025816
microcebus_murinus ENSMICG00000011735
prolemur_simus ENSPSMG00000012111
otolemur_garnettii ENSOGAG00000015338
chinchilla_lanigera ENSCLAG00000016849
octodon_degus ENSODEG00000009124
cavia_porcellus ENSCPOG00000005865
cavia_aperea ENSCAPG00000017837
heterocephalus_glaber_female ENSHGLG00000015505
heterocephalus_glaber_male ENSHGLG00100002206
fukomys_damarensis ENSFDAG00000012816
urocitellus_parryii ENSUPAG00010019765
ictidomys_tridecemlineatus ENSSTOG00000004769
spermophilus_dauricus ENSSDAG00000021041
marmota_marmota_marmota ENSMMMG00000011769
castor_canadensis ENSCCNG00000007203
dipodomys_ordii ENSDORG00000000660
peromyscus_maniculatus_bairdii ENSPEMG00000008808
microtus_ochrogaster ENSMOCG00000020605
cricetulus_griseus_chok1gshd ENSCGRG00001003280
cricetulus_griseus_crigri-picr ENSCGRG00015016330
cricetulus_griseus_crigri ENSCGRG00000000998
mesocricetus_auratus ENSMAUG00000019071
mus_spicilegus ENSMSIG00000028373
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031175
mus_musculus ENSMUSG00000001829
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030064
mus_pahari MGP_PahariEiJ_G0013285
rattus_norvegicus ENSRNOG00000019693
meriones_unguiculatus ENSMUGG00000021038
nannospalax_galili ENSNGAG00000020409
jaculus_jaculus ENSJJAG00000010825
loxodonta_africana ENSLAFG00000011447
procavia_capensis ENSPCAG00000006883
echinops_telfairi ENSETEG00000002943
choloepus_hoffmanni ENSCHOG00000012872
dasypus_novemcinctus ENSDNOG00000000153
phascolarctos_cinereus ENSPCIG00000021617
notamacropus_eugenii ENSMEUG00000012097
sarcophilus_harrisii ENSSHAG00000002899
monodelphis_domestica ENSMODG00000007937
ornithorhynchus_anatinus ENSOANG00000008149
xenopus_tropicalis ENSXETG00000010507
latimeria_chalumnae ENSLACG00000008436
paramormyrops_kingsleyae ENSPKIG00000022857
scleropages_formosus ENSSFOG00015016160
lepisosteus_oculatus ENSLOCG00000007715
astyanax_mexicanus ENSAMXG00000043101
pygocentrus_nattereri ENSPNAG00000026147
ictalurus_punctatus ENSIPUG00000006208
ictalurus_punctatus ENSIPUG00000001997
ictalurus_punctatus ENSIPUG00000006981
danio_rerio ENSDARG00000088463
seriola_lalandi_dorsalis ENSSLDG00000020646
hippocampus_comes ENSHCOG00000014092
maylandia_zebra ENSMZEG00005007555
astatotilapia_calliptera ENSACLG00000007797
haplochromis_burtoni ENSHBUG00000015426
neolamprologus_brichardi ENSNBRG00000004368
oreochromis_niloticus ENSONIG00000016731
scophthalmus_maximus ENSSMAG00000019669
gasterosteus_aculeatus ENSGACG00000007783
amphiprion_ocellaris ENSAOCG00000007353
amphiprion_percula ENSAPEG00000017558
acanthochromis_polyacanthus ENSAPOG00000002293
stegastes_partitus ENSSPAG00000020158
monopterus_albus ENSMALG00000002472
xiphophorus_maculatus ENSXMAG00000011076
gambusia_affinis ENSGAFG00000008257
poecilia_formosa ENSPFOG00000008997
poecilia_latipinna ENSPLAG00000018334
