salvator_merianae ENSSMRG00000010531
anolis_carolinensis ENSACAG00000011324
notechis_scutatus ENSNSUG00000016372
notechis_scutatus ENSNSUG00000016373
pogona_vitticeps ENSPVIG00000023874
pogona_vitticeps ENSPVIG00000023876
ciona_intestinalis ENSCING00000023531
ciona_intestinalis ENSCING00000007062
ciona_savignyi ENSCSAVG00000006359
petromyzon_marinus ENSPMAG00000009122
gallus_gallus ENSGALG00000051263
gallus_gallus ENSGALG00000049176
gallus_gallus ENSGALG00000011177
coturnix_japonica ENSCJPG00005004813
coturnix_japonica ENSCJPG00005004825
meleagris_gallopavo ENSMGAG00000011158
numida_meleagris ENSNMEG00000005705
anser_brachyrhynchus ENSABRG00000010277
anas_platyrhynchos_platyrhynchos ENSAPLG00000011991
zonotrichia_albicollis ENSZALG00000010290
junco_hyemalis ENSJHYG00000010584
serinus_canaria ENSSCAG00000007595
taeniopygia_guttata ENSTGUG00000007963
ficedula_albicollis ENSFALG00000010610
cyanistes_caeruleus ENSCCEG00000010490
parus_major ENSPMJG00000012693
manacus_vitellinus ENSMVIG00005002577
lepidothrix_coronata ENSLCOG00000008063
calidris_pygmaea ENSCPGG00000001798
calidris_pugnax ENSCPUG00000002820
apteryx_haastii ENSAHAG00000006805
apteryx_haastii ENSAHAG00000006792
apteryx_owenii ENSAOWG00000016336
apteryx_rowi ENSARWG00000004657
dromaius_novaehollandiae ENSDNVG00000018452
crocodylus_porosus ENSCPRG00005002831
chelonoidis_abingdonii ENSCABG00000015683
chelonoidis_abingdonii ENSCABG00000015680
gopherus_agassizii ENSGAGG00000019629
chrysemys_picta_bellii ENSCPBG00000000104
pelodiscus_sinensis ENSPSIG00000002914
nothoprocta_perdicaria ENSNPEG00000008993
nothoprocta_perdicaria ENSNPEG00000008991
lonchura_striata_domestica ENSLSDG00000016703
cyanistes_caeruleus ENSCCEG00000008336
kryptolebias_marmoratus ENSKMAG00000018667
paramormyrops_kingsleyae ENSPKIG00000024226
scleropages_formosus ENSSFOG00015013723
oryzias_melastigma ENSOMEG00000007709
oryzias_melastigma ENSOMEG00000007695
oryzias_latipes ENSORLG00020013028
oryzias_latipes ENSORLG00000022320
oryzias_latipes ENSORLG00020007879
