apteryx_owenii ENSAOWG00000007191
apteryx_rowi ENSARWG00000008233
apteryx_haastii ENSAHAG00000014166
dromaius_novaehollandiae ENSDNVG00000018374
nothoprocta_perdicaria ENSNPEG00000001167
gallus_gallus ENSGALG00000016776
coturnix_japonica ENSCJPG00005001297
meleagris_gallopavo ENSMGAG00000014801
numida_meleagris ENSNMEG00000017650
anser_brachyrhynchus ENSABRG00000011315
anas_platyrhynchos ENSAPLG00000000969
lepidothrix_coronata ENSLCOG00000015031
manacus_vitellinus ENSMVIG00005017873
lonchura_striata ENSLSDG00000016464
taeniopygia_guttata ENSTGUG00000009966
serinus_canaria ENSSCAG00000000065
junco_hyemalis ENSJHYG00000018297
zonotrichia_albicollis ENSZALG00000009675
ficedula_albicollis ENSFALG00000003811
parus_major ENSPMJG00000015188
cyanistes_caeruleus ENSCCEG00000020894
melopsittacus_undulatus ENSMUNG00000013029
calidris_pygmaea ENSCPGG00000017538
calidris_pugnax ENSCPUG00000004469
crocodylus_porosus ENSCPRG00005012439
gopherus_agassizii ENSGAGG00000004286
chelonoidis_abingdonii ENSCABG00000005863
chrysemys_picta ENSCPBG00000007356
pelodiscus_sinensis ENSPSIG00000017478
pogona_vitticeps ENSPVIG00000010399
anolis_carolinensis ENSACAG00000007732
notechis_scutatus ENSNSUG00000002241
salvator_merianae ENSSMRG00000021508
sphenodon_punctatus ENSSPUG00000012165
phascolarctos_cinereus ENSPCIG00000013883
vombatus_ursinus ENSVURG00010002280
notamacropus_eugenii ENSMEUG00000000971
sarcophilus_harrisii ENSSHAG00000011726
monodelphis_domestica ENSMODG00000001724
procavia_capensis ENSPCAG00000004819
loxodonta_africana ENSLAFG00000016341
echinops_telfairi ENSETEG00000008232
cavia_porcellus ENSCPOG00000027502
cavia_aperea ENSCAPG00000005601
chinchilla_lanigera ENSCLAG00000013253
octodon_degus ENSODEG00000010987
heterocephalus_glaber ENSHGLG00000005052
heterocephalus_glaber ENSHGLG00100003099
fukomys_damarensis ENSFDAG00000005643
sorex_araneus ENSSARG00000001040
bos_indicus ENSBIXG00005001459
bos_indicus ENSBIXG00000021516
bos_taurus ENSBTAG00000025898
bison_bison ENSBBBG00000022871
bos_mutus ENSBMUG00000021981
capra_hircus ENSCHIG00000023795
