paramormyrops_kingsleyae ENSPKIG00000019386
scleropages_formosus ENSSFOG00015015712
mastacembelus_armatus ENSMAMG00000013321
monopterus_albus ENSMALG00000021353
anabas_testudineus ENSATEG00000021278
labrus_bergylta ENSLBEG00000024186
gasterosteus_aculeatus ENSGACG00000004300
mola_mola ENSMMOG00000012931
seriola_dumerili ENSSDUG00000022792
seriola_lalandi_dorsalis ENSSLDG00000003254
scophthalmus_maximus ENSSMAG00000007133
takifugu_rubripes ENSTRUG00000020924
tetraodon_nigroviridis ENSTNIG00000015387
cynoglossus_semilaevis ENSCSEG00000019924
periophthalmus_magnuspinnatus ENSPMGG00000013060
poecilia_formosa ENSPFOG00000014446
poecilia_latipinna ENSPLAG00000014623
poecilia_mexicana ENSPMEG00000020067
poecilia_reticulata ENSPREG00000010394
xiphophorus_couchianus ENSXCOG00000001529
xiphophorus_maculatus ENSXMAG00000014206
gambusia_affinis ENSGAFG00000017377
fundulus_heteroclitus ENSFHEG00000006935
cyprinodon_variegatus ENSCVAG00000019484
kryptolebias_marmoratus ENSKMAG00000004713
oryzias_latipes ENSORLG00020006632
oryzias_latipes ENSORLG00000002095
oryzias_latipes_asm223469v1 ENSORLG00015016375
oryzias_melastigma ENSOMEG00000016645
amphiprion_percula ENSAPEG00000016524
amphiprion_ocellaris ENSAOCG00000023576
acanthochromis_polyacanthus ENSAPOG00000005857
stegastes_partitus ENSSPAG00000008124
pundamilia_nyererei ENSPNYG00000007278
haplochromis_burtoni ENSHBUG00000000370
maylandia_zebra ENSMZEG00005010536
astatotilapia_calliptera ENSACLG00000010164
neolamprologus_brichardi ENSNBRG00000020654
oreochromis_niloticus ENSONIG00000014323
amphilophus_citrinellus ENSACIG00000018915
hippocampus_comes ENSHCOG00000006823
gadus_morhua ENSGMOG00000007251
esox_lucius ENSELUG00000004259
astyanax_mexicanus ENSAMXG00000034085
pygocentrus_nattereri ENSPNAG00000025612
ictalurus_punctatus ENSIPUG00000004917
danio_rerio ENSDARG00000002720
lepisosteus_oculatus ENSLOCG00000011049
phascolarctos_cinereus ENSPCIG00000027448
notamacropus_eugenii ENSMEUG00000002833
sarcophilus_harrisii ENSSHAG00000013388
monodelphis_domestica ENSMODG00000001789
pan_troglodytes ENSPTRG00000016982
pan_paniscus ENSPPAG00000031829
homo_sapiens ENSG00000164338
gorilla_gorilla ENSGGOG00000003301
pongo_abelii ENSPPYG00000015550
nomascus_leucogenys ENSNLEG00000004753
macaca_fascicularis ENSMFAG00000031908
macaca_mulatta ENSMMUG00000023514
macaca_nemestrina ENSMNEG00000032169
papio_anubis ENSPANG00000009302
cercocebus_atys ENSCATG00000008006
theropithecus_gelada ENSTGEG00000020894
mandrillus_leucophaeus ENSMLEG00000038816
chlorocebus_sabaeus ENSCSAG00000015499
rhinopithecus_roxellana ENSRROG00000034462
rhinopithecus_bieti ENSRBIG00000031078
piliocolobus_tephrosceles ENSPTEG00000004074
colobus_angolensis_palliatus ENSCANG00000034698
callithrix_jacchus ENSCJAG00000016617
saimiri_boliviensis_boliviensis ENSSBOG00000035374
cebus_capucinus ENSCCAG00000033397
aotus_nancymaae ENSANAG00000033884
carlito_syrichta ENSTSYG00000008265
microcebus_murinus ENSMICG00000011813
microcebus_murinus ENSMICG00000037267
prolemur_simus ENSPSMG00000018795
otolemur_garnettii ENSOGAG00000000388
castor_canadensis ENSCCNG00000024600
tupaia_belangeri ENSTBEG00000009170
sus_scrofa ENSSSCG00000014068
vicugna_pacos ENSVPAG00000009611
tursiops_truncatus ENSTTRG00000007294
bos_mutus ENSBMUG00000023174
bos_taurus ENSBTAG00000006843
bison_bison_bison ENSBBBG00000014173
capra_hircus ENSCHIG00000016936
ovis_aries ENSOARG00000004869
equus_caballus ENSECAG00000019428
equus_asinus_asinus ENSEASG00005018111
mustela_putorius_furo ENSMPUG00000005850
neovison_vison ENSNVIG00000014499
ursus_maritimus ENSUMAG00000007568
ursus_americanus ENSUAMG00000019538
ailuropoda_melanoleuca ENSAMEG00000011501
canis_lupus_dingo ENSCAFG00020017037
canis_lupus_familiaris ENSCAFG00000008250
vulpes_vulpes ENSVVUG00000007505
panthera_pardus ENSPPRG00000003745
panthera_tigris_altaica ENSPTIG00000014484
felis_catus ENSFCAG00000026085
myotis_lucifugus ENSMLUG00000008483
pteropus_vampyrus ENSPVAG00000007162
sorex_araneus ENSSARG00000011860
cricetulus_griseus_crigri ENSCGRG00000002234
cricetulus_griseus_chok1gshd ENSCGRG00001013836
cricetulus_griseus_crigri-picr ENSCGRG00015008901
mesocricetus_auratus ENSMAUG00000018838
peromyscus_maniculatus_bairdii ENSPEMG00000012771
microtus_ochrogaster ENSMOCG00000000493
mus_spicilegus ENSMSIG00000028561
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019700
mus_musculus ENSMUSG00000041747
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018818
mus_pahari MGP_PahariEiJ_G0015893
rattus_norvegicus ENSRNOG00000016591
meriones_unguiculatus ENSMUGG00000010168
nannospalax_galili ENSNGAG00000022574
jaculus_jaculus ENSJJAG00000013122
jaculus_jaculus ENSJJAG00000000395
dipodomys_ordii ENSDORG00000004399
cavia_porcellus ENSCPOG00000006669
cavia_aperea ENSCAPG00000000279
chinchilla_lanigera ENSCLAG00000016531
octodon_degus ENSODEG00000001962
heterocephalus_glaber_male ENSHGLG00100005426
heterocephalus_glaber_female ENSHGLG00000000745
fukomys_damarensis ENSFDAG00000006305
urocitellus_parryii ENSUPAG00010015100
marmota_marmota_marmota ENSMMMG00000002211
ictidomys_tridecemlineatus ENSSTOG00000027733
spermophilus_dauricus ENSSDAG00000007054
oryctolagus_cuniculus ENSOCUG00000000617
ochotona_princeps ENSOPRG00000012979
erinaceus_europaeus ENSEEUG00000010048
choloepus_hoffmanni ENSCHOG00000013907
dasypus_novemcinctus ENSDNOG00000043156
procavia_capensis ENSPCAG00000012880
echinops_telfairi ENSETEG00000013977
loxodonta_africana ENSLAFG00000002596
ornithorhynchus_anatinus ENSOANG00000008695
apteryx_owenii ENSAOWG00000007444
apteryx_haastii ENSAHAG00000012248
apteryx_rowi ENSARWG00000014544
dromaius_novaehollandiae ENSDNVG00000013104
nothoprocta_perdicaria ENSNPEG00000015926
gallus_gallus ENSGALG00000013510
meleagris_gallopavo ENSMGAG00000001937
coturnix_japonica ENSCJPG00005002000
numida_meleagris ENSNMEG00000008574
anser_brachyrhynchus ENSABRG00000000158
anas_platyrhynchos_platyrhynchos ENSAPLG00000008503
calidris_pygmaea ENSCPGG00000005712
calidris_pugnax ENSCPUG00000010931
melopsittacus_undulatus ENSMUNG00000015951
lepidothrix_coronata ENSLCOG00000000849
manacus_vitellinus ENSMVIG00005014300
taeniopygia_guttata ENSTGUG00000005903
lonchura_striata_domestica ENSLSDG00000014231
serinus_canaria ENSSCAG00000004749
zonotrichia_albicollis ENSZALG00000016543
ficedula_albicollis ENSFALG00000010206
parus_major ENSPMJG00000016171
cyanistes_caeruleus ENSCCEG00000016335
crocodylus_porosus ENSCPRG00005000829
chelonoidis_abingdonii ENSCABG00000022098
gopherus_agassizii ENSGAGG00000006599
chrysemys_picta_bellii ENSCPBG00000000540
pelodiscus_sinensis ENSPSIG00000014028
pogona_vitticeps ENSPVIG00000025327
anolis_carolinensis ENSACAG00000009351
notechis_scutatus ENSNSUG00000010848
salvator_merianae ENSSMRG00000006104
sphenodon_punctatus ENSSPUG00000000063
xenopus_tropicalis ENSXETG00000016821
latimeria_chalumnae ENSLACG00000003219
petromyzon_marinus ENSPMAG00000001546
eptatretus_burgeri ENSEBUG00000001632
ciona_intestinalis ENSCING00000005314
drosophila_melanogaster FBgn0023527
caenorhabditis_elegans_strain_n2 WBGene00021276
saccharomyces_cerevisiae YMR093W
