poecilia_latipinna ENSPLAG00000008257
poecilia_mexicana ENSPMEG00000012289
gambusia_affinis ENSGAFG00000010517
xiphophorus_maculatus ENSXMAG00000028662
xiphophorus_couchianus ENSXCOG00000019138
cyprinodon_variegatus ENSCVAG00000007734
kryptolebias_marmoratus ENSKMAG00000010537
oryzias_latipes ENSORLG00000024080
oryzias_latipes ENSORLG00020002590
amphiprion_percula ENSAPEG00000009773
amphiprion_ocellaris ENSAOCG00000010419
stegastes_partitus ENSSPAG00000004517
haplochromis_burtoni ENSHBUG00000020959
pundamilia_nyererei ENSPNYG00000015633
astatotilapia_calliptera ENSACLG00000026366
maylandia_zebra ENSMZEG00005002190
neolamprologus_brichardi ENSNBRG00000015316
seriola_dumerili ENSSDUG00000000735
seriola_lalandi_dorsalis ENSSLDG00000001258
mastacembelus_armatus ENSMAMG00000004911
takifugu_rubripes ENSTRUG00000021730
periophthalmus_magnuspinnatus ENSPMGG00000018786
esox_lucius ENSELUG00000019040
