latimeria_chalumnae ENSLACG00000000274
xenopus_tropicalis ENSXETG00000013194
pygocentrus_nattereri ENSPNAG00000010841
astyanax_mexicanus ENSAMXG00000002368
ictalurus_punctatus ENSIPUG00000007450
danio_rerio ENSDARG00000035264
amphiprion_percula ENSAPEG00000020853
amphiprion_ocellaris ENSAOCG00000021840
acanthochromis_polyacanthus ENSAPOG00000011797
stegastes_partitus ENSSPAG00000016554
astatotilapia_calliptera ENSACLG00000002755
neolamprologus_brichardi ENSNBRG00000004317
maylandia_zebra ENSMZEG00005017067
haplochromis_burtoni ENSHBUG00000010705
pundamilia_nyererei ENSPNYG00000018868
oreochromis_niloticus ENSONIG00000013689
amphilophus_citrinellus ENSACIG00000020646
seriola_dumerili ENSSDUG00000014891
seriola_lalandi_dorsalis ENSSLDG00000001926
anabas_testudineus ENSATEG00000005671
labrus_bergylta ENSLBEG00000015421
mastacembelus_armatus ENSMAMG00000013310
monopterus_albus ENSMALG00000011266
scophthalmus_maximus ENSSMAG00000010529
takifugu_rubripes ENSTRUG00000011455
tetraodon_nigroviridis ENSTNIG00000015401
mola_mola ENSMMOG00000018155
gasterosteus_aculeatus ENSGACG00000009754
fundulus_heteroclitus ENSFHEG00000010950
cyprinodon_variegatus ENSCVAG00000012034
poecilia_formosa ENSPFOG00000017064
poecilia_mexicana ENSPMEG00000007622
poecilia_latipinna ENSPLAG00000003043
poecilia_reticulata ENSPREG00000002255
xiphophorus_maculatus ENSXMAG00000007425
xiphophorus_couchianus ENSXCOG00000016879
gambusia_affinis ENSGAFG00000012056
kryptolebias_marmoratus ENSKMAG00000013229
oryzias_latipes_asm223469v1 ENSORLG00015001085
oryzias_latipes ENSORLG00020011553
oryzias_melastigma ENSOMEG00000004617
cynoglossus_semilaevis ENSCSEG00000014204
hippocampus_comes ENSHCOG00000015555
periophthalmus_magnuspinnatus ENSPMGG00000021822
gadus_morhua ENSGMOG00000011354
esox_lucius ENSELUG00000011239
scleropages_formosus ENSSFOG00015005966
paramormyrops_kingsleyae ENSPKIG00000016220
lepisosteus_oculatus ENSLOCG00000006432
anolis_carolinensis ENSACAG00000011858
pogona_vitticeps ENSPVIG00000025640
notechis_scutatus ENSNSUG00000007871
salvator_merianae ENSSMRG00000008088
sphenodon_punctatus ENSSPUG00000003509
apteryx_haastii ENSAHAG00000011243
apteryx_rowi ENSARWG00000011474
apteryx_owenii ENSAOWG00000018808
dromaius_novaehollandiae ENSDNVG00000004488
nothoprocta_perdicaria ENSNPEG00000014303
calidris_pugnax ENSCPUG00000014762
calidris_pygmaea ENSCPGG00000006995
melopsittacus_undulatus ENSMUNG00000003695
serinus_canaria ENSSCAG00000005807
zonotrichia_albicollis ENSZALG00000009448
ficedula_albicollis ENSFALG00000010277
taeniopygia_guttata ENSTGUG00000001223
lonchura_striata_domestica ENSLSDG00000009035
cyanistes_caeruleus ENSCCEG00000009679
parus_major ENSPMJG00000012738
lepidothrix_coronata ENSLCOG00000008112
manacus_vitellinus ENSMVIG00005018857
coturnix_japonica ENSCJPG00005011868
meleagris_gallopavo ENSMGAG00000006986
gallus_gallus ENSGALG00000015288
numida_meleagris ENSNMEG00000002475
anser_brachyrhynchus ENSABRG00000010511
crocodylus_porosus ENSCPRG00005005350
gopherus_agassizii ENSGAGG00000013791
chelonoidis_abingdonii ENSCABG00000021163
chrysemys_picta_bellii ENSCPBG00000015732
pelodiscus_sinensis ENSPSIG00000013238
bos_mutus ENSBMUG00000019947
bos_taurus ENSBTAG00000011763
bison_bison_bison ENSBBBG00000021102
ovis_aries ENSOARG00000018138
capra_hircus ENSCHIG00000016709
tursiops_truncatus ENSTTRG00000010640
vicugna_pacos ENSVPAG00000001542
ursus_americanus ENSUAMG00000008585
ursus_maritimus ENSUMAG00000006726
ailuropoda_melanoleuca ENSAMEG00000014615
mustela_putorius_furo ENSMPUG00000004450
neovison_vison ENSNVIG00000002146
canis_lupus_familiaris ENSCAFG00000007745
canis_lupus_dingo ENSCAFG00020011453
vulpes_vulpes ENSVVUG00000020170
panthera_pardus ENSPPRG00000000169
panthera_tigris_altaica ENSPTIG00000008344
felis_catus ENSFCAG00000024077
myotis_lucifugus ENSMLUG00000016113
pteropus_vampyrus ENSPVAG00000016658
equus_asinus_asinus ENSEASG00005018799
equus_caballus ENSECAG00000018441
erinaceus_europaeus ENSEEUG00000013535
echinops_telfairi ENSETEG00000013220
loxodonta_africana ENSLAFG00000000919
procavia_capensis ENSPCAG00000006508
dasypus_novemcinctus ENSDNOG00000037305
choloepus_hoffmanni ENSCHOG00000003803
mus_spicilegus ENSMSIG00000012933
mus_musculus ENSMUSG00000116564
rattus_norvegicus ENSRNOG00000012692
meriones_unguiculatus ENSMUGG00000026826
cricetulus_griseus_chok1gshd ENSCGRG00001000871
cricetulus_griseus_crigri ENSCGRG00000008541
cricetulus_griseus_crigri-picr ENSCGRG00015015402
mesocricetus_auratus ENSMAUG00000019527
microtus_ochrogaster ENSMOCG00000004230
peromyscus_maniculatus_bairdii ENSPEMG00000018872
nannospalax_galili ENSNGAG00000017971
castor_canadensis ENSCCNG00000015985
heterocephalus_glaber_male ENSHGLG00100014700
heterocephalus_glaber_female ENSHGLG00000021161
heterocephalus_glaber_female ENSHGLG00000009139
fukomys_damarensis ENSFDAG00000015288
cavia_porcellus ENSCPOG00000010551
cavia_aperea ENSCAPG00000006762
chinchilla_lanigera ENSCLAG00000006790
dipodomys_ordii ENSDORG00000016345
ictidomys_tridecemlineatus ENSSTOG00000006659
spermophilus_dauricus ENSSDAG00000007735
urocitellus_parryii ENSUPAG00010004286
marmota_marmota_marmota ENSMMMG00000007539
oryctolagus_cuniculus ENSOCUG00000001656
ochotona_princeps ENSOPRG00000015838
carlito_syrichta ENSTSYG00000001916
otolemur_garnettii ENSOGAG00000008467
jaculus_jaculus ENSJJAG00000016582
propithecus_coquereli ENSPCOG00000024315
microcebus_murinus ENSMICG00000037437
prolemur_simus ENSPSMG00000008408
macaca_nemestrina ENSMNEG00000029708
macaca_fascicularis ENSMFAG00000033056
macaca_mulatta ENSMMUG00000000307
chlorocebus_sabaeus ENSCSAG00000014233
mandrillus_leucophaeus ENSMLEG00000040038
papio_anubis ENSPANG00000011977
cercocebus_atys ENSCATG00000035047
theropithecus_gelada ENSTGEG00000007041
rhinopithecus_bieti ENSRBIG00000030658
rhinopithecus_roxellana ENSRROG00000039203
piliocolobus_tephrosceles ENSPTEG00000016260
colobus_angolensis_palliatus ENSCANG00000042169
gorilla_gorilla ENSGGOG00000022136
homo_sapiens ENSG00000058729
pan_troglodytes ENSPTRG00000017100
pan_paniscus ENSPPAG00000027414
pongo_abelii ENSPPYG00000015654
nomascus_leucogenys ENSNLEG00000014474
saimiri_boliviensis_boliviensis ENSSBOG00000032152
cebus_capucinus ENSCCAG00000025712
callithrix_jacchus ENSCJAG00000040045
aotus_nancymaae ENSANAG00000015977
sus_scrofa ENSSSCG00000036529
canis_lupus_dingo ENSCAFG00020015532
sorex_araneus ENSSARG00000001798
piliocolobus_tephrosceles ENSPTEG00000011356
phascolarctos_cinereus ENSPCIG00000012335
notamacropus_eugenii ENSMEUG00000010529
sarcophilus_harrisii ENSSHAG00000006935
