xiphophorus_maculatus ENSXMAG00000005078
poecilia_reticulata ENSPREG00000000506
cyprinodon_variegatus ENSCVAG00000010921
oryzias_latipes ENSORLG00000013685
oryzias_latipes ENSORLG00015022548
oryzias_latipes ENSORLG00020021743
oryzias_melastigma ENSOMEG00000009515
gouania_willdenowi ENSGWIG00000005784
amphiprion_ocellaris ENSAOCG00000004874
amphiprion_percula ENSAPEG00000018317
acanthochromis_polyacanthus ENSAPOG00000017303
stegastes_partitus ENSSPAG00000017130
parambassis_ranga ENSPRNG00000000012
haplochromis_burtoni ENSHBUG00000021303
pundamilia_nyererei ENSPNYG00000005694
astatotilapia_calliptera ENSACLG00000015887
maylandia_zebra ENSMZEG00005009937
oreochromis_niloticus ENSONIG00000018880
neolamprologus_brichardi ENSNBRG00000020059
mastacembelus_armatus ENSMAMG00000008427
monopterus_albus ENSMALG00000002485
anabas_testudineus ENSATEG00000021733
lates_calcarifer ENSLCAG00010000484
scophthalmus_maximus ENSSMAG00000007794
larimichthys_crocea ENSLCRG00005000995
mola_mola ENSMMOG00000007416
cottoperca_gobio ENSCGOG00000013433
gasterosteus_aculeatus ENSGACG00000019151
takifugu_rubripes ENSTRUG00000021931
cynoglossus_semilaevis ENSCSEG00000011351
periophthalmus_magnuspinnatus ENSPMGG00000007437
hucho_hucho ENSHHUG00000024870
hucho_hucho ENSHHUG00000021786
electrophorus_electricus ENSEEEG00000011062
ictalurus_punctatus ENSIPUG00000015768
pygocentrus_nattereri ENSPNAG00000029948
astyanax_mexicanus ENSAMXG00005005717
danio_rerio ENSDARG00000010873
denticeps_clupeoides ENSDCDG00000031724
clupea_harengus ENSCHAG00000006115
clupea_harengus ENSCHAG00000010703
paramormyrops_kingsleyae ENSPKIG00000007831
scleropages_formosus ENSSFOG00015012308
paramormyrops_kingsleyae ENSPKIG00000002575
gasterosteus_aculeatus ENSGACG00000007357
gasterosteus_aculeatus ENSGACG00000007355
mola_mola ENSMMOG00000002806
tetraodon_nigroviridis ENSTNIG00000002291
haplochromis_burtoni ENSHBUG00000022268
pundamilia_nyererei ENSPNYG00000019669
astatotilapia_calliptera ENSACLG00000015882
neolamprologus_brichardi ENSNBRG00000002592
stegastes_partitus ENSSPAG00000019808
scophthalmus_maximus ENSSMAG00000005509
erpetoichthys_calabaricus ENSECRG00000019169
pteropus_vampyrus ENSPVAG00000010133
myotis_lucifugus ENSMLUG00000013151
equus_asinus ENSEASG00005018767
equus_caballus ENSECAG00000025110
bos_indicus ENSBIXG00005004665
bos_indicus ENSBIXG00000012654
bos_taurus ENSBTAG00000009887
bos_mutus ENSBMUG00000026380
bison_bison ENSBBBG00000019756
capra_hircus ENSCHIG00000021332
ovis_aries ENSOARG00000015489
tursiops_truncatus ENSTTRG00000005623
sus_scrofa ENSSSCG00000000104
vicugna_pacos ENSVPAG00000001476
ursus_americanus ENSUAMG00000007290
ailuropoda_melanoleuca ENSAMEG00000010601
mustela_putorius ENSMPUG00000013125
neovison_vison ENSNVIG00000001807
canis_lupus ENSCAFG00000001395
canis_lupus ENSCAFG00020002867
vulpes_vulpes ENSVVUG00000022762
panthera_pardus ENSPPRG00000008444
panthera_tigris ENSPTIG00000008733
felis_catus ENSFCAG00000031570
prolemur_simus ENSPSMG00000005267
otolemur_garnettii ENSOGAG00000001539
homo_sapiens ENSG00000100201
pongo_abelii ENSPPYG00000011821
nomascus_leucogenys ENSNLEG00000015117
papio_anubis ENSPANG00000015143
mandrillus_leucophaeus ENSMLEG00000029141
cercocebus_atys ENSCATG00000035701
macaca_nemestrina ENSMNEG00000022218
macaca_fascicularis ENSMFAG00000046051
macaca_mulatta ENSMMUG00000004304
chlorocebus_sabaeus ENSCSAG00000006649
theropithecus_gelada ENSTGEG00000011620
piliocolobus_tephrosceles ENSPTEG00000035200
callithrix_jacchus ENSCJAG00000011797
saimiri_boliviensis ENSSBOG00000024547
aotus_nancymaae ENSANAG00000035052
rhinopithecus_bieti ENSRBIG00000031437
rhinopithecus_roxellana ENSRROG00000045378
colobus_angolensis ENSCANG00000002348
pan_troglodytes ENSPTRG00000014369
pan_paniscus ENSPPAG00000042301
gorilla_gorilla ENSGGOG00000008309
cebus_capucinus ENSCCAG00000024116
carlito_syrichta ENSTSYG00000001303
propithecus_coquereli ENSPCOG00000014360
microcebus_murinus ENSMICG00000011601
castor_canadensis ENSCCNG00000000927
dipodomys_ordii ENSDORG00000003358
peromyscus_maniculatus ENSPEMG00000021115
microtus_ochrogaster ENSMOCG00000010769
cricetulus_griseus ENSCGRG00000007756
cricetulus_griseus ENSCGRG00015002975
cricetulus_griseus ENSCGRG00001023050
mesocricetus_auratus ENSMAUG00000020476
mus_spicilegus ENSMSIG00000002893
mus_spretus MGP_SPRETEiJ_G0020915
mus_musculus ENSMUSG00000055065
mus_caroli MGP_CAROLIEiJ_G0020017
mus_pahari MGP_PahariEiJ_G0020019
rattus_norvegicus ENSRNOG00000051170
meriones_unguiculatus ENSMUGG00000017012
nannospalax_galili ENSNGAG00000004001
jaculus_jaculus ENSJJAG00000011350
chinchilla_lanigera ENSCLAG00000017294
cavia_porcellus ENSCPOG00000011790
octodon_degus ENSODEG00000013118
heterocephalus_glaber ENSHGLG00000012568
heterocephalus_glaber ENSHGLG00100011291
fukomys_damarensis ENSFDAG00000009967
