esox_lucius ENSELUG00000009386
danio_rerio ENSDARG00000094059
phascolarctos_cinereus ENSPCIG00000022989
sarcophilus_harrisii ENSSHAG00000001754
bison_bison_bison ENSBBBG00000001018
bos_mutus ENSBMUG00000020774
ovis_aries ENSOARG00000010225
sus_scrofa ENSSSCG00000039916
equus_asinus_asinus ENSEASG00005014215
equus_caballus ENSECAG00000036481
mustela_putorius_furo ENSMPUG00000005720
neovison_vison ENSNVIG00000009144
ursus_americanus ENSUAMG00000022216
canis_lupus_familiaris ENSCAFG00000029398
canis_lupus_dingo ENSCAFG00020003516
vulpes_vulpes ENSVVUG00000003147
panthera_tigris_altaica ENSPTIG00000016102
pan_troglodytes ENSPTRG00000041781
pan_paniscus ENSPPAG00000042669
homo_sapiens ENSG00000237452
gorilla_gorilla ENSGGOG00000036840
nomascus_leucogenys ENSNLEG00000002294
rhinopithecus_roxellana ENSRROG00000037479
rhinopithecus_bieti ENSRBIG00000043746
colobus_angolensis_palliatus ENSCANG00000028456
macaca_mulatta ENSMMUG00000049025
macaca_fascicularis ENSMFAG00000038095
macaca_nemestrina ENSMNEG00000043184
chlorocebus_sabaeus ENSCSAG00000003154
theropithecus_gelada ENSTGEG00000021623
papio_anubis ENSPANG00000018287
cercocebus_atys ENSCATG00000014100
mandrillus_leucophaeus ENSMLEG00000038011
cebus_capucinus ENSCCAG00000026595
saimiri_boliviensis_boliviensis ENSSBOG00000020068
callithrix_jacchus ENSCJAG00000034519
aotus_nancymaae ENSANAG00000020001
carlito_syrichta ENSTSYG00000025912
propithecus_coquereli ENSPCOG00000016822
microcebus_murinus ENSMICG00000036620
prolemur_simus ENSPSMG00000024755
cricetulus_griseus_crigri ENSCGRG00000013562
cricetulus_griseus_crigri-picr ENSCGRG00015007944
cricetulus_griseus_chok1gshd ENSCGRG00001020518
mesocricetus_auratus ENSMAUG00000016220
microtus_ochrogaster ENSMOCG00000014656
peromyscus_maniculatus_bairdii ENSPEMG00000011376
mus_musculus ENSMUSG00000085601
mus_spicilegus ENSMSIG00000004995
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030356
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029272
mus_pahari MGP_PahariEiJ_G0021132
meriones_unguiculatus ENSMUGG00000002205
nannospalax_galili ENSNGAG00000006560
jaculus_jaculus ENSJJAG00000003426
octodon_degus ENSODEG00000008118
cavia_porcellus ENSCPOG00000031479
chinchilla_lanigera ENSCLAG00000000408
heterocephalus_glaber_male ENSHGLG00100013786
heterocephalus_glaber_female ENSHGLG00000005115
fukomys_damarensis ENSFDAG00000020032
marmota_marmota_marmota ENSMMMG00000014100
spermophilus_dauricus ENSSDAG00000011380
urocitellus_parryii ENSUPAG00010021596
castor_canadensis ENSCCNG00000021467
dasypus_novemcinctus ENSDNOG00000037324
gopherus_agassizii ENSGAGG00000009058
pogona_vitticeps ENSPVIG00000018377
