chinchilla_lanigera ENSCLAG00000000872
octodon_degus ENSODEG00000016162
cavia_porcellus ENSCPOG00000023568
heterocephalus_glaber ENSHGLG00000017236
mus_spicilegus ENSMSIG00000012220
meriones_unguiculatus ENSMUGG00000001651
cricetulus_griseus ENSCGRG00001020860
cricetulus_griseus ENSCGRG00015005553
mesocricetus_auratus ENSMAUG00000020594
peromyscus_maniculatus ENSPEMG00000009639
microtus_ochrogaster ENSMOCG00000022093
nannospalax_galili ENSNGAG00000021979
urocitellus_parryii ENSUPAG00010015432
ictidomys_tridecemlineatus ENSSTOG00000032667
castor_canadensis ENSCCNG00000017339
oryctolagus_cuniculus ENSOCUG00000036096
callithrix_jacchus ENSCJAG00000065012
callithrix_jacchus ENSCJAG00000061957
piliocolobus_tephrosceles ENSPTEG00000007443
ursus_americanus ENSUAMG00000011334
neovison_vison ENSNVIG00000003559
canis_lupus ENSCAFG00000041720
canis_lupus ENSCAFG00020013084
vulpes_vulpes ENSVVUG00000023765
felis_catus ENSFCAG00000041210
panthera_pardus ENSPPRG00000006410
bos_indicus ENSBIXG00005010365
bos_mutus ENSBMUG00000007646
bos_taurus ENSBTAG00000050791
bison_bison ENSBBBG00000002060
bos_indicus ENSBIXG00000029367
capra_hircus ENSCHIG00000018001
sus_scrofa ENSSSCG00000037567
equus_caballus ENSECAG00000034278
equus_asinus ENSEASG00005016843
