notamacropus_eugenii ENSMEUG00000009186
sarcophilus_harrisii ENSSHAG00000007957
phascolarctos_cinereus ENSPCIG00000008992
vombatus_ursinus ENSVURG00010024688
monodelphis_domestica ENSMODG00000010922
ornithorhynchus_anatinus ENSOANG00000014986
pogona_vitticeps ENSPVIG00000014825
salvator_merianae ENSSMRG00000009088
notechis_scutatus ENSNSUG00000002826
sphenodon_punctatus ENSSPUG00000007673
chelonoidis_abingdonii ENSCABG00000013402
gopherus_agassizii ENSGAGG00000009502
chrysemys_picta ENSCPBG00000018977
pelodiscus_sinensis ENSPSIG00000010180
apteryx_haastii ENSAHAG00000013189
apteryx_owenii ENSAOWG00000001476
apteryx_rowi ENSARWG00000011599
dromaius_novaehollandiae ENSDNVG00000001856
taeniopygia_guttata ENSTGUG00000017044
junco_hyemalis ENSJHYG00000003903
ficedula_albicollis ENSFALG00000000019
anser_brachyrhynchus ENSABRG00000012624
xenopus_tropicalis ENSXETG00000015325
procavia_capensis ENSPCAG00000012155
loxodonta_africana ENSLAFG00000006330
echinops_telfairi ENSETEG00000005308
dasypus_novemcinctus ENSDNOG00000039967
pongo_abelii ENSPPYG00000018977
cercocebus_atys ENSCATG00000032222
ochotona_princeps ENSOPRG00000002736
ochotona_princeps ENSOPRG00000000819
canis_lupus ENSCAFG00000001624
vulpes_vulpes ENSVVUG00000005800
ursus_americanus ENSUAMG00000006522
ursus_maritimus ENSUMAG00000019479
mustela_putorius ENSMPUG00000006230
erinaceus_europaeus ENSEEUG00000008537
pteropus_vampyrus ENSPVAG00000006767
tursiops_truncatus ENSTTRG00000001944
jaculus_jaculus ENSJJAG00000012666
cavia_aperea ENSCAPG00000017623
oryctolagus_cuniculus ENSOCUG00000004179
mus_spicilegus ENSMSIG00000024494
mus_spretus MGP_SPRETEiJ_G0020842
mus_caroli MGP_CAROLIEiJ_G0019939
mus_pahari MGP_PahariEiJ_G0019949
dipodomys_ordii ENSDORG00000010801
marmota_marmota ENSMMMG00000008123
spermophilus_dauricus ENSSDAG00000012924
cavia_porcellus ENSCPOG00000035127
chinchilla_lanigera ENSCLAG00000014013
fukomys_damarensis ENSFDAG00000002835
heterocephalus_glaber ENSHGLG00100008248
octodon_degus ENSODEG00000012351
cricetulus_griseus ENSCGRG00000004438
mesocricetus_auratus ENSMAUG00000019135
microtus_ochrogaster ENSMOCG00000012195
peromyscus_maniculatus ENSPEMG00000017548
nannospalax_galili ENSNGAG00000022772
urocitellus_parryii ENSUPAG00010023557
ictidomys_tridecemlineatus ENSSTOG00000030890
cricetulus_griseus ENSCGRG00015021919
piliocolobus_tephrosceles ENSPTEG00000023448
colobus_angolensis ENSCANG00000034867
rhinopithecus_roxellana ENSRROG00000039487
mandrillus_leucophaeus ENSMLEG00000031064
macaca_fascicularis ENSMFAG00000034263
pan_paniscus ENSPPAG00000038431
nomascus_leucogenys ENSNLEG00000010782
saimiri_boliviensis ENSSBOG00000024398
carlito_syrichta ENSTSYG00000033355
bos_taurus ENSBTAG00000035254
bos_mutus ENSBMUG00000024768
bison_bison ENSBBBG00000013238
ovis_aries ENSOARG00000013192
myotis_lucifugus ENSMLUG00000009491
neovison_vison ENSNVIG00000024141
ailuropoda_melanoleuca ENSAMEG00000005547
panthera_tigris ENSPTIG00000019605
panthera_pardus ENSPPRG00000020061
pan_troglodytes ENSPTRG00000020704
pan_troglodytes ENSPTRG00000044746
homo_sapiens ENSG00000187954
gorilla_gorilla ENSGGOG00000016252
theropithecus_gelada ENSTGEG00000019024
papio_anubis ENSPANG00000024707
chlorocebus_sabaeus ENSCSAG00000008341
macaca_mulatta ENSMMUG00000002659
callithrix_jacchus ENSCJAG00000021410
propithecus_coquereli ENSPCOG00000028052
prolemur_simus ENSPSMG00000025054
microcebus_murinus ENSMICG00000015866
otolemur_garnettii ENSOGAG00000028334
cebus_capucinus ENSCCAG00000020960
aotus_nancymaae ENSANAG00000023836
meriones_unguiculatus ENSMUGG00000011990
bos_indicus ENSBIXG00005010166
bos_indicus ENSBIXG00000012261
capra_hircus ENSCHIG00000009689
sus_scrofa ENSSSCG00000027076
felis_catus ENSFCAG00000046222
canis_lupus ENSCAFG00020020927
equus_caballus ENSECAG00000017872
equus_asinus ENSEASG00005010794
rhinopithecus_bieti ENSRBIG00000043851
macaca_nemestrina ENSMNEG00000042634
tupaia_belangeri ENSTBEG00000017723
heterocephalus_glaber ENSHGLG00000015729
heterocephalus_glaber ENSHGLG00100017303
latimeria_chalumnae ENSLACG00000006331
astyanax_mexicanus ENSAMXG00005020573
astyanax_mexicanus ENSAMXG00000020589
pygocentrus_nattereri ENSPNAG00000005034
ictalurus_punctatus ENSIPUG00000020546
electrophorus_electricus ENSEEEG00000007751
danio_rerio ENSDARG00000061057
denticeps_clupeoides ENSDCDG00000027565
clupea_harengus ENSCHAG00000023599
poecilia_mexicana ENSPMEG00000014502
poecilia_reticulata ENSPREG00000005377
poecilia_formosa ENSPFOG00000008037
poecilia_latipinna ENSPLAG00000007004
xiphophorus_couchianus ENSXCOG00000020145
xiphophorus_maculatus ENSXMAG00000002990
gambusia_affinis ENSGAFG00000015569
cyprinodon_variegatus ENSCVAG00000007158
fundulus_heteroclitus ENSFHEG00000007922
kryptolebias_marmoratus ENSKMAG00000004026
oryzias_latipes ENSORLG00015011519
oryzias_latipes ENSORLG00000011594
oryzias_latipes ENSORLG00020019592
oryzias_melastigma ENSOMEG00000009594
cynoglossus_semilaevis ENSCSEG00000016245
periophthalmus_magnuspinnatus ENSPMGG00000001984
gouania_willdenowi ENSGWIG00000010694
takifugu_rubripes ENSTRUG00000013359
tetraodon_nigroviridis ENSTNIG00000016977
amphiprion_percula ENSAPEG00000014374
amphiprion_ocellaris ENSAOCG00000003852
stegastes_partitus ENSSPAG00000016837
acanthochromis_polyacanthus ENSAPOG00000021811
parambassis_ranga ENSPRNG00000003023
pundamilia_nyererei ENSPNYG00000009822
haplochromis_burtoni ENSHBUG00000018564
maylandia_zebra ENSMZEG00005005727
astatotilapia_calliptera ENSACLG00000019052
neolamprologus_brichardi ENSNBRG00000010900
oreochromis_niloticus ENSONIG00000002313
amphilophus_citrinellus ENSACIG00000020337
larimichthys_crocea ENSLCRG00005010045
cottoperca_gobio ENSCGOG00000017786
gasterosteus_aculeatus ENSGACG00000005591
labrus_bergylta ENSLBEG00000002750
mola_mola ENSMMOG00000019739
anabas_testudineus ENSATEG00000015544
betta_splendens ENSBSLG00000020292
mastacembelus_armatus ENSMAMG00000011735
lates_calcarifer ENSLCAG00010008295
scophthalmus_maximus ENSSMAG00000010771
seriola_lalandi ENSSLDG00000009992
seriola_dumerili ENSSDUG00000009157
monopterus_albus ENSMALG00000015718
hippocampus_comes ENSHCOG00000005045
gadus_morhua ENSGMOG00000010429
hucho_hucho ENSHHUG00000046748
hucho_hucho ENSHHUG00000015453
hucho_hucho ENSHHUG00000021840
esox_lucius ENSELUG00000002515
paramormyrops_kingsleyae ENSPKIG00000010818
lepisosteus_oculatus ENSLOCG00000005765
erpetoichthys_calabaricus ENSECRG00000017073
lepidothrix_coronata ENSLCOG00000002585
cyanistes_caeruleus ENSCCEG00000003654
serinus_canaria ENSSCAG00000006891
calidris_pugnax ENSCPUG00000008394
anolis_carolinensis ENSACAG00000007538
rattus_norvegicus ENSRNOG00000014811
mus_musculus ENSMUSG00000053929
cricetulus_griseus ENSCGRG00001021654
heterocephalus_glaber ENSHGLG00000016269
scleropages_formosus ENSSFOG00015021284
callorhinchus_milii ENSCMIG00000014204
calidris_pygmaea ENSCPGG00000018050
eptatretus_burgeri ENSEBUG00000009136
eptatretus_burgeri ENSEBUG00000002729
petromyzon_marinus ENSPMAG00000001321
ciona_savignyi ENSCSAVG00000004432
ciona_intestinalis ENSCING00000012017
drosophila_melanogaster FBgn0266918
