salvator_merianae ENSSMRG00000017615
pogona_vitticeps ENSPVIG00000017226
sphenodon_punctatus ENSSPUG00000012024
apteryx_owenii ENSAOWG00000005816
apteryx_haastii ENSAHAG00000014892
apteryx_rowi ENSARWG00000018501
dromaius_novaehollandiae ENSDNVG00000005373
nothoprocta_perdicaria ENSNPEG00000005302
calidris_pygmaea ENSCPGG00000011054
calidris_pugnax ENSCPUG00000018677
melopsittacus_undulatus ENSMUNG00000015684
taeniopygia_guttata ENSTGUG00000002547
taeniopygia_guttata ENSTGUG00000016754
lonchura_striata ENSLSDG00000003999
junco_hyemalis ENSJHYG00000014639
zonotrichia_albicollis ENSZALG00000013354
serinus_canaria ENSSCAG00000002816
ficedula_albicollis ENSFALG00000009854
cyanistes_caeruleus ENSCCEG00000016226
parus_major ENSPMJG00000010434
lepidothrix_coronata ENSLCOG00000003924
manacus_vitellinus ENSMVIG00005017673
anser_brachyrhynchus ENSABRG00000000813
anas_platyrhynchos ENSAPLG00000011254
gallus_gallus ENSGALG00000000573
coturnix_japonica ENSCJPG00005007394
meleagris_gallopavo ENSMGAG00000000952
numida_meleagris ENSNMEG00000004401
vombatus_ursinus ENSVURG00010024204
phascolarctos_cinereus ENSPCIG00000010815
notamacropus_eugenii ENSMEUG00000010189
sarcophilus_harrisii ENSSHAG00000015444
monodelphis_domestica ENSMODG00000005802
cavia_porcellus ENSCPOG00000022169
cavia_aperea ENSCAPG00000000925
octodon_degus ENSODEG00000012194
chinchilla_lanigera ENSCLAG00000005162
heterocephalus_glaber ENSHGLG00000004736
heterocephalus_glaber ENSHGLG00100013022
urocitellus_parryii ENSUPAG00010011727
ictidomys_tridecemlineatus ENSSTOG00000014007
spermophilus_dauricus ENSSDAG00000023859
spermophilus_dauricus ENSSDAG00000020677
marmota_marmota ENSMMMG00000017552
castor_canadensis ENSCCNG00000014115
castor_canadensis ENSCCNG00000014064
dipodomys_ordii ENSDORG00000015158
mus_spretus MGP_SPRETEiJ_G0027830
mus_spicilegus ENSMSIG00000011221
mus_musculus ENSMUSG00000028957
mus_caroli MGP_CAROLIEiJ_G0026837
mus_pahari MGP_PahariEiJ_G0029185
rattus_norvegicus ENSRNOG00000018413
meriones_unguiculatus ENSMUGG00000015648
peromyscus_maniculatus ENSPEMG00000014326
microtus_ochrogaster ENSMOCG00000019748
cricetulus_griseus ENSCGRG00001024380
cricetulus_griseus ENSCGRG00015006874
cricetulus_griseus ENSCGRG00000001101
mesocricetus_auratus ENSMAUG00000001119
nannospalax_galili ENSNGAG00000004047
jaculus_jaculus ENSJJAG00000015643
tupaia_belangeri ENSTBEG00000003546
pan_paniscus ENSPPAG00000028242
pan_troglodytes ENSPTRG00000000099
homo_sapiens ENSG00000049246
gorilla_gorilla ENSGGOG00000000580
pongo_abelii ENSPPYG00000001930
nomascus_leucogenys ENSNLEG00000008768
theropithecus_gelada ENSTGEG00000016350
papio_anubis ENSPANG00000004699
mandrillus_leucophaeus ENSMLEG00000042084
cercocebus_atys ENSCATG00000030582
macaca_fascicularis ENSMFAG00000034511
macaca_mulatta ENSMMUG00000018562
macaca_nemestrina ENSMNEG00000008243
chlorocebus_sabaeus ENSCSAG00000000754
piliocolobus_tephrosceles ENSPTEG00000000444
colobus_angolensis ENSCANG00000006035
rhinopithecus_bieti ENSRBIG00000044590
rhinopithecus_roxellana ENSRROG00000043563
callithrix_jacchus ENSCJAG00000058235
callithrix_jacchus ENSCJAG00000000288
saimiri_boliviensis ENSSBOG00000024177
cebus_capucinus ENSCCAG00000017353
aotus_nancymaae ENSANAG00000026090
carlito_syrichta ENSTSYG00000007736
prolemur_simus ENSPSMG00000023312
