sphenodon_punctatus ENSSPUG00000014263
notechis_scutatus ENSNSUG00000001544
pogona_vitticeps ENSPVIG00000018121
salvator_merianae ENSSMRG00000015312
gopherus_agassizii ENSGAGG00000015719
chelonoidis_abingdonii ENSCABG00000015447
chrysemys_picta_bellii ENSCPBG00000004848
pelodiscus_sinensis ENSPSIG00000008958
lepidothrix_coronata ENSLCOG00000004199
lonchura_striata_domestica ENSLSDG00000007945
calidris_pugnax ENSCPUG00000011499
anas_platyrhynchos_platyrhynchos ENSAPLG00000023945
anser_brachyrhynchus ENSABRG00000011438
gallus_gallus ENSGALG00000033356
meleagris_gallopavo ENSMGAG00000008872
coturnix_japonica ENSCJPG00005011462
numida_meleagris ENSNMEG00000000963
apteryx_rowi ENSARWG00000005371
apteryx_haastii ENSAHAG00000005851
apteryx_owenii ENSAOWG00000007889
propithecus_coquereli ENSPCOG00000023613
prolemur_simus ENSPSMG00000017479
microcebus_murinus ENSMICG00000010749
otolemur_garnettii ENSOGAG00000001298
pan_paniscus ENSPPAG00000043785
pan_troglodytes ENSPTRG00000046131
cercocebus_atys ENSCATG00000032640
mandrillus_leucophaeus ENSMLEG00000029772
papio_anubis ENSPANG00000012535
macaca_mulatta ENSMMUG00000043864
macaca_fascicularis ENSMFAG00000003297
macaca_nemestrina ENSMNEG00000030996
saimiri_boliviensis_boliviensis ENSSBOG00000027225
chlorocebus_sabaeus ENSCSAG00000017387
macaca_mulatta ENSMMUG00000038301
aotus_nancymaae ENSANAG00000021523
homo_sapiens ENSG00000115042
pan_troglodytes ENSPTRG00000050697
gorilla_gorilla ENSGGOG00000016246
pongo_abelii ENSPPYG00000012057
nomascus_leucogenys ENSNLEG00000000008
macaca_mulatta ENSMMUG00000012859
macaca_fascicularis ENSMFAG00000031986
cercocebus_atys ENSCATG00000039678
papio_anubis ENSPANG00000021003
theropithecus_gelada ENSTGEG00000010386
chlorocebus_sabaeus ENSCSAG00000017389
rhinopithecus_bieti ENSRBIG00000043883
rhinopithecus_roxellana ENSRROG00000003752
colobus_angolensis_palliatus ENSCANG00000032544
callithrix_jacchus ENSCJAG00000018863
cebus_capucinus ENSCCAG00000034772
aotus_nancymaae ENSANAG00000030518
carlito_syrichta ENSTSYG00000036389
chinchilla_lanigera ENSCLAG00000006729
octodon_degus ENSODEG00000006155
cavia_porcellus ENSCPOG00000030022
cavia_aperea ENSCAPG00000009016
heterocephalus_glaber_female ENSHGLG00000004391
heterocephalus_glaber_male ENSHGLG00100013377
fukomys_damarensis ENSFDAG00000008992
spermophilus_dauricus ENSSDAG00000012938
marmota_marmota_marmota ENSMMMG00000001066
ictidomys_tridecemlineatus ENSSTOG00000025096
urocitellus_parryii ENSUPAG00010016963
dipodomys_ordii ENSDORG00000028199
castor_canadensis ENSCCNG00000009345
mus_musculus ENSMUSG00000027371
mus_spicilegus ENSMSIG00000019166
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025178
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024258
mus_pahari MGP_PahariEiJ_G0025703
rattus_norvegicus ENSRNOG00000013974
meriones_unguiculatus ENSMUGG00000011842
peromyscus_maniculatus_bairdii ENSPEMG00000000091
microtus_ochrogaster ENSMOCG00000016891
cricetulus_griseus_chok1gshd ENSCGRG00001008625
cricetulus_griseus_crigri ENSCGRG00000010177
cricetulus_griseus_crigri-picr ENSCGRG00015015299
mesocricetus_auratus ENSMAUG00000008042
nannospalax_galili ENSNGAG00000001934
jaculus_jaculus ENSJJAG00000020000
oryctolagus_cuniculus ENSOCUG00000021458
sus_scrofa ENSSSCG00000039523
sus_scrofa ENSSSCG00000008120
tursiops_truncatus ENSTTRG00000004973
bos_mutus ENSBMUG00000024931
bos_taurus ENSBTAG00000011553
bison_bison_bison ENSBBBG00000007844
capra_hircus ENSCHIG00000019620
ovis_aries ENSOARG00000014060
myotis_lucifugus ENSMLUG00000023813
equus_caballus ENSECAG00000012586
equus_asinus_asinus ENSEASG00005002419
ursus_americanus ENSUAMG00000011181
ursus_maritimus ENSUMAG00000012201
ailuropoda_melanoleuca ENSAMEG00000009167
neovison_vison ENSNVIG00000015555
mustela_putorius_furo ENSMPUG00000009105
canis_lupus_dingo ENSCAFG00020019806
canis_lupus_familiaris ENSCAFG00000006862
vulpes_vulpes ENSVVUG00000027317
panthera_pardus ENSPPRG00000004570
panthera_tigris_altaica ENSPTIG00000019654
felis_catus ENSFCAG00000010690
loxodonta_africana ENSLAFG00000031617
choloepus_hoffmanni ENSCHOG00000009771
dasypus_novemcinctus ENSDNOG00000043955
phascolarctos_cinereus ENSPCIG00000023024
sarcophilus_harrisii ENSSHAG00000008968
monodelphis_domestica ENSMODG00000008028
ornithorhynchus_anatinus ENSOANG00000005390
xenopus_tropicalis ENSXETG00000004339
latimeria_chalumnae ENSLACG00000005751
pygocentrus_nattereri ENSPNAG00000018693
astyanax_mexicanus ENSAMXG00000037491
ictalurus_punctatus ENSIPUG00000006158
takifugu_rubripes ENSTRUG00000014231
tetraodon_nigroviridis ENSTNIG00000015370
gasterosteus_aculeatus ENSGACG00000005837
cynoglossus_semilaevis ENSCSEG00000019465
mola_mola ENSMMOG00000012987
labrus_bergylta ENSLBEG00000014603
seriola_dumerili ENSSDUG00000003227
seriola_lalandi_dorsalis ENSSLDG00000005378
scophthalmus_maximus ENSSMAG00000005662
mastacembelus_armatus ENSMAMG00000015071
monopterus_albus ENSMALG00000019535
anabas_testudineus ENSATEG00000019916
fundulus_heteroclitus ENSFHEG00000021680
xiphophorus_maculatus ENSXMAG00000014921
