pan_paniscus ENSPPAG00000041027
pan_troglodytes ENSPTRG00000016132
homo_sapiens ENSG00000187689
gorilla_gorilla ENSGGOG00000016402
pongo_abelii ENSPPYG00000014806
nomascus_leucogenys ENSNLEG00000007698
piliocolobus_tephrosceles ENSPTEG00000008862
colobus_angolensis_palliatus ENSCANG00000031981
rhinopithecus_bieti ENSRBIG00000028212
rhinopithecus_roxellana ENSRROG00000030638
mandrillus_leucophaeus ENSMLEG00000037308
papio_anubis ENSPANG00000016375
theropithecus_gelada ENSTGEG00000016797
macaca_mulatta ENSMMUG00000003025
macaca_nemestrina ENSMNEG00000040444
macaca_fascicularis ENSMFAG00000036874
cercocebus_atys ENSCATG00000013772
saimiri_boliviensis_boliviensis ENSSBOG00000022221
cebus_capucinus ENSCCAG00000027972
callithrix_jacchus ENSCJAG00000014645
aotus_nancymaae ENSANAG00000029237
carlito_syrichta ENSTSYG00000000265
propithecus_coquereli ENSPCOG00000016456
prolemur_simus ENSPSMG00000015072
microcebus_murinus ENSMICG00000005339
otolemur_garnettii ENSOGAG00000003033
mus_musculus ENSMUSG00000029282
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028368
mus_spicilegus ENSMSIG00000031639
mus_spicilegus ENSMSIG00000001021
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027371
mus_pahari MGP_PahariEiJ_G0017149
rattus_norvegicus ENSRNOG00000003776
meriones_unguiculatus ENSMUGG00000002139
cricetulus_griseus_chok1gshd ENSCGRG00001013458
cricetulus_griseus_crigri ENSCGRG00000001441
cricetulus_griseus_crigri-picr ENSCGRG00015019859
mesocricetus_auratus ENSMAUG00000013868
peromyscus_maniculatus_bairdii ENSPEMG00000015495
microtus_ochrogaster ENSMOCG00000000294
nannospalax_galili ENSNGAG00000021981
jaculus_jaculus ENSJJAG00000022002
chinchilla_lanigera ENSCLAG00000008618
octodon_degus ENSODEG00000000478
cavia_porcellus ENSCPOG00000001109
fukomys_damarensis ENSFDAG00000018970
heterocephalus_glaber_female ENSHGLG00000003589
castor_canadensis ENSCCNG00000000004
castor_canadensis ENSCCNG00000000003
dipodomys_ordii ENSDORG00000006078
ictidomys_tridecemlineatus ENSSTOG00000007940
urocitellus_parryii ENSUPAG00010010836
marmota_marmota_marmota ENSMMMG00000024670
spermophilus_dauricus ENSSDAG00000024530
oryctolagus_cuniculus ENSOCUG00000002586
ochotona_princeps ENSOPRG00000010935
tupaia_belangeri ENSTBEG00000017281
pteropus_vampyrus ENSPVAG00000004321
myotis_lucifugus ENSMLUG00000012033
erinaceus_europaeus ENSEEUG00000000206
sorex_araneus ENSSARG00000011725
capra_hircus ENSCHIG00000016261
ovis_aries ENSOARG00000011269
bos_mutus ENSBMUG00000006769
bos_taurus ENSBTAG00000002928
bison_bison_bison ENSBBBG00000015227
tursiops_truncatus ENSTTRG00000008646
sus_scrofa ENSSSCG00000008936
vicugna_pacos ENSVPAG00000011877
ursus_maritimus ENSUMAG00000003716
ursus_americanus ENSUAMG00000020245
ailuropoda_melanoleuca ENSAMEG00000005826
neovison_vison ENSNVIG00000016703
mustela_putorius_furo ENSMPUG00000009686
canis_lupus_familiaris ENSCAFG00000002895
vulpes_vulpes ENSVVUG00000004311
panthera_pardus ENSPPRG00000020185
panthera_tigris_altaica ENSPTIG00000015719
felis_catus ENSFCAG00000007314
choloepus_hoffmanni ENSCHOG00000000411
loxodonta_africana ENSLAFG00000012608
echinops_telfairi ENSETEG00000007095
procavia_capensis ENSPCAG00000000147
notamacropus_eugenii ENSMEUG00000003087
phascolarctos_cinereus ENSPCIG00000031629
sarcophilus_harrisii ENSSHAG00000018020
monodelphis_domestica ENSMODG00000012373
crocodylus_porosus ENSCPRG00005014727
