sus_scrofa ENSSSCG00000031289
ursus_maritimus ENSUMAG00000014071
callithrix_jacchus ENSCJAG00000048538
cebus_capucinus ENSCCAG00000026876
papio_anubis ENSPANG00000033389
cercocebus_atys ENSCATG00000022905
macaca_nemestrina ENSMNEG00000017724
macaca_mulatta ENSMMUG00000039245
macaca_fascicularis ENSMFAG00000024321
mandrillus_leucophaeus ENSMLEG00000008907
theropithecus_gelada ENSTGEG00000029399
colobus_angolensis_palliatus ENSCANG00000038218
rhinopithecus_bieti ENSRBIG00000004381
prolemur_simus ENSPSMG00000018285
