anser_brachyrhynchus ENSABRG00000013126
anas_platyrhynchos_platyrhynchos ENSAPLG00000027434
gallus_gallus ENSGALG00000002804
coturnix_japonica ENSCJPG00005005482
junco_hyemalis ENSJHYG00000009030
zonotrichia_albicollis ENSZALG00000004873
ficedula_albicollis ENSFALG00000000786
lonchura_striata_domestica ENSLSDG00000006202
parus_major ENSPMJG00000002191
lepidothrix_coronata ENSLCOG00000012388
apteryx_haastii ENSAHAG00000009065
apteryx_owenii ENSAOWG00000007004
apteryx_rowi ENSARWG00000014207
nothoprocta_perdicaria ENSNPEG00000011941
chelonoidis_abingdonii ENSCABG00000022751
gopherus_agassizii ENSGAGG00000019132
pelodiscus_sinensis ENSPSIG00000005193
calidris_pugnax ENSCPUG00000014413
serinus_canaria ENSSCAG00000006770
meleagris_gallopavo ENSMGAG00000004085
melopsittacus_undulatus ENSMUNG00000001284
cyanistes_caeruleus ENSCCEG00000021388
manacus_vitellinus ENSMVIG00005014011
numida_meleagris ENSNMEG00000007639
dromaius_novaehollandiae ENSDNVG00000018791
crocodylus_porosus ENSCPRG00005008296
pogona_vitticeps ENSPVIG00000000174
anolis_carolinensis ENSACAG00000013416
notechis_scutatus ENSNSUG00000008579
salvator_merianae ENSSMRG00000007908
sphenodon_punctatus ENSSPUG00000004483
latimeria_chalumnae ENSLACG00000010081
amphiprion_ocellaris ENSAOCG00000023480
amphiprion_percula ENSAPEG00000003524
acanthochromis_polyacanthus ENSAPOG00000019619
stegastes_partitus ENSSPAG00000019052
scophthalmus_maximus ENSSMAG00000010004
takifugu_rubripes ENSTRUG00000016385
tetraodon_nigroviridis ENSTNIG00000011726
gasterosteus_aculeatus ENSGACG00000009070
labrus_bergylta ENSLBEG00000005568
mola_mola ENSMMOG00000020800
seriola_dumerili ENSSDUG00000022727
seriola_lalandi_dorsalis ENSSLDG00000001878
cynoglossus_semilaevis ENSCSEG00000016712
poecilia_formosa ENSPFOG00000008909
poecilia_mexicana ENSPMEG00000004910
poecilia_latipinna ENSPLAG00000010218
poecilia_reticulata ENSPREG00000008323
xiphophorus_maculatus ENSXMAG00000026474
xiphophorus_couchianus ENSXCOG00000017291
gambusia_affinis ENSGAFG00000002105
fundulus_heteroclitus ENSFHEG00000013221
cyprinodon_variegatus ENSCVAG00000012338
kryptolebias_marmoratus ENSKMAG00000020883
haplochromis_burtoni ENSHBUG00000023673
astatotilapia_calliptera ENSACLG00000001518
maylandia_zebra ENSMZEG00005022862
pundamilia_nyererei ENSPNYG00000012251
neolamprologus_brichardi ENSNBRG00000019977
oreochromis_niloticus ENSONIG00000000935
amphilophus_citrinellus ENSACIG00000009260
monopterus_albus ENSMALG00000008106
mastacembelus_armatus ENSMAMG00000022217
anabas_testudineus ENSATEG00000000774
oryzias_latipes ENSORLG00020009565
oryzias_latipes_asm223469v1 ENSORLG00015002369
oryzias_latipes ENSORLG00000025944
oryzias_melastigma ENSOMEG00000022137
hippocampus_comes ENSHCOG00000017864
periophthalmus_magnuspinnatus ENSPMGG00000002617
gadus_morhua ENSGMOG00000014204
paramormyrops_kingsleyae ENSPKIG00000020855
labrus_bergylta ENSLBEG00000005460
gasterosteus_aculeatus ENSGACG00000006378
hippocampus_comes ENSHCOG00000020481
oryzias_latipes_asm223469v1 ENSORLG00015017831
oryzias_latipes ENSORLG00000004571
oryzias_melastigma ENSOMEG00000004261
amphiprion_percula ENSAPEG00000016179
amphiprion_ocellaris ENSAOCG00000003322
acanthochromis_polyacanthus ENSAPOG00000005773
stegastes_partitus ENSSPAG00000002768
astatotilapia_calliptera ENSACLG00000009293
pundamilia_nyererei ENSPNYG00000000912
maylandia_zebra ENSMZEG00005021178
haplochromis_burtoni ENSHBUG00000004317
neolamprologus_brichardi ENSNBRG00000017347
oreochromis_niloticus ENSONIG00000016322
amphilophus_citrinellus ENSACIG00000009894
poecilia_mexicana ENSPMEG00000021488
poecilia_latipinna ENSPLAG00000011213
poecilia_formosa ENSPFOG00000004845
poecilia_reticulata ENSPREG00000022406
xiphophorus_couchianus ENSXCOG00000006314
xiphophorus_maculatus ENSXMAG00000010141
gambusia_affinis ENSGAFG00000003236
fundulus_heteroclitus ENSFHEG00000009698
cyprinodon_variegatus ENSCVAG00000021396
kryptolebias_marmoratus ENSKMAG00000018063
mastacembelus_armatus ENSMAMG00000015970
monopterus_albus ENSMALG00000022273
anabas_testudineus ENSATEG00000021996
scophthalmus_maximus ENSSMAG00000019745
cynoglossus_semilaevis ENSCSEG00000007295
seriola_dumerili ENSSDUG00000021528
seriola_lalandi_dorsalis ENSSLDG00000018804
takifugu_rubripes ENSTRUG00000009210
tetraodon_nigroviridis ENSTNIG00000010245
mola_mola ENSMMOG00000014008
periophthalmus_magnuspinnatus ENSPMGG00000019021
gadus_morhua ENSGMOG00000018966
esox_lucius ENSELUG00000007012
