hippocampus_comes ENSHCOG00000017811
periophthalmus_magnuspinnatus ENSPMGG00000000520
xiphophorus_couchianus ENSXCOG00000001523
poecilia_formosa ENSPFOG00000023984
cyprinodon_variegatus ENSCVAG00000011316
haplochromis_burtoni ENSHBUG00000005037
acanthochromis_polyacanthus ENSAPOG00000011588
mola_mola ENSMMOG00000000366
amphiprion_percula ENSAPEG00000004451
amphiprion_ocellaris ENSAOCG00000012756
stegastes_partitus ENSSPAG00000021885
seriola_lalandi_dorsalis ENSSLDG00000020723
takifugu_rubripes ENSTRUG00000025083
esox_lucius ENSELUG00000018060
astyanax_mexicanus ENSAMXG00000038395
lepisosteus_oculatus ENSLOCG00000017532
anser_brachyrhynchus ENSABRG00000018063
calidris_pygmaea ENSCPGG00000018001
gopherus_agassizii ENSGAGG00000012092
chelonoidis_abingdonii ENSCABG00000002748
chrysemys_picta_bellii ENSCPBG00000001200
ovis_aries ENSOARG00000010058
dasypus_novemcinctus ENSDNOG00000033832
