tursiops_truncatus ENSTTRG00000009525
vicugna_pacos ENSVPAG00000004142
ursus_maritimus ENSUMAG00000015059
ursus_americanus ENSUAMG00000013951
vulpes_vulpes ENSVVUG00000001761
sorex_araneus ENSSARG00000012815
myotis_lucifugus ENSMLUG00000001204
pteropus_vampyrus ENSPVAG00000012368
dipodomys_ordii ENSDORG00000013791
jaculus_jaculus ENSJJAG00000019794
urocitellus_parryii ENSUPAG00010015737
ictidomys_tridecemlineatus ENSSTOG00000010929
spermophilus_dauricus ENSSDAG00000024628
ictidomys_tridecemlineatus ENSSTOG00000020301
marmota_marmota_marmota ENSMMMG00000011544
mus_spicilegus ENSMSIG00000003657
mus_musculus ENSMUSG00000029924
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028244
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029243
mus_pahari MGP_PahariEiJ_G0022002
mus_spicilegus ENSMSIG00000022551
rattus_norvegicus ENSRNOG00000008725
meriones_unguiculatus ENSMUGG00000013340
mesocricetus_auratus ENSMAUG00000008464
mesocricetus_auratus ENSMAUG00000003611
cricetulus_griseus_crigri-picr ENSCGRG00015027769
cricetulus_griseus_crigri ENSCGRG00000017567
cricetulus_griseus_chok1gshd ENSCGRG00001009575
microtus_ochrogaster ENSMOCG00000013977
peromyscus_maniculatus_bairdii ENSPEMG00000023926
castor_canadensis ENSCCNG00000000679
heterocephalus_glaber_female ENSHGLG00000009494
heterocephalus_glaber_male ENSHGLG00100014253
fukomys_damarensis ENSFDAG00000010336
cavia_porcellus ENSCPOG00000003740
cavia_aperea ENSCAPG00000012487
octodon_degus ENSODEG00000014675
ochotona_princeps ENSOPRG00000010320
oryctolagus_cuniculus ENSOCUG00000008847
tupaia_belangeri ENSTBEG00000007850
callithrix_jacchus ENSCJAG00000013424
saimiri_boliviensis_boliviensis ENSSBOG00000034695
choloepus_hoffmanni ENSCHOG00000002020
dasypus_novemcinctus ENSDNOG00000009418
procavia_capensis ENSPCAG00000011721
monodelphis_domestica ENSMODG00000013696
notamacropus_eugenii ENSMEUG00000008048
ornithorhynchus_anatinus ENSOANG00000003793
phascolarctos_cinereus ENSPCIG00000005618
gopherus_agassizii ENSGAGG00000013137
chelonoidis_abingdonii ENSCABG00000022198
chrysemys_picta_bellii ENSCPBG00000011919
ficedula_albicollis ENSFALG00000003695
zonotrichia_albicollis ENSZALG00000000012
melopsittacus_undulatus ENSMUNG00000012084
gallus_gallus ENSGALG00000012849
coturnix_japonica ENSCJPG00005020286
meleagris_gallopavo ENSMGAG00000013196
numida_meleagris ENSNMEG00000013481
nothoprocta_perdicaria ENSNPEG00000002676
sphenodon_punctatus ENSSPUG00000003997
pogona_vitticeps ENSPVIG00000013532
amphilophus_citrinellus ENSACIG00000009808
stegastes_partitus ENSSPAG00000016237
oryzias_latipes ENSORLG00020001926
oryzias_latipes ENSORLG00000011050
oryzias_latipes_asm223469v1 ENSORLG00015022968
oryzias_melastigma ENSOMEG00000014280
tetraodon_nigroviridis ENSTNIG00000018532
mola_mola ENSMMOG00000002537
gadus_morhua ENSGMOG00000000427
paramormyrops_kingsleyae ENSPKIG00000000743
petromyzon_marinus ENSPMAG00000002379
petromyzon_marinus ENSPMAG00000001208
cynoglossus_semilaevis ENSCSEG00000006580
canis_lupus_dingo ENSCAFG00020024513
ciona_savignyi ENSCSAVG00000009328
