seriola_dumerili ENSSDUG00000022669
seriola_lalandi_dorsalis ENSSLDG00000001200
anabas_testudineus ENSATEG00000007733
amphiprion_ocellaris ENSAOCG00000021457
acanthochromis_polyacanthus ENSAPOG00000017237
stegastes_partitus ENSSPAG00000000617
esox_lucius ENSELUG00000009906
pygocentrus_nattereri ENSPNAG00000023345
ictalurus_punctatus ENSIPUG00000002870
lepisosteus_oculatus ENSLOCG00000000975
anolis_carolinensis ENSACAG00000016524
pogona_vitticeps ENSPVIG00000019605
notechis_scutatus ENSNSUG00000003835
salvator_merianae ENSSMRG00000023636
sphenodon_punctatus ENSSPUG00000013504
apteryx_owenii ENSAOWG00000016253
apteryx_haastii ENSAHAG00000013565
apteryx_rowi ENSARWG00000017261
dromaius_novaehollandiae ENSDNVG00000010660
nothoprocta_perdicaria ENSNPEG00000002466
anser_brachyrhynchus ENSABRG00000000786
anas_platyrhynchos_platyrhynchos ENSAPLG00000010186
meleagris_gallopavo ENSMGAG00000009934
meleagris_gallopavo ENSMGAG00000009930
gallus_gallus ENSGALG00000030383
coturnix_japonica ENSCJPG00005014270
numida_meleagris ENSNMEG00000018958
calidris_pygmaea ENSCPGG00000009420
calidris_pugnax ENSCPUG00000011185
lepidothrix_coronata ENSLCOG00000013458
manacus_vitellinus ENSMVIG00005001454
cyanistes_caeruleus ENSCCEG00000013772
parus_major ENSPMJG00000003244
ficedula_albicollis ENSFALG00000008127
taeniopygia_guttata ENSTGUG00000014457
taeniopygia_guttata ENSTGUG00000016604
serinus_canaria ENSSCAG00000004042
junco_hyemalis ENSJHYG00000018374
zonotrichia_albicollis ENSZALG00000003201
melopsittacus_undulatus ENSMUNG00000007871
crocodylus_porosus ENSCPRG00005009547
chelonoidis_abingdonii ENSCABG00000008730
gopherus_agassizii ENSGAGG00000001348
chrysemys_picta_bellii ENSCPBG00000027122
pelodiscus_sinensis ENSPSIG00000008747
ailuropoda_melanoleuca ENSAMEG00000001100
erinaceus_europaeus ENSEEUG00000010267
pan_paniscus ENSPPAG00000026984
pan_troglodytes ENSPTRG00000015635
homo_sapiens ENSG00000144962
gorilla_gorilla ENSGGOG00000002411
pongo_abelii ENSPPYG00000014306
nomascus_leucogenys ENSNLEG00000005617
piliocolobus_tephrosceles ENSPTEG00000030981
colobus_angolensis_palliatus ENSCANG00000042048
rhinopithecus_roxellana ENSRROG00000042475
rhinopithecus_bieti ENSRBIG00000002810
macaca_mulatta ENSMMUG00000040869
macaca_fascicularis ENSMFAG00000035575
macaca_nemestrina ENSMNEG00000038551
papio_anubis ENSPANG00000009809
cercocebus_atys ENSCATG00000040546
mandrillus_leucophaeus ENSMLEG00000030081
theropithecus_gelada ENSTGEG00000026483
chlorocebus_sabaeus ENSCSAG00000012878
cebus_capucinus ENSCCAG00000008786
saimiri_boliviensis_boliviensis ENSSBOG00000029188
callithrix_jacchus ENSCJAG00000002119
aotus_nancymaae ENSANAG00000025131
carlito_syrichta ENSTSYG00000014751
microcebus_murinus ENSMICG00000049271
propithecus_coquereli ENSPCOG00000015351
prolemur_simus ENSPSMG00000015748
otolemur_garnettii ENSOGAG00000001358
tupaia_belangeri ENSTBEG00000001975
heterocephalus_glaber_male ENSHGLG00100004546
heterocephalus_glaber_female ENSHGLG00000011913
fukomys_damarensis ENSFDAG00000002288
chinchilla_lanigera ENSCLAG00000016484
octodon_degus ENSODEG00000007354
cavia_porcellus ENSCPOG00000006395
cavia_aperea ENSCAPG00000007222
dipodomys_ordii ENSDORG00000006630
ictidomys_tridecemlineatus ENSSTOG00000006368
spermophilus_dauricus ENSSDAG00000008948
urocitellus_parryii ENSUPAG00010022746
marmota_marmota_marmota ENSMMMG00000004708
cricetulus_griseus_crigri-picr ENSCGRG00015027938
cricetulus_griseus_crigri ENSCGRG00000016123
cricetulus_griseus_chok1gshd ENSCGRG00001013349
mesocricetus_auratus ENSMAUG00000000205
microtus_ochrogaster ENSMOCG00000014167
peromyscus_maniculatus_bairdii ENSPEMG00000010570
mus_spicilegus ENSMSIG00000021824
mus_musculus ENSMUSG00000039335
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025818
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024886
mus_pahari MGP_PahariEiJ_G0026331
rattus_norvegicus ENSRNOG00000024521
nannospalax_galili ENSNGAG00000011861
jaculus_jaculus ENSJJAG00000021398
oryctolagus_cuniculus ENSOCUG00000004746
ochotona_princeps ENSOPRG00000003359
choloepus_hoffmanni ENSCHOG00000000954
dasypus_novemcinctus ENSDNOG00000002976
loxodonta_africana ENSLAFG00000009211
procavia_capensis ENSPCAG00000014548
echinops_telfairi ENSETEG00000004820
neovison_vison ENSNVIG00000011957
mustela_putorius_furo ENSMPUG00000017177
ursus_maritimus ENSUMAG00000008006
canis_lupus_familiaris ENSCAFG00000015479
canis_lupus_dingo ENSCAFG00020004681
vulpes_vulpes ENSVVUG00000001877
panthera_pardus ENSPPRG00000010517
panthera_tigris_altaica ENSPTIG00000013827
felis_catus ENSFCAG00000010284
equus_caballus ENSECAG00000012480
equus_asinus_asinus ENSEASG00005016917
vicugna_pacos ENSVPAG00000005900
sus_scrofa ENSSSCG00000038177
capra_hircus ENSCHIG00000023395
ovis_aries ENSOARG00000020732
bos_taurus ENSBTAG00000031802
bos_mutus ENSBMUG00000006380
tursiops_truncatus ENSTTRG00000014848
pteropus_vampyrus ENSPVAG00000010533
myotis_lucifugus ENSMLUG00000015315
sorex_araneus ENSSARG00000008797
phascolarctos_cinereus ENSPCIG00000010299
notamacropus_eugenii ENSMEUG00000009263
monodelphis_domestica ENSMODG00000021318
sarcophilus_harrisii ENSSHAG00000010931
ornithorhynchus_anatinus ENSOANG00000022205
latimeria_chalumnae ENSLACG00000011958
