vombatus_ursinus ENSVURG00010003438
phascolarctos_cinereus ENSPCIG00000021013
notamacropus_eugenii ENSMEUG00000004872
monodelphis_domestica ENSMODG00000017414
jaculus_jaculus ENSJJAG00000021130
cricetulus_griseus ENSCGRG00000008732
heterocephalus_glaber ENSHGLG00100013751
heterocephalus_glaber ENSHGLG00000017932
heterocephalus_glaber ENSHGLG00000000763
fukomys_damarensis ENSFDAG00000016541
chinchilla_lanigera ENSCLAG00000009030
octodon_degus ENSODEG00000002512
cavia_porcellus ENSCPOG00000033788
cavia_aperea ENSCAPG00000007229
ochotona_princeps ENSOPRG00000003303
tupaia_belangeri ENSTBEG00000000027
marmota_marmota ENSMMMG00000019402
aotus_nancymaae ENSANAG00000036824
panthera_tigris ENSPTIG00000020244
ursus_maritimus ENSUMAG00000023810
vicugna_pacos ENSVPAG00000005383
papio_anubis ENSPANG00000006095
chlorocebus_sabaeus ENSCSAG00000016948
cercocebus_atys ENSCATG00000042163
cercocebus_atys ENSCATG00000042944
mandrillus_leucophaeus ENSMLEG00000038902
theropithecus_gelada ENSTGEG00000016637
macaca_nemestrina ENSMNEG00000038554
macaca_fascicularis ENSMFAG00000034245
macaca_mulatta ENSMMUG00000049387
rhinopithecus_bieti ENSRBIG00000034427
rhinopithecus_roxellana ENSRROG00000034877
piliocolobus_tephrosceles ENSPTEG00000025447
colobus_angolensis ENSCANG00000028213
pan_paniscus ENSPPAG00000039047
pan_troglodytes ENSPTRG00000050751
homo_sapiens ENSG00000112378
gorilla_gorilla ENSGGOG00000038896
pongo_abelii ENSPPYG00000017043
nomascus_leucogenys ENSNLEG00000027370
rhinopithecus_roxellana ENSRROG00000031318
rhinopithecus_bieti ENSRBIG00000036510
colobus_angolensis ENSCANG00000034048
macaca_fascicularis ENSMFAG00000044350
papio_anubis ENSPANG00000035732
pan_troglodytes ENSPTRG00000018646
pan_paniscus ENSPPAG00000040877
gorilla_gorilla ENSGGOG00000043453
nomascus_leucogenys ENSNLEG00000030916
cebus_capucinus ENSCCAG00000024325
callithrix_jacchus ENSCJAG00000045509
saimiri_boliviensis ENSSBOG00000024369
octodon_degus ENSODEG00000008459
bos_indicus ENSBIXG00000020558
bos_indicus ENSBIXG00000016710
bos_indicus ENSBIXG00005026496
sorex_araneus ENSSARG00000003517
felis_catus ENSFCAG00000028929
panthera_pardus ENSPPRG00000010138
neovison_vison ENSNVIG00000019220
mustela_putorius ENSMPUG00000014873
canis_lupus ENSCAFG00020022860
canis_lupus ENSCAFG00000030892
vulpes_vulpes ENSVVUG00000002382
ailuropoda_melanoleuca ENSAMEG00000010156
pteropus_vampyrus ENSPVAG00000012030
myotis_lucifugus ENSMLUG00000001473
sus_scrofa ENSSSCG00000038420
propithecus_coquereli ENSPCOG00000022816
prolemur_simus ENSPSMG00000001039
prolemur_simus ENSPSMG00000001341
microcebus_murinus ENSMICG00000047745
otolemur_garnettii ENSOGAG00000011669
carlito_syrichta ENSTSYG00000036080
carlito_syrichta ENSTSYG00000027913
castor_canadensis ENSCCNG00000009797
dipodomys_ordii ENSDORG00000026815
nannospalax_galili ENSNGAG00000017566
urocitellus_parryii ENSUPAG00010003162
ictidomys_tridecemlineatus ENSSTOG00000024446
peromyscus_maniculatus ENSPEMG00000015920
microtus_ochrogaster ENSMOCG00000012264
cricetulus_griseus ENSCGRG00001020200
cricetulus_griseus ENSCGRG00015020525
mesocricetus_auratus ENSMAUG00000020965
mus_spicilegus ENSMSIG00000029013
mus_spretus MGP_SPRETEiJ_G0015953
mus_musculus ENSMUSG00000019851
mus_caroli MGP_CAROLIEiJ_G0015145
mus_pahari MGP_PahariEiJ_G0023764
rattus_norvegicus ENSRNOG00000011994
meriones_unguiculatus ENSMUGG00000003737
oryctolagus_cuniculus ENSOCUG00000004238
oryctolagus_cuniculus ENSOCUG00000025017
dasypus_novemcinctus ENSDNOG00000040463
ovis_aries ENSOARG00000000612
capra_hircus ENSCHIG00000015047
bos_mutus ENSBMUG00000009806
bos_taurus ENSBTAG00000020097
bison_bison ENSBBBG00000011504
bos_indicus ENSBIXG00005016251
bos_taurus ENSBTAG00000001350
bos_mutus ENSBMUG00000022967
bison_bison ENSBBBG00000004272
tursiops_truncatus ENSTTRG00000008733
equus_caballus ENSECAG00000010262
equus_asinus ENSEASG00005011726
choloepus_hoffmanni ENSCHOG00000006540
loxodonta_africana ENSLAFG00000000047
procavia_capensis ENSPCAG00000012979
ornithorhynchus_anatinus ENSOANG00000014798
apteryx_haastii ENSAHAG00000005199
apteryx_rowi ENSARWG00000017548
apteryx_owenii ENSAOWG00000012666
dromaius_novaehollandiae ENSDNVG00000008726
nothoprocta_perdicaria ENSNPEG00000006889
anser_brachyrhynchus ENSABRG00000011104
anas_platyrhynchos ENSAPLG00000030007
gallus_gallus ENSGALG00000027207
meleagris_gallopavo ENSMGAG00000012996
coturnix_japonica ENSCJPG00005008847
numida_meleagris ENSNMEG00000021994
parus_major ENSPMJG00000007992
cyanistes_caeruleus ENSCCEG00000014695
ficedula_albicollis ENSFALG00000012851
junco_hyemalis ENSJHYG00000015289
zonotrichia_albicollis ENSZALG00000011196
serinus_canaria ENSSCAG00000003099
lonchura_striata ENSLSDG00000002844
taeniopygia_guttata ENSTGUG00000010901
manacus_vitellinus ENSMVIG00005017113
lepidothrix_coronata ENSLCOG00000002932
calidris_pygmaea ENSCPGG00000000228
calidris_pugnax ENSCPUG00000015772
melopsittacus_undulatus ENSMUNG00000003528
crocodylus_porosus ENSCPRG00005001515
gopherus_agassizii ENSGAGG00000005921
chelonoidis_abingdonii ENSCABG00000010628
chrysemys_picta ENSCPBG00000017530
pelodiscus_sinensis ENSPSIG00000015371
pogona_vitticeps ENSPVIG00000013868
anolis_carolinensis ENSACAG00000016852
notechis_scutatus ENSNSUG00000009899
salvator_merianae ENSSMRG00000001276
sphenodon_punctatus ENSSPUG00000011807
lepidothrix_coronata ENSLCOG00000002925
manacus_vitellinus ENSMVIG00005017116
parus_major ENSPMJG00000007991
cyanistes_caeruleus ENSCCEG00000014696
taeniopygia_guttata ENSTGUG00000010900
lonchura_striata ENSLSDG00000002835
serinus_canaria ENSSCAG00000003098
junco_hyemalis ENSJHYG00000015281
zonotrichia_albicollis ENSZALG00000011195
ficedula_albicollis ENSFALG00000012852
calidris_pugnax ENSCPUG00000015771
calidris_pygmaea ENSCPGG00000000239
melopsittacus_undulatus ENSMUNG00000003525
anser_brachyrhynchus ENSABRG00000011099
anas_platyrhynchos ENSAPLG00000002685
gallus_gallus ENSGALG00000027536
coturnix_japonica ENSCJPG00005008850
meleagris_gallopavo ENSMGAG00000012999
numida_meleagris ENSNMEG00000021995
apteryx_rowi ENSARWG00000017549
apteryx_haastii ENSAHAG00000005182
apteryx_owenii ENSAOWG00000012675
dromaius_novaehollandiae ENSDNVG00000008738
nothoprocta_perdicaria ENSNPEG00000006956
crocodylus_porosus ENSCPRG00005001520
gopherus_agassizii ENSGAGG00000005920
chelonoidis_abingdonii ENSCABG00000010629
chrysemys_picta ENSCPBG00000017531
pelodiscus_sinensis ENSPSIG00000015419
pogona_vitticeps ENSPVIG00000013870
anolis_carolinensis ENSACAG00000028266
notechis_scutatus ENSNSUG00000009896
salvator_merianae ENSSMRG00000001281
sphenodon_punctatus ENSSPUG00000011820
xenopus_tropicalis ENSXETG00000014573
latimeria_chalumnae ENSLACG00000013261
latimeria_chalumnae ENSLACG00000013775
astyanax_mexicanus ENSAMXG00000039864
astyanax_mexicanus ENSAMXG00005017438
pygocentrus_nattereri ENSPNAG00000024864
electrophorus_electricus ENSEEEG00000008987
ictalurus_punctatus ENSIPUG00000016580
clupea_harengus ENSCHAG00000022049
denticeps_clupeoides ENSDCDG00000013101
takifugu_rubripes ENSTRUG00000010833
tetraodon_nigroviridis ENSTNIG00000007480
labrus_bergylta ENSLBEG00000022654
cynoglossus_semilaevis ENSCSEG00000001633
hippocampus_comes ENSHCOG00000002293
amphiprion_ocellaris ENSAOCG00000006966
amphiprion_percula ENSAPEG00000003596
acanthochromis_polyacanthus ENSAPOG00000012192
stegastes_partitus ENSSPAG00000013835
parambassis_ranga ENSPRNG00000001550
gouania_willdenowi ENSGWIG00000021374
monopterus_albus ENSMALG00000000868
mastacembelus_armatus ENSMAMG00000021758
betta_splendens ENSBSLG00000024450
anabas_testudineus ENSATEG00000010284
poecilia_formosa ENSPFOG00000012460
poecilia_latipinna ENSPLAG00000021117
poecilia_mexicana ENSPMEG00000007709
poecilia_reticulata ENSPREG00000008201
xiphophorus_couchianus ENSXCOG00000000578
xiphophorus_maculatus ENSXMAG00000015728
gambusia_affinis ENSGAFG00000000813
cyprinodon_variegatus ENSCVAG00000016897
fundulus_heteroclitus ENSFHEG00000019851
kryptolebias_marmoratus ENSKMAG00000002922
oryzias_latipes ENSORLG00020012160
oryzias_latipes ENSORLG00000004769
oryzias_latipes ENSORLG00015017570
oryzias_melastigma ENSOMEG00000011464
pundamilia_nyererei ENSPNYG00000001417
haplochromis_burtoni ENSHBUG00000013564
astatotilapia_calliptera ENSACLG00000023286
maylandia_zebra ENSMZEG00005027390
neolamprologus_brichardi ENSNBRG00000013699
oreochromis_niloticus ENSONIG00000000881
amphilophus_citrinellus ENSACIG00000008992
cottoperca_gobio ENSCGOG00000022332
gasterosteus_aculeatus ENSGACG00000010566
larimichthys_crocea ENSLCRG00005005526
mola_mola ENSMMOG00000007870
seriola_dumerili ENSSDUG00000018785
seriola_lalandi ENSSLDG00000022737
lates_calcarifer ENSLCAG00010012634
periophthalmus_magnuspinnatus ENSPMGG00000017450
gadus_morhua ENSGMOG00000011835
hucho_hucho ENSHHUG00000030184
hucho_hucho ENSHHUG00000033891
esox_lucius ENSELUG00000013897
danio_rerio ENSDARG00000063572
paramormyrops_kingsleyae ENSPKIG00000001596
scleropages_formosus ENSSFOG00015016261
lepisosteus_oculatus ENSLOCG00000015423
erpetoichthys_calabaricus ENSECRG00000013349
callorhinchus_milii ENSCMIG00000005323
eptatretus_burgeri ENSEBUG00000009600
apteryx_haastii ENSAHAG00000009669
apteryx_owenii ENSAOWG00000016473
apteryx_rowi ENSARWG00000003933
dromaius_novaehollandiae ENSDNVG00000001895
nothoprocta_perdicaria ENSNPEG00000005911
crocodylus_porosus ENSCPRG00005000135
gopherus_agassizii ENSGAGG00000011359
chelonoidis_abingdonii ENSCABG00000013797
chrysemys_picta ENSCPBG00000005997
sphenodon_punctatus ENSSPUG00000018981
pogona_vitticeps ENSPVIG00000005741
ornithorhynchus_anatinus ENSOANG00000008721
latimeria_chalumnae ENSLACG00000014950
denticeps_clupeoides ENSDCDG00000033221
denticeps_clupeoides ENSDCDG00000033309
clupea_harengus ENSCHAG00000025938
electrophorus_electricus ENSEEEG00000013298
ictalurus_punctatus ENSIPUG00000020995
pygocentrus_nattereri ENSPNAG00000007338
astyanax_mexicanus ENSAMXG00000029904
hucho_hucho ENSHHUG00000049888
esox_lucius ENSELUG00000018277
paramormyrops_kingsleyae ENSPKIG00000017731
hippocampus_comes ENSHCOG00000001782
periophthalmus_magnuspinnatus ENSPMGG00000008611
maylandia_zebra ENSMZEG00005016855
haplochromis_burtoni ENSHBUG00000022549
astatotilapia_calliptera ENSACLG00000016835
pundamilia_nyererei ENSPNYG00000016317
neolamprologus_brichardi ENSNBRG00000021302
oreochromis_niloticus ENSONIG00000005253
amphilophus_citrinellus ENSACIG00000012107
scophthalmus_maximus ENSSMAG00000013270
poecilia_latipinna ENSPLAG00000008185
poecilia_formosa ENSPFOG00000012472
poecilia_mexicana ENSPMEG00000017384
poecilia_reticulata ENSPREG00000023078
xiphophorus_maculatus ENSXMAG00000027031
gambusia_affinis ENSGAFG00000003625
fundulus_heteroclitus ENSFHEG00000014355
cyprinodon_variegatus ENSCVAG00000012286
kryptolebias_marmoratus ENSKMAG00000009921
oryzias_latipes ENSORLG00000007061
oryzias_latipes ENSORLG00020005611
oryzias_melastigma ENSOMEG00000002113
amphiprion_ocellaris ENSAOCG00000010136
amphiprion_percula ENSAPEG00000001230
acanthochromis_polyacanthus ENSAPOG00000016688
cynoglossus_semilaevis ENSCSEG00000020159
stegastes_partitus ENSSPAG00000001052
parambassis_ranga ENSPRNG00000009831
seriola_dumerili ENSSDUG00000009783
seriola_lalandi ENSSLDG00000020293
anabas_testudineus ENSATEG00000016722
lates_calcarifer ENSLCAG00010006130
mola_mola ENSMMOG00000016688
mastacembelus_armatus ENSMAMG00000017065
betta_splendens ENSBSLG00000020460
cottoperca_gobio ENSCGOG00000020672
gasterosteus_aculeatus ENSGACG00000020706
labrus_bergylta ENSLBEG00000002745
larimichthys_crocea ENSLCRG00005013715
takifugu_rubripes ENSTRUG00000016774
tetraodon_nigroviridis ENSTNIG00000010050
gouania_willdenowi ENSGWIG00000001881
gouania_willdenowi ENSGWIG00000001882
monopterus_albus ENSMALG00000015770
gadus_morhua ENSGMOG00000004025
hucho_hucho ENSHHUG00000005450
astyanax_mexicanus ENSAMXG00005005782
scleropages_formosus ENSSFOG00015004841
scleropages_formosus ENSSFOG00015002976
lepisosteus_oculatus ENSLOCG00000013859
callorhinchus_milii ENSCMIG00000004064
hucho_hucho ENSHHUG00000031168
scleropages_formosus ENSSFOG00015007338
erpetoichthys_calabaricus ENSECRG00000008843
microcebus_murinus ENSMICG00000044159
prolemur_simus ENSPSMG00000005905
propithecus_coquereli ENSPCOG00000019390
callithrix_jacchus ENSCJAG00000007869
cebus_capucinus ENSCCAG00000029152
saimiri_boliviensis ENSSBOG00000032710
aotus_nancymaae ENSANAG00000030185
pan_troglodytes ENSPTRG00000050386
pan_paniscus ENSPPAG00000035091
homo_sapiens ENSG00000147027
gorilla_gorilla ENSGGOG00000039748
pongo_abelii ENSPPYG00000020224
nomascus_leucogenys ENSNLEG00000000361
piliocolobus_tephrosceles ENSPTEG00000022875
rhinopithecus_roxellana ENSRROG00000042533
colobus_angolensis ENSCANG00000030497
papio_anubis ENSPANG00000004012
chlorocebus_sabaeus ENSCSAG00000014086
macaca_mulatta ENSMMUG00000056731
macaca_nemestrina ENSMNEG00000043399
macaca_fascicularis ENSMFAG00000000603
cercocebus_atys ENSCATG00000001317
theropithecus_gelada ENSTGEG00000025126
mandrillus_leucophaeus ENSMLEG00000030505
ochotona_princeps ENSOPRG00000008586
sorex_araneus ENSSARG00000000294
castor_canadensis ENSCCNG00000004309
dipodomys_ordii ENSDORG00000026085
ictidomys_tridecemlineatus ENSSTOG00000019440
spermophilus_dauricus ENSSDAG00000001066
chinchilla_lanigera ENSCLAG00000000082
octodon_degus ENSODEG00000000453
heterocephalus_glaber ENSHGLG00000010325
heterocephalus_glaber ENSHGLG00100006830
ovis_aries ENSOARG00000018704
capra_hircus ENSCHIG00000023518
bos_indicus ENSBIXG00005018952
bos_taurus ENSBTAG00000014304
bos_mutus ENSBMUG00000003620
fukomys_damarensis ENSFDAG00000012571
cavia_porcellus ENSCPOG00000036270
urocitellus_parryii ENSUPAG00010010050
ursus_maritimus ENSUMAG00000017282
ailuropoda_melanoleuca ENSAMEG00000009649
erinaceus_europaeus ENSEEUG00000006948
cricetulus_griseus ENSCGRG00015010664
cricetulus_griseus ENSCGRG00001011279
cricetulus_griseus ENSCGRG00000018226
mesocricetus_auratus ENSMAUG00000000048
peromyscus_maniculatus ENSPEMG00000029078
microtus_ochrogaster ENSMOCG00000000092
mus_musculus ENSMUSG00000025666
mus_spicilegus ENSMSIG00000008693
mus_spretus MGP_SPRETEiJ_G0034376
mus_caroli MGP_CAROLIEiJ_G0033211
mus_pahari MGP_PahariEiJ_G0031754
rattus_norvegicus ENSRNOG00000030418
nannospalax_galili ENSNGAG00000005041
jaculus_jaculus ENSJJAG00000017721
echinops_telfairi ENSETEG00000006845
tursiops_truncatus ENSTTRG00000010957
sus_scrofa ENSSSCG00000024132
equus_caballus ENSECAG00000024307
equus_asinus ENSEASG00005010488
canis_lupus ENSCAFG00020008209
canis_lupus ENSCAFG00000013807
mustela_putorius ENSMPUG00000002346
neovison_vison ENSNVIG00000019035
ursus_americanus ENSUAMG00000019261
panthera_tigris ENSPTIG00000014348
panthera_pardus ENSPPRG00000004735
felis_catus ENSFCAG00000026129
vicugna_pacos ENSVPAG00000005908
myotis_lucifugus ENSMLUG00000012889
carlito_syrichta ENSTSYG00000032794
otolemur_garnettii ENSOGAG00000034589
pteropus_vampyrus ENSPVAG00000013101
loxodonta_africana ENSLAFG00000014908
dasypus_novemcinctus ENSDNOG00000049706
phascolarctos_cinereus ENSPCIG00000031521
vombatus_ursinus ENSVURG00010001439
notamacropus_eugenii ENSMEUG00000002705
sarcophilus_harrisii ENSSHAG00000005974
monodelphis_domestica ENSMODG00000038266
pogona_vitticeps ENSPVIG00000015171
anolis_carolinensis ENSACAG00000016078
notechis_scutatus ENSNSUG00000011955
salvator_merianae ENSSMRG00000022854
sphenodon_punctatus ENSSPUG00000017905
calidris_pugnax ENSCPUG00000018585
calidris_pygmaea ENSCPGG00000006791
melopsittacus_undulatus ENSMUNG00000009651
anser_brachyrhynchus ENSABRG00000009299
anas_platyrhynchos ENSAPLG00000007982
gallus_gallus ENSGALG00000027198
coturnix_japonica ENSCJPG00005016988
numida_meleagris ENSNMEG00000018395
apteryx_owenii ENSAOWG00000007012
apteryx_rowi ENSARWG00000011416
nothoprocta_perdicaria ENSNPEG00000001024
serinus_canaria ENSSCAG00000011647
lonchura_striata ENSLSDG00000006821
junco_hyemalis ENSJHYG00000012314
ficedula_albicollis ENSFALG00000001635
parus_major ENSPMJG00000011155
lepidothrix_coronata ENSLCOG00000003644
cyanistes_caeruleus ENSCCEG00000012757
manacus_vitellinus ENSMVIG00005013657
zonotrichia_albicollis ENSZALG00000018190
meleagris_gallopavo ENSMGAG00000014634
dromaius_novaehollandiae ENSDNVG00000002609
crocodylus_porosus ENSCPRG00005003045
chelonoidis_abingdonii ENSCABG00000007503
gopherus_agassizii ENSGAGG00000023578
chrysemys_picta ENSCPBG00000005799
pelodiscus_sinensis ENSPSIG00000014892
xenopus_tropicalis ENSXETG00000016452
latimeria_chalumnae ENSLACG00000010683
lepisosteus_oculatus ENSLOCG00000010155
astyanax_mexicanus ENSAMXG00000031573
astyanax_mexicanus ENSAMXG00005009009
pygocentrus_nattereri ENSPNAG00000011022
ictalurus_punctatus ENSIPUG00000015897
electrophorus_electricus ENSEEEG00000019191
denticeps_clupeoides ENSDCDG00000018138
fundulus_heteroclitus ENSFHEG00000007129
cyprinodon_variegatus ENSCVAG00000020521
xiphophorus_couchianus ENSXCOG00000002770
xiphophorus_maculatus ENSXMAG00000023637
poecilia_latipinna ENSPLAG00000012722
poecilia_mexicana ENSPMEG00000010773
poecilia_formosa ENSPFOG00000014295
poecilia_reticulata ENSPREG00000015666
gambusia_affinis ENSGAFG00000013659
kryptolebias_marmoratus ENSKMAG00000022108
oryzias_latipes ENSORLG00000005588
oryzias_latipes ENSORLG00020021727
oryzias_latipes ENSORLG00015019082
oryzias_melastigma ENSOMEG00000013577
acanthochromis_polyacanthus ENSAPOG00000021533
amphiprion_percula ENSAPEG00000003736
stegastes_partitus ENSSPAG00000021694
gouania_willdenowi ENSGWIG00000026416
betta_splendens ENSBSLG00000016436
monopterus_albus ENSMALG00000017911
astatotilapia_calliptera ENSACLG00000020181
astatotilapia_calliptera ENSACLG00000027642
maylandia_zebra ENSMZEG00005003009
haplochromis_burtoni ENSHBUG00000023079
pundamilia_nyererei ENSPNYG00000006038
oreochromis_niloticus ENSONIG00000001726
amphilophus_citrinellus ENSACIG00000012423
parambassis_ranga ENSPRNG00000024464
cynoglossus_semilaevis ENSCSEG00000013799
takifugu_rubripes ENSTRUG00000017681
tetraodon_nigroviridis ENSTNIG00000015538
mola_mola ENSMMOG00000019591
labrus_bergylta ENSLBEG00000004064
larimichthys_crocea ENSLCRG00005021453
mastacembelus_armatus ENSMAMG00000005898
anabas_testudineus ENSATEG00000009400
hippocampus_comes ENSHCOG00000019337
cottoperca_gobio ENSCGOG00000022852
gasterosteus_aculeatus ENSGACG00000010104
seriola_dumerili ENSSDUG00000002717
seriola_lalandi ENSSLDG00000017281
lates_calcarifer ENSLCAG00010023221
scophthalmus_maximus ENSSMAG00000003365
periophthalmus_magnuspinnatus ENSPMGG00000012819
gadus_morhua ENSGMOG00000013949
hucho_hucho ENSHHUG00000015809
esox_lucius ENSELUG00000014793
esox_lucius ENSELUG00000013767
hucho_hucho ENSHHUG00000001551
poecilia_latipinna ENSPLAG00000004492
poecilia_formosa ENSPFOG00000003716
poecilia_mexicana ENSPMEG00000002967
poecilia_reticulata ENSPREG00000014234
gambusia_affinis ENSGAFG00000015028
xiphophorus_maculatus ENSXMAG00000008404
cyprinodon_variegatus ENSCVAG00000017217
cynoglossus_semilaevis ENSCSEG00000004371
betta_splendens ENSBSLG00000005615
cottoperca_gobio ENSCGOG00000005448
mola_mola ENSMMOG00000004343
mastacembelus_armatus ENSMAMG00000020517
oreochromis_niloticus ENSONIG00000019927
haplochromis_burtoni ENSHBUG00000016204
parambassis_ranga ENSPRNG00000007752
amphiprion_ocellaris ENSAOCG00000015684
amphiprion_percula ENSAPEG00000010252
acanthochromis_polyacanthus ENSAPOG00000002076
stegastes_partitus ENSSPAG00000023220
tetraodon_nigroviridis ENSTNIG00000013287
scophthalmus_maximus ENSSMAG00000000250
gasterosteus_aculeatus ENSGACG00000015180
larimichthys_crocea ENSLCRG00005019669
anabas_testudineus ENSATEG00000009943
seriola_dumerili ENSSDUG00000015528
seriola_lalandi ENSSLDG00000012245
kryptolebias_marmoratus ENSKMAG00000000681
astatotilapia_calliptera ENSACLG00000005217
maylandia_zebra ENSMZEG00005017573
pundamilia_nyererei ENSPNYG00000022944
neolamprologus_brichardi ENSNBRG00000015378
haplochromis_burtoni ENSHBUG00000011485
amphilophus_citrinellus ENSACIG00000024401
labrus_bergylta ENSLBEG00000008940
lates_calcarifer ENSLCAG00010017893
periophthalmus_magnuspinnatus ENSPMGG00000015364
hippocampus_comes ENSHCOG00000012867
gadus_morhua ENSGMOG00000010573
danio_rerio ENSDARG00000057322
fundulus_heteroclitus ENSFHEG00000019497
xiphophorus_couchianus ENSXCOG00000020515
monopterus_albus ENSMALG00000002432
clupea_harengus ENSCHAG00000000511
paramormyrops_kingsleyae ENSPKIG00000008919
callorhinchus_milii ENSCMIG00000011097
eptatretus_burgeri ENSEBUG00000011164
ciona_savignyi ENSCSAVG00000008112
ciona_intestinalis ENSCING00000008059
drosophila_melanogaster FBgn0266409
caenorhabditis_elegans WBGene00006875
