apteryx_owenii ENSAOWG00000003894
apteryx_rowi ENSARWG00000004061
apteryx_haastii ENSAHAG00000014623
dromaius_novaehollandiae ENSDNVG00000015079
nothoprocta_perdicaria ENSNPEG00000004450
calidris_pugnax ENSCPUG00000017175
calidris_pygmaea ENSCPGG00000012767
melopsittacus_undulatus ENSMUNG00000002773
anser_brachyrhynchus ENSABRG00000010340
anas_platyrhynchos_platyrhynchos ENSAPLG00000014414
meleagris_gallopavo ENSMGAG00000007271
gallus_gallus ENSGALG00000007193
coturnix_japonica ENSCJPG00005013552
numida_meleagris ENSNMEG00000013262
lepidothrix_coronata ENSLCOG00000000805
manacus_vitellinus ENSMVIG00005003669
lepidothrix_coronata ENSLCOG00000000810
lepidothrix_coronata ENSLCOG00000000808
lepidothrix_coronata ENSLCOG00000000807
lepidothrix_coronata ENSLCOG00000000809
zonotrichia_albicollis ENSZALG00000012461
serinus_canaria ENSSCAG00000015086
ficedula_albicollis ENSFALG00000008038
ficedula_albicollis ENSFALG00000007281
cyanistes_caeruleus ENSCCEG00000007541
ficedula_albicollis ENSFALG00000007286
taeniopygia_guttata ENSTGUG00000009218
taeniopygia_guttata ENSTGUG00000009212
serinus_canaria ENSSCAG00000001654
zonotrichia_albicollis ENSZALG00000012459
junco_hyemalis ENSJHYG00000001526
serinus_canaria ENSSCAG00000015078
crocodylus_porosus ENSCPRG00005012766
gopherus_agassizii ENSGAGG00000011175
chelonoidis_abingdonii ENSCABG00000005563
chrysemys_picta_bellii ENSCPBG00000016915
pelodiscus_sinensis ENSPSIG00000010233
sphenodon_punctatus ENSSPUG00000016165
sorex_araneus ENSSARG00000001759
panthera_pardus ENSPPRG00000006457
castor_canadensis ENSCCNG00000002965
loxodonta_africana ENSLAFG00000008441
myotis_lucifugus ENSMLUG00000008414
pteropus_vampyrus ENSPVAG00000016120
equus_asinus_asinus ENSEASG00005000347
equus_caballus ENSECAG00000024565
ovis_aries ENSOARG00000020440
capra_hircus ENSCHIG00000025900
bos_mutus ENSBMUG00000010761
bos_taurus ENSBTAG00000035844
bison_bison_bison ENSBBBG00000005978
tursiops_truncatus ENSTTRG00000004427
sus_scrofa ENSSSCG00000036094
vicugna_pacos ENSVPAG00000008767
ursus_americanus ENSUAMG00000006336
ursus_maritimus ENSUMAG00000003507
ailuropoda_melanoleuca ENSAMEG00000015962
neovison_vison ENSNVIG00000010504
mustela_putorius_furo ENSMPUG00000003572
canis_lupus_familiaris ENSCAFG00000030318
canis_lupus_dingo ENSCAFG00020020183
vulpes_vulpes ENSVVUG00000022518
panthera_pardus ENSPPRG00000023325
panthera_tigris_altaica ENSPTIG00000014270
felis_catus ENSFCAG00000000692
erinaceus_europaeus ENSEEUG00000015383
pan_paniscus ENSPPAG00000032718
pan_troglodytes ENSPTRG00000015748
homo_sapiens ENSG00000127252
gorilla_gorilla ENSGGOG00000016505
pongo_abelii ENSPPYG00000014414
nomascus_leucogenys ENSNLEG00000006785
macaca_nemestrina ENSMNEG00000030309
macaca_fascicularis ENSMFAG00000039474
macaca_mulatta ENSMMUG00000008865
cercocebus_atys ENSCATG00000042493
mandrillus_leucophaeus ENSMLEG00000042155
papio_anubis ENSPANG00000001991
theropithecus_gelada ENSTGEG00000024887
chlorocebus_sabaeus ENSCSAG00000008930
rhinopithecus_roxellana ENSRROG00000036130
rhinopithecus_bieti ENSRBIG00000044405
colobus_angolensis_palliatus ENSCANG00000037731
piliocolobus_tephrosceles ENSPTEG00000008234
saimiri_boliviensis_boliviensis ENSSBOG00000030423
cebus_capucinus ENSCCAG00000024709
callithrix_jacchus ENSCJAG00000014159
aotus_nancymaae ENSANAG00000031574
carlito_syrichta ENSTSYG00000009272
carlito_syrichta ENSTSYG00000037532
propithecus_coquereli ENSPCOG00000026033
microcebus_murinus ENSMICG00000049538
prolemur_simus ENSPSMG00000013401
ochotona_princeps ENSOPRG00000001606
oryctolagus_cuniculus ENSOCUG00000011454
chinchilla_lanigera ENSCLAG00000012403
octodon_degus ENSODEG00000000928
cavia_porcellus ENSCPOG00000008871
cavia_aperea ENSCAPG00000012859
heterocephalus_glaber_female ENSHGLG00000017074
heterocephalus_glaber_male ENSHGLG00100000351
fukomys_damarensis ENSFDAG00000006954
dipodomys_ordii ENSDORG00000009577
mus_musculus ENSMUSG00000022525
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021533
mus_spicilegus ENSMSIG00000007402
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020637
mus_pahari MGP_PahariEiJ_G0016342
rattus_norvegicus ENSRNOG00000001711
meriones_unguiculatus ENSMUGG00000024877
cricetulus_griseus_crigri-picr ENSCGRG00015023998
cricetulus_griseus_crigri ENSCGRG00000016231
cricetulus_griseus_chok1gshd ENSCGRG00001000460
mesocricetus_auratus ENSMAUG00000009846
microtus_ochrogaster ENSMOCG00000002137
peromyscus_maniculatus_bairdii ENSPEMG00000013741
nannospalax_galili ENSNGAG00000016637
jaculus_jaculus ENSJJAG00000020429
spermophilus_dauricus ENSSDAG00000005475
marmota_marmota_marmota ENSMMMG00000010364
ictidomys_tridecemlineatus ENSSTOG00000008501
urocitellus_parryii ENSUPAG00010018336
otolemur_garnettii ENSOGAG00000004769
tupaia_belangeri ENSTBEG00000012085
dasypus_novemcinctus ENSDNOG00000016798
choloepus_hoffmanni ENSCHOG00000004906
echinops_telfairi ENSETEG00000019803
procavia_capensis ENSPCAG00000007249
phascolarctos_cinereus ENSPCIG00000030481
sarcophilus_harrisii ENSSHAG00000002653
monodelphis_domestica ENSMODG00000015123
mastacembelus_armatus ENSMAMG00000022962
periophthalmus_magnuspinnatus ENSPMGG00000003415
seriola_lalandi_dorsalis ENSSLDG00000018517
seriola_dumerili ENSSDUG00000018755
scophthalmus_maximus ENSSMAG00000002978
anabas_testudineus ENSATEG00000010947
cynoglossus_semilaevis ENSCSEG00000008744
mola_mola ENSMMOG00000002102
takifugu_rubripes ENSTRUG00000023005
labrus_bergylta ENSLBEG00000012445
hippocampus_comes ENSHCOG00000007591
fundulus_heteroclitus ENSFHEG00000013451
cyprinodon_variegatus ENSCVAG00000005855
poecilia_mexicana ENSPMEG00000011001
poecilia_formosa ENSPFOG00000017891
poecilia_latipinna ENSPLAG00000019563
poecilia_reticulata ENSPREG00000014846
xiphophorus_couchianus ENSXCOG00000010286
xiphophorus_maculatus ENSXMAG00000006364
gambusia_affinis ENSGAFG00000008979
kryptolebias_marmoratus ENSKMAG00000005079
oryzias_latipes ENSORLG00020004815
oryzias_latipes ENSORLG00000028978
oryzias_latipes_asm223469v1 ENSORLG00015008406
oryzias_melastigma ENSOMEG00000016194
haplochromis_burtoni ENSHBUG00000019474
maylandia_zebra ENSMZEG00005014325
pundamilia_nyererei ENSPNYG00000005306
neolamprologus_brichardi ENSNBRG00000020493
astatotilapia_calliptera ENSACLG00000008682
oreochromis_niloticus ENSONIG00000003644
amphilophus_citrinellus ENSACIG00000020727
amphiprion_ocellaris ENSAOCG00000008258
amphiprion_percula ENSAPEG00000007696
acanthochromis_polyacanthus ENSAPOG00000022442
stegastes_partitus ENSSPAG00000016733
gadus_morhua ENSGMOG00000016538
esox_lucius ENSELUG00000017934
scleropages_formosus ENSSFOG00015016512
paramormyrops_kingsleyae ENSPKIG00000015014
pygocentrus_nattereri ENSPNAG00000019739
pygocentrus_nattereri ENSPNAG00000021639
astyanax_mexicanus ENSAMXG00000000847
ictalurus_punctatus ENSIPUG00000004135
danio_rerio ENSDARG00000074014
lepisosteus_oculatus ENSLOCG00000016725
lepisosteus_oculatus ENSLOCG00000002818
latimeria_chalumnae ENSLACG00000000275
xenopus_tropicalis ENSXETG00000032952
scleropages_formosus ENSSFOG00015015703
paramormyrops_kingsleyae ENSPKIG00000001183
