pogona_vitticeps ENSPVIG00000007800
salvator_merianae ENSSMRG00000017694
sphenodon_punctatus ENSSPUG00000010942
gopherus_agassizii ENSGAGG00000012285
chelonoidis_abingdonii ENSCABG00000001744
chrysemys_picta_bellii ENSCPBG00000011108
pelodiscus_sinensis ENSPSIG00000007295
crocodylus_porosus ENSCPRG00005008766
apteryx_haastii ENSAHAG00000019541
apteryx_owenii ENSAOWG00000012971
apteryx_rowi ENSARWG00000008532
dromaius_novaehollandiae ENSDNVG00000010209
nothoprocta_perdicaria ENSNPEG00000012082
gallus_gallus ENSGALG00000001252
coturnix_japonica ENSCJPG00005010329
meleagris_gallopavo ENSMGAG00000002752
numida_meleagris ENSNMEG00000002960
anser_brachyrhynchus ENSABRG00000013162
serinus_canaria ENSSCAG00000012049
lonchura_striata_domestica ENSLSDG00000011356
junco_hyemalis ENSJHYG00000007084
parus_major ENSPMJG00000011749
cyanistes_caeruleus ENSCCEG00000006221
ficedula_albicollis ENSFALG00000000900
manacus_vitellinus ENSMVIG00005019560
melopsittacus_undulatus ENSMUNG00000007117
calidris_pugnax ENSCPUG00000007210
calidris_pygmaea ENSCPGG00000005443
taeniopygia_guttata ENSTGUG00000000991
zonotrichia_albicollis ENSZALG00000007996
ovis_aries ENSOARG00000010722
capra_hircus ENSCHIG00000026228
bos_mutus ENSBMUG00000018566
bos_taurus ENSBTAG00000010215
bison_bison_bison ENSBBBG00000022831
sus_scrofa ENSSSCG00000013501
vicugna_pacos ENSVPAG00000008381
tursiops_truncatus ENSTTRG00000010130
ursus_americanus ENSUAMG00000019204
ursus_maritimus ENSUMAG00000007566
ailuropoda_melanoleuca ENSAMEG00000002199
mustela_putorius_furo ENSMPUG00000004723
neovison_vison ENSNVIG00000007350
canis_lupus_dingo ENSCAFG00020018486
canis_lupus_familiaris ENSCAFG00000019126
vulpes_vulpes ENSVVUG00000008198
panthera_pardus ENSPPRG00000004717
panthera_tigris_altaica ENSPTIG00000008650
felis_catus ENSFCAG00000014139
pteropus_vampyrus ENSPVAG00000007703
myotis_lucifugus ENSMLUG00000008703
equus_caballus ENSECAG00000015101
equus_asinus_asinus ENSEASG00005022352
sorex_araneus ENSSARG00000009636
castor_canadensis ENSCCNG00000030181
dipodomys_ordii ENSDORG00000003335
cricetulus_griseus_chok1gshd ENSCGRG00001004276
cricetulus_griseus_crigri-picr ENSCGRG00015002418
cricetulus_griseus_crigri ENSCGRG00000002460
mesocricetus_auratus ENSMAUG00000020928
microtus_ochrogaster ENSMOCG00000013966
peromyscus_maniculatus_bairdii ENSPEMG00000008823
mus_spicilegus ENSMSIG00000024590
mus_musculus ENSMUSG00000035041
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016436
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015618
mus_pahari MGP_PahariEiJ_G0031031
