monopterus_albus ENSMALG00000007965
mastacembelus_armatus ENSMAMG00000004988
anabas_testudineus ENSATEG00000006288
poecilia_reticulata ENSPREG00000011059
poecilia_mexicana ENSPMEG00000016198
cyprinodon_variegatus ENSCVAG00000007864
kryptolebias_marmoratus ENSKMAG00000009687
gouania_willdenowi ENSGWIG00000015738
seriola_lalandi ENSSLDG00000006798
amphiprion_percula ENSAPEG00000002893
amphiprion_ocellaris ENSAOCG00000003504
acanthochromis_polyacanthus ENSAPOG00000020656
oryzias_latipes ENSORLG00015001342
oryzias_latipes ENSORLG00000028793
hippocampus_comes ENSHCOG00000011522
lates_calcarifer ENSLCAG00010002913
larimichthys_crocea ENSLCRG00005007509
labrus_bergylta ENSLBEG00000028205
fundulus_heteroclitus ENSFHEG00000010975
clupea_harengus ENSCHAG00000005595
