castor_canadensis ENSCCNG00000025292
dipodomys_ordii ENSDORG00000007305
cricetulus_griseus_crigri ENSCGRG00000000950
cricetulus_griseus_crigri-picr ENSCGRG00015017712
cricetulus_griseus_chok1gshd ENSCGRG00001023799
mesocricetus_auratus ENSMAUG00000021713
peromyscus_maniculatus_bairdii ENSPEMG00000012862
microtus_ochrogaster ENSMOCG00000001355
mus_musculus ENSMUSG00000030966
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031200
mus_spicilegus ENSMSIG00000019055
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030092
mus_pahari MGP_PahariEiJ_G0013313
rattus_norvegicus ENSRNOG00000018517
meriones_unguiculatus ENSMUGG00000000991
nannospalax_galili ENSNGAG00000001229
jaculus_jaculus ENSJJAG00000016755
chinchilla_lanigera ENSCLAG00000015448
octodon_degus ENSODEG00000008000
cavia_aperea ENSCAPG00000006289
cavia_porcellus ENSCPOG00000012189
heterocephalus_glaber_female ENSHGLG00000009720
heterocephalus_glaber_male ENSHGLG00100005369
fukomys_damarensis ENSFDAG00000007764
spermophilus_dauricus ENSSDAG00000021973
ictidomys_tridecemlineatus ENSSTOG00000004965
urocitellus_parryii ENSUPAG00010019166
marmota_marmota_marmota ENSMMMG00000012634
ochotona_princeps ENSOPRG00000014479
oryctolagus_cuniculus ENSOCUG00000023802
pan_troglodytes ENSPTRG00000003212
pan_paniscus ENSPPAG00000043375
homo_sapiens ENSG00000132109
gorilla_gorilla ENSGGOG00000006515
pongo_abelii ENSPPYG00000003621
nomascus_leucogenys ENSNLEG00000017330
piliocolobus_tephrosceles ENSPTEG00000016566
colobus_angolensis_palliatus ENSCANG00000029248
rhinopithecus_bieti ENSRBIG00000025459
rhinopithecus_roxellana ENSRROG00000035594
macaca_fascicularis ENSMFAG00000003887
macaca_mulatta ENSMMUG00000004974
macaca_nemestrina ENSMNEG00000026820
theropithecus_gelada ENSTGEG00000023444
mandrillus_leucophaeus ENSMLEG00000030458
cercocebus_atys ENSCATG00000030899
papio_anubis ENSPANG00000016289
chlorocebus_sabaeus ENSCSAG00000004252
cebus_capucinus ENSCCAG00000037374
saimiri_boliviensis_boliviensis ENSSBOG00000036063
callithrix_jacchus ENSCJAG00000015591
aotus_nancymaae ENSANAG00000032793
carlito_syrichta ENSTSYG00000011799
propithecus_coquereli ENSPCOG00000022696
microcebus_murinus ENSMICG00000030299
prolemur_simus ENSPSMG00000014010
otolemur_garnettii ENSOGAG00000009245
tupaia_belangeri ENSTBEG00000009179
bos_taurus ENSBTAG00000013900
bos_mutus ENSBMUG00000026648
ovis_aries ENSOARG00000000944
capra_hircus ENSCHIG00000024558
sus_scrofa ENSSSCG00000014780
tursiops_truncatus ENSTTRG00000009387
vicugna_pacos ENSVPAG00000012086
sorex_araneus ENSSARG00000014411
myotis_lucifugus ENSMLUG00000003700
pteropus_vampyrus ENSPVAG00000005402
ursus_maritimus ENSUMAG00000005626
ursus_americanus ENSUAMG00000000220
ailuropoda_melanoleuca ENSAMEG00000015087
neovison_vison ENSNVIG00000018951
mustela_putorius_furo ENSMPUG00000010504
canis_lupus_familiaris ENSCAFG00000006025
canis_lupus_dingo ENSCAFG00020008789
vulpes_vulpes ENSVVUG00000025946
panthera_tigris_altaica ENSPTIG00000015901
panthera_pardus ENSPPRG00000003548
felis_catus ENSFCAG00000001338
equus_caballus ENSECAG00000006211
equus_asinus_asinus ENSEASG00005000815
erinaceus_europaeus ENSEEUG00000006389
dasypus_novemcinctus ENSDNOG00000048992
choloepus_hoffmanni ENSCHOG00000010320
loxodonta_africana ENSLAFG00000016440
loxodonta_africana ENSLAFG00000028636
loxodonta_africana ENSLAFG00000028799
loxodonta_africana ENSLAFG00000014136
loxodonta_africana ENSLAFG00000027961
procavia_capensis ENSPCAG00000004445
echinops_telfairi ENSETEG00000017931
echinops_telfairi ENSETEG00000013354
