drosophila_melanogaster FBgn0037220
caenorhabditis_elegans_strain_n2 WBGene00011722
gasterosteus_aculeatus ENSGACG00000018027
labrus_bergylta ENSLBEG00000027750
mola_mola ENSMMOG00000003192
takifugu_rubripes ENSTRUG00000004724
poecilia_mexicana ENSPMEG00000007992
poecilia_formosa ENSPFOG00000005625
poecilia_latipinna ENSPLAG00000006344
poecilia_reticulata ENSPREG00000003546
xiphophorus_maculatus ENSXMAG00000008681
xiphophorus_couchianus ENSXCOG00000003316
gambusia_affinis ENSGAFG00000008621
fundulus_heteroclitus ENSFHEG00000014032
cyprinodon_variegatus ENSCVAG00000010670
kryptolebias_marmoratus ENSKMAG00000004354
oryzias_latipes ENSORLG00000004975
oryzias_latipes_asm223469v1 ENSORLG00015022508
oryzias_latipes ENSORLG00020012969
oryzias_melastigma ENSOMEG00000004904
amphiprion_ocellaris ENSAOCG00000007179
amphiprion_percula ENSAPEG00000016689
acanthochromis_polyacanthus ENSAPOG00000010338
stegastes_partitus ENSSPAG00000000383
astatotilapia_calliptera ENSACLG00000008863
haplochromis_burtoni ENSHBUG00000002941
pundamilia_nyererei ENSPNYG00000000380
neolamprologus_brichardi ENSNBRG00000010458
maylandia_zebra ENSMZEG00005013001
oreochromis_niloticus ENSONIG00000013049
amphilophus_citrinellus ENSACIG00000016372
hippocampus_comes ENSHCOG00000016334
scophthalmus_maximus ENSSMAG00000002921
cynoglossus_semilaevis ENSCSEG00000010790
seriola_lalandi_dorsalis ENSSLDG00000003804
seriola_dumerili ENSSDUG00000003846
monopterus_albus ENSMALG00000013964
mastacembelus_armatus ENSMAMG00000007370
anabas_testudineus ENSATEG00000008286
periophthalmus_magnuspinnatus ENSPMGG00000017638
gadus_morhua ENSGMOG00000010186
esox_lucius ENSELUG00000001106
pygocentrus_nattereri ENSPNAG00000010001
astyanax_mexicanus ENSAMXG00000018529
pygocentrus_nattereri ENSPNAG00000002687
astyanax_mexicanus ENSAMXG00000038080
ictalurus_punctatus ENSIPUG00000019751
danio_rerio ENSDARG00000010238
paramormyrops_kingsleyae ENSPKIG00000010315
scleropages_formosus ENSSFOG00015014955
scleropages_formosus ENSSFOG00015022259
paramormyrops_kingsleyae ENSPKIG00000019326
lepisosteus_oculatus ENSLOCG00000010989
phascolarctos_cinereus ENSPCIG00000015088
notamacropus_eugenii ENSMEUG00000001573
monodelphis_domestica ENSMODG00000009574
monodelphis_domestica ENSMODG00000006398
notamacropus_eugenii ENSMEUG00000009348
sarcophilus_harrisii ENSSHAG00000017734
monodelphis_domestica ENSMODG00000010865
monodelphis_domestica ENSMODG00000011004
sarcophilus_harrisii ENSSHAG00000001061
ochotona_princeps ENSOPRG00000008481
ochotona_princeps ENSOPRG00000016612
oryctolagus_cuniculus ENSOCUG00000011532
carlito_syrichta ENSTSYG00000003939
carlito_syrichta ENSTSYG00000037586
carlito_syrichta ENSTSYG00000035603
sus_scrofa ENSSSCG00000023231
erinaceus_europaeus ENSEEUG00000005638
erinaceus_europaeus ENSEEUG00000009778
sorex_araneus ENSSARG00000003205
dipodomys_ordii ENSDORG00000005329
echinops_telfairi ENSETEG00000007841
myotis_lucifugus ENSMLUG00000009040
myotis_lucifugus ENSMLUG00000003461
pteropus_vampyrus ENSPVAG00000014231
equus_asinus_asinus ENSEASG00005002681
equus_caballus ENSECAG00000014940
capra_hircus ENSCHIG00000015561
ovis_aries ENSOARG00000007633
bos_mutus ENSBMUG00000019130
bos_taurus ENSBTAG00000030366
bison_bison_bison ENSBBBG00000000491
tursiops_truncatus ENSTTRG00000012778
vicugna_pacos ENSVPAG00000002066
ursus_americanus ENSUAMG00000025133
ursus_maritimus ENSUMAG00000003651
ailuropoda_melanoleuca ENSAMEG00000004544
mustela_putorius_furo ENSMPUG00000013760
neovison_vison ENSNVIG00000021075
canis_lupus_dingo ENSCAFG00020023671
canis_lupus_familiaris ENSCAFG00000018082
vulpes_vulpes ENSVVUG00000007193
panthera_tigris_altaica ENSPTIG00000004453
panthera_pardus ENSPPRG00000011577
felis_catus ENSFCAG00000018845
tupaia_belangeri ENSTBEG00000005617
choloepus_hoffmanni ENSCHOG00000004192
choloepus_hoffmanni ENSCHOG00000013522
choloepus_hoffmanni ENSCHOG00000001041
choloepus_hoffmanni ENSCHOG00000005533
dasypus_novemcinctus ENSDNOG00000011166
loxodonta_africana ENSLAFG00000006638
procavia_capensis ENSPCAG00000015091
