coturnix_japonica ENSCJPG00005007580
gallus_gallus ENSGALG00000030148
meleagris_gallopavo ENSMGAG00000010446
numida_meleagris ENSNMEG00000012375
lepidothrix_coronata ENSLCOG00000007783
manacus_vitellinus ENSMVIG00005004755
zonotrichia_albicollis ENSZALG00000016111
junco_hyemalis ENSJHYG00000004920
serinus_canaria ENSSCAG00000009854
lonchura_striata_domestica ENSLSDG00000013307
taeniopygia_guttata ENSTGUG00000011046
cyanistes_caeruleus ENSCCEG00000002266
parus_major ENSPMJG00000018562
ficedula_albicollis ENSFALG00000011055
melopsittacus_undulatus ENSMUNG00000016441
calidris_pugnax ENSCPUG00000004837
calidris_pygmaea ENSCPGG00000014020
anser_brachyrhynchus ENSABRG00000021036
anas_platyrhynchos_platyrhynchos ENSAPLG00000004504
dromaius_novaehollandiae ENSDNVG00000015497
nothoprocta_perdicaria ENSNPEG00000015832
apteryx_owenii ENSAOWG00000010212
apteryx_rowi ENSARWG00000003942
apteryx_haastii ENSAHAG00000003736
crocodylus_porosus ENSCPRG00005011055
gopherus_agassizii ENSGAGG00000005356
chelonoidis_abingdonii ENSCABG00000006865
chrysemys_picta_bellii ENSCPBG00000024684
pelodiscus_sinensis ENSPSIG00000004816
pelodiscus_sinensis ENSPSIG00000007057
pogona_vitticeps ENSPVIG00000003771
anolis_carolinensis ENSACAG00000008574
notechis_scutatus ENSNSUG00000003348
salvator_merianae ENSSMRG00000015063
notechis_scutatus ENSNSUG00000008111
sphenodon_punctatus ENSSPUG00000008067
notamacropus_eugenii ENSMEUG00000013976
phascolarctos_cinereus ENSPCIG00000006059
sarcophilus_harrisii ENSSHAG00000016825
mustela_putorius_furo ENSMPUG00000008123
neovison_vison ENSNVIG00000020097
ursus_americanus ENSUAMG00000021688
ursus_maritimus ENSUMAG00000001752
ailuropoda_melanoleuca ENSAMEG00000017180
canis_lupus_familiaris ENSCAFG00000008402
panthera_tigris_altaica ENSPTIG00000018180
panthera_pardus ENSPPRG00000007938
felis_catus ENSFCAG00000007156
equus_caballus ENSECAG00000013531
equus_asinus_asinus ENSEASG00005010660
sorex_araneus ENSSARG00000010216
bos_mutus ENSBMUG00000013131
bos_taurus ENSBTAG00000020123
bison_bison_bison ENSBBBG00000008783
ovis_aries ENSOARG00000012789
capra_hircus ENSCHIG00000017612
tursiops_truncatus ENSTTRG00000012726
sus_scrofa ENSSSCG00000008268
myotis_lucifugus ENSMLUG00000016253
pteropus_vampyrus ENSPVAG00000013968
mus_musculus ENSMUSG00000068328
mus_spicilegus ENSMSIG00000031589
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029543
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028537
mus_pahari MGP_PahariEiJ_G0022272
rattus_norvegicus ENSRNOG00000007842
meriones_unguiculatus ENSMUGG00000006784
meriones_unguiculatus ENSMUGG00000006915
cricetulus_griseus_crigri ENSCGRG00000016928
cricetulus_griseus_crigri-picr ENSCGRG00015014599
cricetulus_griseus_chok1gshd ENSCGRG00001013091
mesocricetus_auratus ENSMAUG00000012161
peromyscus_maniculatus_bairdii ENSPEMG00000008201
microtus_ochrogaster ENSMOCG00000021809
nannospalax_galili ENSNGAG00000021192
jaculus_jaculus ENSJJAG00000012818
