notamacropus_eugenii ENSMEUG00000016684
phascolarctos_cinereus ENSPCIG00000002263
sarcophilus_harrisii ENSSHAG00000012822
monodelphis_domestica ENSMODG00000006335
choloepus_hoffmanni ENSCHOG00000008221
dasypus_novemcinctus ENSDNOG00000049183
loxodonta_africana ENSLAFG00000010605
procavia_capensis ENSPCAG00000007367
echinops_telfairi ENSETEG00000015300
echinops_telfairi ENSETEG00000006993
ursus_americanus ENSUAMG00000000773
ursus_maritimus ENSUMAG00000017549
ailuropoda_melanoleuca ENSAMEG00000004574
mustela_putorius_furo ENSMPUG00000017190
neovison_vison ENSNVIG00000009088
canis_lupus_dingo ENSCAFG00020007096
canis_lupus_familiaris ENSCAFG00000004871
vulpes_vulpes ENSVVUG00000014226
panthera_pardus ENSPPRG00000016816
panthera_tigris_altaica ENSPTIG00000012496
felis_catus ENSFCAG00000000081
pteropus_vampyrus ENSPVAG00000006947
myotis_lucifugus ENSMLUG00000014759
equus_asinus_asinus ENSEASG00005014798
equus_caballus ENSECAG00000000139
capra_hircus ENSCHIG00000024180
ovis_aries ENSOARG00000014851
bos_mutus ENSBMUG00000010745
bos_taurus ENSBTAG00000021643
bison_bison_bison ENSBBBG00000011681
tursiops_truncatus ENSTTRG00000011264
vicugna_pacos ENSVPAG00000006890
sus_scrofa ENSSSCG00000011587
pan_paniscus ENSPPAG00000040617
pan_troglodytes ENSPTRG00000015376
homo_sapiens ENSG00000172771
gorilla_gorilla ENSGGOG00000026446
pongo_abelii ENSPPYG00000013418
nomascus_leucogenys ENSNLEG00000005355
piliocolobus_tephrosceles ENSPTEG00000033634
colobus_angolensis_palliatus ENSCANG00000005000
rhinopithecus_roxellana ENSRROG00000039253
rhinopithecus_bieti ENSRBIG00000015767
theropithecus_gelada ENSTGEG00000011928
papio_anubis ENSPANG00000006621
cercocebus_atys ENSCATG00000038259
mandrillus_leucophaeus ENSMLEG00000032650
chlorocebus_sabaeus ENSCSAG00000009011
macaca_fascicularis ENSMFAG00000040136
macaca_mulatta ENSMMUG00000012721
macaca_nemestrina ENSMNEG00000030732
cebus_capucinus ENSCCAG00000037525
saimiri_boliviensis_boliviensis ENSSBOG00000024520
callithrix_jacchus ENSCJAG00000017314
aotus_nancymaae ENSANAG00000028408
carlito_syrichta ENSTSYG00000011145
prolemur_simus ENSPSMG00000000969
propithecus_coquereli ENSPCOG00000020532
microcebus_murinus ENSMICG00000008010
otolemur_garnettii ENSOGAG00000010234
microtus_ochrogaster ENSMOCG00000020496
peromyscus_maniculatus_bairdii ENSPEMG00000012553
cricetulus_griseus_crigri-picr ENSCGRG00015004037
cricetulus_griseus_crigri ENSCGRG00000012782
cricetulus_griseus_chok1gshd ENSCGRG00001000767
mesocricetus_auratus ENSMAUG00000010638
mus_spicilegus ENSMSIG00000000741
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029787
mus_musculus ENSMUSG00000030321
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028759
mus_pahari MGP_PahariEiJ_G0022510
rattus_norvegicus ENSRNOG00000026176
meriones_unguiculatus ENSMUGG00000021289
nannospalax_galili ENSNGAG00000008314
castor_canadensis ENSCCNG00000005618
marmota_marmota_marmota ENSMMMG00000011023
urocitellus_parryii ENSUPAG00010023049
heterocephalus_glaber_male ENSHGLG00100002327
heterocephalus_glaber_female ENSHGLG00000015777
oryctolagus_cuniculus ENSOCUG00000012999
ochotona_princeps ENSOPRG00000000469
ornithorhynchus_anatinus ENSOANG00000028240
apteryx_owenii ENSAOWG00000018149
apteryx_haastii ENSAHAG00000019481
apteryx_rowi ENSARWG00000015116
dromaius_novaehollandiae ENSDNVG00000004058
nothoprocta_perdicaria ENSNPEG00000006327
gallus_gallus ENSGALG00000053391
coturnix_japonica ENSCJPG00005015085
meleagris_gallopavo ENSMGAG00000000758
numida_meleagris ENSNMEG00000006949
anas_platyrhynchos_platyrhynchos ENSAPLG00000030305
calidris_pygmaea ENSCPGG00000010264
calidris_pugnax ENSCPUG00000017026
crocodylus_porosus ENSCPRG00005009997
chelonoidis_abingdonii ENSCABG00000001478
chrysemys_picta_bellii ENSCPBG00000014711
gopherus_agassizii ENSGAGG00000018645
pelodiscus_sinensis ENSPSIG00000007825
pogona_vitticeps ENSPVIG00000000528
anolis_carolinensis ENSACAG00000014760
salvator_merianae ENSSMRG00000003057
lepisosteus_oculatus ENSLOCG00000014451
