anas_platyrhynchos_platyrhynchos ENSAPLG00000017853
meleagris_gallopavo ENSMGAG00000011569
serinus_canaria ENSSCAG00000000386
taeniopygia_guttata ENSTGUG00000011137
junco_hyemalis ENSJHYG00000004777
cyanistes_caeruleus ENSCCEG00000007406
parus_major ENSPMJG00000014791
manacus_vitellinus ENSMVIG00005010418
melopsittacus_undulatus ENSMUNG00000000975
apteryx_owenii ENSAOWG00000003936
apteryx_haastii ENSAHAG00000010576
apteryx_rowi ENSARWG00000009318
crocodylus_porosus ENSCPRG00005018388
gopherus_agassizii ENSGAGG00000022255
pogona_vitticeps ENSPVIG00000018967
mesocricetus_auratus ENSMAUG00000010298
cricetulus_griseus_chok1gshd ENSCGRG00001023157
microtus_ochrogaster ENSMOCG00000022980
nannospalax_galili ENSNGAG00000018942
cavia_aperea ENSCAPG00000000862
otolemur_garnettii ENSOGAG00000031659
tupaia_belangeri ENSTBEG00000002791
erinaceus_europaeus ENSEEUG00000004594
sorex_araneus ENSSARG00000001337
loxodonta_africana ENSLAFG00000008689
xenopus_tropicalis ENSXETG00000024951
latimeria_chalumnae ENSLACG00000007852
gasterosteus_aculeatus ENSGACG00000011121
takifugu_rubripes ENSTRUG00000022799
oryzias_latipes ENSORLG00020021213
oryzias_latipes ENSORLG00000024729
kryptolebias_marmoratus ENSKMAG00000012811
astatotilapia_calliptera ENSACLG00000007474
haplochromis_burtoni ENSHBUG00000015675
pundamilia_nyererei ENSPNYG00000005358
mastacembelus_armatus ENSMAMG00000000297
hippocampus_comes ENSHCOG00000014696
gadus_morhua ENSGMOG00000007096
esox_lucius ENSELUG00000022972
astyanax_mexicanus ENSAMXG00000033083
ictalurus_punctatus ENSIPUG00000023737
scleropages_formosus ENSSFOG00015005854
paramormyrops_kingsleyae ENSPKIG00000008967
petromyzon_marinus ENSPMAG00000001836
