paramormyrops_kingsleyae ENSPKIG00000004790
scleropages_formosus ENSSFOG00015022195
mastacembelus_armatus ENSMAMG00000017560
monopterus_albus ENSMALG00000003908
anabas_testudineus ENSATEG00000003945
seriola_dumerili ENSSDUG00000005060
seriola_lalandi_dorsalis ENSSLDG00000004613
scophthalmus_maximus ENSSMAG00000012642
mola_mola ENSMMOG00000017454
takifugu_rubripes ENSTRUG00000009599
gasterosteus_aculeatus ENSGACG00000012863
labrus_bergylta ENSLBEG00000004672
anabas_testudineus ENSATEG00000006259
hippocampus_comes ENSHCOG00000002861
maylandia_zebra ENSMZEG00005010408
astatotilapia_calliptera ENSACLG00000016845
haplochromis_burtoni ENSHBUG00000004530
pundamilia_nyererei ENSPNYG00000002788
neolamprologus_brichardi ENSNBRG00000009394
oreochromis_niloticus ENSONIG00000018708
amphilophus_citrinellus ENSACIG00000009189
amphiprion_ocellaris ENSAOCG00000014470
amphiprion_percula ENSAPEG00000022155
acanthochromis_polyacanthus ENSAPOG00000020978
poecilia_formosa ENSPFOG00000015013
poecilia_latipinna ENSPLAG00000023929
poecilia_mexicana ENSPMEG00000014166
poecilia_reticulata ENSPREG00000001910
xiphophorus_maculatus ENSXMAG00000011433
xiphophorus_couchianus ENSXCOG00000007759
gambusia_affinis ENSGAFG00000012017
fundulus_heteroclitus ENSFHEG00000018886
cyprinodon_variegatus ENSCVAG00000020152
kryptolebias_marmoratus ENSKMAG00000008494
oryzias_latipes ENSORLG00000011133
oryzias_latipes ENSORLG00020009431
oryzias_latipes_asm223469v1 ENSORLG00015004062
oryzias_melastigma ENSOMEG00000011041
periophthalmus_magnuspinnatus ENSPMGG00000020285
gadus_morhua ENSGMOG00000016866
esox_lucius ENSELUG00000005437
pygocentrus_nattereri ENSPNAG00000016240
astyanax_mexicanus ENSAMXG00000040319
ictalurus_punctatus ENSIPUG00000012909
lepisosteus_oculatus ENSLOCG00000002335
ictalurus_punctatus ENSIPUG00000012948
pygocentrus_nattereri ENSPNAG00000016362
danio_rerio ENSDARG00000089227
esox_lucius ENSELUG00000005408
scleropages_formosus ENSSFOG00015022169
lepisosteus_oculatus ENSLOCG00000002348
chelonoidis_abingdonii ENSCABG00000004447
gopherus_agassizii ENSGAGG00000003355
chrysemys_picta_bellii ENSCPBG00000007998
pelodiscus_sinensis ENSPSIG00000015656
crocodylus_porosus ENSCPRG00005002714
pogona_vitticeps ENSPVIG00000014913
anolis_carolinensis ENSACAG00000014405
salvator_merianae ENSSMRG00000022877
sphenodon_punctatus ENSSPUG00000005520
notamacropus_eugenii ENSMEUG00000003911
phascolarctos_cinereus ENSPCIG00000026470
sarcophilus_harrisii ENSSHAG00000004828
monodelphis_domestica ENSMODG00000021100
ursus_americanus ENSUAMG00000021874
ursus_maritimus ENSUMAG00000017633
ailuropoda_melanoleuca ENSAMEG00000006998
neovison_vison ENSNVIG00000014887
canis_lupus_dingo ENSCAFG00020027255
canis_lupus_familiaris ENSCAFG00000014129
vulpes_vulpes ENSVVUG00000011436
panthera_pardus ENSPPRG00000009176
panthera_tigris_altaica ENSPTIG00000014450
felis_catus ENSFCAG00000026853
erinaceus_europaeus ENSEEUG00000014077
equus_caballus ENSECAG00000013312
equus_asinus_asinus ENSEASG00005011443
sus_scrofa ENSSSCG00000012249
vicugna_pacos ENSVPAG00000002931
capra_hircus ENSCHIG00000024567
ovis_aries ENSOARG00000001464
bos_taurus ENSBTAG00000011788
bos_mutus ENSBMUG00000011127
tursiops_truncatus ENSTTRG00000001626
pteropus_vampyrus ENSPVAG00000016569
myotis_lucifugus ENSMLUG00000001164
pan_troglodytes ENSPTRG00000021804
pan_paniscus ENSPPAG00000044103
gorilla_gorilla ENSGGOG00000013906
homo_sapiens ENSG00000185753
pongo_abelii ENSPPYG00000020253
nomascus_leucogenys ENSNLEG00000001550
rhinopithecus_roxellana ENSRROG00000035207
rhinopithecus_bieti ENSRBIG00000011595
colobus_angolensis_palliatus ENSCANG00000022330
papio_anubis ENSPANG00000009515
theropithecus_gelada ENSTGEG00000009936
cercocebus_atys ENSCATG00000005533
macaca_mulatta ENSMMUG00000005263
macaca_fascicularis ENSMFAG00000038839
macaca_nemestrina ENSMNEG00000028665
mandrillus_leucophaeus ENSMLEG00000029318
chlorocebus_sabaeus ENSCSAG00000013994
saimiri_boliviensis_boliviensis ENSSBOG00000034566
saimiri_boliviensis_boliviensis ENSSBOG00000032584
cebus_capucinus ENSCCAG00000026604
callithrix_jacchus ENSCJAG00000047750
aotus_nancymaae ENSANAG00000030365
carlito_syrichta ENSTSYG00000004480
prolemur_simus ENSPSMG00000004132
microcebus_murinus ENSMICG00000015213
propithecus_coquereli ENSPCOG00000015213
otolemur_garnettii ENSOGAG00000009290
chinchilla_lanigera ENSCLAG00000001694
octodon_degus ENSODEG00000001590
cavia_porcellus ENSCPOG00000014304
heterocephalus_glaber_female ENSHGLG00000005921
heterocephalus_glaber_male ENSHGLG00100001730
fukomys_damarensis ENSFDAG00000008288
castor_canadensis ENSCCNG00000010097
mus_musculus ENSMUSG00000044148
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034089
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032938
mus_pahari MGP_PahariEiJ_G0031484
rattus_norvegicus ENSRNOG00000023187
meriones_unguiculatus ENSMUGG00000021469
cricetulus_griseus_crigri ENSCGRG00000015588
cricetulus_griseus_crigri-picr ENSCGRG00015004266
cricetulus_griseus_chok1gshd ENSCGRG00001022070
mesocricetus_auratus ENSMAUG00000018848
peromyscus_maniculatus_bairdii ENSPEMG00000010471
microtus_ochrogaster ENSMOCG00000009974
nannospalax_galili ENSNGAG00000018470
jaculus_jaculus ENSJJAG00000019402
spermophilus_dauricus ENSSDAG00000005629
ictidomys_tridecemlineatus ENSSTOG00000005469
urocitellus_parryii ENSUPAG00010001158
marmota_marmota_marmota ENSMMMG00000004633
dipodomys_ordii ENSDORG00000005555
oryctolagus_cuniculus ENSOCUG00000015277
piliocolobus_tephrosceles ENSPTEG00000012166
loxodonta_africana ENSLAFG00000012064
procavia_capensis ENSPCAG00000003584
echinops_telfairi ENSETEG00000001374
choloepus_hoffmanni ENSCHOG00000013558
dasypus_novemcinctus ENSDNOG00000001339
xenopus_tropicalis ENSXETG00000032391
latimeria_chalumnae ENSLACG00000005431
