sphenodon_punctatus ENSSPUG00000003512
salvator_merianae ENSSMRG00000000782
apteryx_owenii ENSAOWG00000006765
apteryx_haastii ENSAHAG00000010937
apteryx_rowi ENSARWG00000007840
dromaius_novaehollandiae ENSDNVG00000003003
parus_major ENSPMJG00000003052
calidris_pygmaea ENSCPGG00000004561
gopherus_agassizii ENSGAGG00000000785
chrysemys_picta ENSCPBG00000024679
crocodylus_porosus ENSCPRG00005002531
pogona_vitticeps ENSPVIG00000023451
bos_indicus ENSBIXG00000026101
bos_indicus ENSBIXG00005008772
bos_mutus ENSBMUG00000026806
bos_taurus ENSBTAG00000014692
bison_bison ENSBBBG00000013242
ovis_aries ENSOARG00000001743
capra_hircus ENSCHIG00000025478
tursiops_truncatus ENSTTRG00000011177
sus_scrofa ENSSSCG00000006560
equus_caballus ENSECAG00000017552
equus_asinus ENSEASG00005000725
myotis_lucifugus ENSMLUG00000013291
pteropus_vampyrus ENSPVAG00000011092
ursus_americanus ENSUAMG00000024381
ursus_maritimus ENSUMAG00000020311
ailuropoda_melanoleuca ENSAMEG00000011947
neovison_vison ENSNVIG00000017267
mustela_putorius ENSMPUG00000007975
canis_lupus ENSCAFG00020009278
canis_lupus ENSCAFG00000017395
vulpes_vulpes ENSVVUG00000028345
panthera_pardus ENSPPRG00000009607
panthera_tigris ENSPTIG00000022008
felis_catus ENSFCAG00000012586
erinaceus_europaeus ENSEEUG00000001777
chinchilla_lanigera ENSCLAG00000008566
octodon_degus ENSODEG00000013013
cavia_porcellus ENSCPOG00000034503
cavia_aperea ENSCAPG00000007342
heterocephalus_glaber ENSHGLG00000005202
heterocephalus_glaber ENSHGLG00100011859
fukomys_damarensis ENSFDAG00000006155
marmota_marmota ENSMMMG00000017690
urocitellus_parryii ENSUPAG00010015154
spermophilus_dauricus ENSSDAG00000001644
marmota_marmota ENSMMMG00000017685
ictidomys_tridecemlineatus ENSSTOG00000014516
castor_canadensis ENSCCNG00000021275
dipodomys_ordii ENSDORG00000011769
mus_spretus MGP_SPRETEiJ_G0026172
mus_musculus ENSMUSG00000027938
mus_spicilegus ENSMSIG00000027822
mus_caroli MGP_CAROLIEiJ_G0025229
mus_pahari MGP_PahariEiJ_G0026673
rattus_norvegicus ENSRNOG00000023493
meriones_unguiculatus ENSMUGG00000006904
peromyscus_maniculatus ENSPEMG00000016681
microtus_ochrogaster ENSMOCG00000016484
cricetulus_griseus ENSCGRG00000017727
cricetulus_griseus ENSCGRG00001008711
cricetulus_griseus ENSCGRG00015006183
mesocricetus_auratus ENSMAUG00000007210
nannospalax_galili ENSNGAG00000013822
jaculus_jaculus ENSJJAG00000010946
oryctolagus_cuniculus ENSOCUG00000011784
ochotona_princeps ENSOPRG00000003982
tupaia_belangeri ENSTBEG00000012480
pan_paniscus ENSPPAG00000021279
pan_troglodytes ENSPTRG00000001368
homo_sapiens ENSG00000143578
gorilla_gorilla ENSGGOG00000005601
