mastacembelus_armatus ENSMAMG00000012280
monopterus_albus ENSMALG00000015396
anabas_testudineus ENSATEG00000015157
labrus_bergylta ENSLBEG00000025617
takifugu_rubripes ENSTRUG00000023414
poecilia_latipinna ENSPLAG00000003850
poecilia_formosa ENSPFOG00000009758
poecilia_mexicana ENSPMEG00000005729
poecilia_reticulata ENSPREG00000005783
xiphophorus_maculatus ENSXMAG00000003178
cyprinodon_variegatus ENSCVAG00000007740
oryzias_latipes ENSORLG00000011943
oryzias_latipes ENSORLG00020020606
oryzias_latipes_asm223469v1 ENSORLG00015012413
oryzias_melastigma ENSOMEG00000010192
maylandia_zebra ENSMZEG00005005503
haplochromis_burtoni ENSHBUG00000004268
astatotilapia_calliptera ENSACLG00000018542
neolamprologus_brichardi ENSNBRG00000011302
amphiprion_percula ENSAPEG00000013806
amphiprion_ocellaris ENSAOCG00000003645
acanthochromis_polyacanthus ENSAPOG00000017578
stegastes_partitus ENSSPAG00000000742
scophthalmus_maximus ENSSMAG00000009961
cynoglossus_semilaevis ENSCSEG00000017220
seriola_dumerili ENSSDUG00000009470
seriola_lalandi_dorsalis ENSSLDG00000010572
esox_lucius ENSELUG00000006829
pygocentrus_nattereri ENSPNAG00000006927
astyanax_mexicanus ENSAMXG00000020467
ictalurus_punctatus ENSIPUG00000021374
paramormyrops_kingsleyae ENSPKIG00000021820
